"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location","ATLANTA HAWKS","BOSTON CELTICS","BROOKLYN NETS","CHARLOTTE HORNETS","CHICAGO BULLS","CLEVELAND CAVALIERS","DALLAS MAVERICKS","DENVER NUGGETS","DETROIT PISTONS","GOLDEN STATE WARRIORS","HOUSTON ROCKETS","INDIANA PACERS","LOS ANGELES CLIPPERS","LOS ANGELES LAKERS","MEMPHIS GRIZZLIES","MIAMI HEAT","MILWAUKEE BUCKS","MINNESOTA TIMBERWOLVES","NEW ORLEANS PELICANS","NEW YORK KNICKS","OKLAHOMA CITY THUNDER","ORLANDO MAGIC","PHILADELPHIA 76ERS","PHOENIX SUNS","PORTLAND TRAIL BLAZERS","SACRAMENTO KINGS","SAN ANTONIO SPURS","TORONTO RAPTORS","UTAH JAZZ","WASHINGTON WIZARDS"
"356",2016-11-10,"CHICAGO BULLS","MIAMI HEAT",1,98,95,3,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",2016-12-10,"CHICAGO BULLS","MIAMI HEAT",-9.5,105,100,5,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",2017-01-27,"CHICAGO BULLS","MIAMI HEAT",-7.5,88,100,-12,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",2016-12-15,"CHICAGO BULLS","MILWAUKEE BUCKS",1,97,108,-11,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",2016-12-16,"CHICAGO BULLS","MILWAUKEE BUCKS",-5.5,69,95,-26,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",2016-12-31,"CHICAGO BULLS","MILWAUKEE BUCKS",-2.5,96,116,-20,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",2017-03-26,"CHICAGO BULLS","MILWAUKEE BUCKS",6.5,109,94,15,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",2016-12-13,"CHICAGO BULLS","MINNESOTA TIMBERWOLVES",-6,94,99,-5,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"364",2017-02-12,"CHICAGO BULLS","MINNESOTA TIMBERWOLVES",7,89,117,-28,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"365",2017-01-14,"CHICAGO BULLS","NEW ORLEANS PELICANS",-3.5,107,99,8,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"366",2017-04-02,"CHICAGO BULLS","NEW ORLEANS PELICANS",8.5,117,110,7,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"367",2016-11-04,"CHICAGO BULLS","NEW YORK KNICKS",-7.5,104,117,-13,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"368",2017-01-12,"CHICAGO BULLS","NEW YORK KNICKS",3,89,104,-15,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"369",2017-04-04,"CHICAGO BULLS","NEW YORK KNICKS",-4.5,91,100,-9,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"370",2017-01-09,"CHICAGO BULLS","OKLAHOMA CITY THUNDER",1,94,109,-15,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"371",2017-02-01,"CHICAGO BULLS","OKLAHOMA CITY THUNDER",3.5,128,100,28,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"372",2016-11-07,"CHICAGO BULLS","ORLANDO MAGIC",-7,112,80,32,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"373",2017-01-24,"CHICAGO BULLS","ORLANDO MAGIC",-3,100,92,8,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"374",2017-03-08,"CHICAGO BULLS","ORLANDO MAGIC",-1,91,98,-7,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"375",2017-04-10,"CHICAGO BULLS","ORLANDO MAGIC",-8,122,75,47,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"376",2016-11-25,"CHICAGO BULLS","PHILADELPHIA 76ERS",-9.5,105,89,16,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"377",2017-01-29,"CHICAGO BULLS","PHILADELPHIA 76ERS",-7,121,108,13,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"378",2017-03-24,"CHICAGO BULLS","PHILADELPHIA 76ERS",-6.5,107,117,-10,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"379",2017-04-06,"CHICAGO BULLS","PHILADELPHIA 76ERS",-5.5,102,90,12,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"380",2017-02-10,"CHICAGO BULLS","PHOENIX SUNS",-2.5,97,115,-18,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"381",2017-02-24,"CHICAGO BULLS","PHOENIX SUNS",-6,128,121,7,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"382",2016-11-15,"CHICAGO BULLS","PORTLAND TRAIL BLAZERS",4,113,88,25,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"383",2016-12-05,"CHICAGO BULLS","PORTLAND TRAIL BLAZERS",-3.5,110,112,-2,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"384",2017-01-21,"CHICAGO BULLS","SACRAMENTO KINGS",-6.5,102,99,3,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"385",2017-02-06,"CHICAGO BULLS","SACRAMENTO KINGS",1.5,112,107,5,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"386",2016-12-08,"CHICAGO BULLS","SAN ANTONIO SPURS",3.5,95,91,4,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"387",2016-12-25,"CHICAGO BULLS","SAN ANTONIO SPURS",8.5,100,119,-19,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"388",2017-01-07,"CHICAGO BULLS","TORONTO RAPTORS",2,123,118,5,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"389",2017-02-14,"CHICAGO BULLS","TORONTO RAPTORS",4.5,105,94,11,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"390",2017-03-21,"CHICAGO BULLS","TORONTO RAPTORS",7.5,120,122,-2,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"391",2016-11-17,"CHICAGO BULLS","UTAH JAZZ",3,85,77,8,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"392",2017-03-18,"CHICAGO BULLS","UTAH JAZZ",6,95,86,9,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"393",2016-11-12,"CHICAGO BULLS","WASHINGTON WIZARDS",-10,106,95,11,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"394",2016-12-21,"CHICAGO BULLS","WASHINGTON WIZARDS",-4,97,107,-10,"H",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"395",2017-01-10,"CHICAGO BULLS","WASHINGTON WIZARDS",11.5,99,101,-2,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"396",2017-03-17,"CHICAGO BULLS","WASHINGTON WIZARDS",7.5,107,112,-5,"V",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"397",2016-11-25,"CLEVELAND CAVALIERS","DALLAS MAVERICKS",-13.5,128,90,38,"H",0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398",2017-01-30,"CLEVELAND CAVALIERS","DALLAS MAVERICKS",-4.5,97,104,-7,"V",0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399",2017-02-11,"CLEVELAND CAVALIERS","DENVER NUGGETS",-11.5,125,109,16,"H",0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400",2017-03-22,"CLEVELAND CAVALIERS","DENVER NUGGETS",-3,113,126,-13,"V",0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",2016-11-18,"CLEVELAND CAVALIERS","DETROIT PISTONS",-8.5,104,81,23,"H",0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402",2016-12-26,"CLEVELAND CAVALIERS","DETROIT PISTONS",5,90,106,-16,"V",0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403",2017-03-09,"CLEVELAND CAVALIERS","DETROIT PISTONS",-4.5,101,106,-5,"V",0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404",2017-03-14,"CLEVELAND CAVALIERS","DETROIT PISTONS",-7.5,128,96,32,"H",0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",2016-12-25,"CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",3,109,108,1,"H",0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",2017-01-16,"CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",8.5,91,126,-35,"V",0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",2017-06-01,"CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",7.5,91,113,-22,"V",0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408",2017-06-04,"CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",9,113,132,-19,"V",0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",2017-06-07,"CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",3.5,113,118,-5,"H",0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410",2017-06-09,"CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",5.5,137,116,21,"H",0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",2017-06-11,"CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",8.5,120,129,-9,"V",0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",2016-11-01,"CLEVELAND CAVALIERS","HOUSTON ROCKETS",-9,128,120,8,"H",0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",2017-03-12,"CLEVELAND CAVALIERS","HOUSTON ROCKETS",7,112,117,-5,"V",0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414",2016-11-16,"CLEVELAND CAVALIERS","INDIANA PACERS",2,93,103,-10,"V",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",2017-02-08,"CLEVELAND CAVALIERS","INDIANA PACERS",-3.5,132,117,15,"V",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",2017-02-15,"CLEVELAND CAVALIERS","INDIANA PACERS",-6,113,104,9,"H",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417",2017-04-02,"CLEVELAND CAVALIERS","INDIANA PACERS",-8,135,130,5,"H",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418",2017-04-15,"CLEVELAND CAVALIERS","INDIANA PACERS",-8.5,109,108,1,"H",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419",2017-04-17,"CLEVELAND CAVALIERS","INDIANA PACERS",-8.5,117,111,6,"H",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420",2017-04-20,"CLEVELAND CAVALIERS","INDIANA PACERS",-2,119,114,5,"V",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421",2017-04-23,"CLEVELAND CAVALIERS","INDIANA PACERS",-3.5,106,102,4,"V",0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422",2016-12-01,"CLEVELAND CAVALIERS","LOS ANGELES CLIPPERS",-4,94,113,-19,"H",0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423",2017-03-18,"CLEVELAND CAVALIERS","LOS ANGELES CLIPPERS",12.5,78,108,-30,"V",0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424",2016-12-17,"CLEVELAND CAVALIERS","LOS ANGELES LAKERS",-15.5,119,108,11,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425",2017-03-19,"CLEVELAND CAVALIERS","LOS ANGELES LAKERS",-11.5,125,120,5,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",2016-12-13,"CLEVELAND CAVALIERS","MEMPHIS GRIZZLIES",-14.5,103,86,17,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427",2016-12-14,"CLEVELAND CAVALIERS","MEMPHIS GRIZZLIES",7,85,93,-8,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428",2016-12-09,"CLEVELAND CAVALIERS","MIAMI HEAT",-12,114,84,30,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429",2017-03-04,"CLEVELAND CAVALIERS","MIAMI HEAT",8,92,120,-28,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430",2017-03-06,"CLEVELAND CAVALIERS","MIAMI HEAT",-9.5,98,106,-8,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431",2017-04-10,"CLEVELAND CAVALIERS","MIAMI HEAT",10.5,121,124,-3,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432",2016-11-29,"CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-7.5,101,118,-17,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"433",2016-12-20,"CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-3.5,114,108,6,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"434",2016-12-21,"CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-6.5,113,102,11,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"435",2017-02-27,"CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-10,102,95,7,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",2017-02-01,"CLEVELAND CAVALIERS","MINNESOTA TIMBERWOLVES",-6.5,125,97,28,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"437",2017-02-14,"CLEVELAND CAVALIERS","MINNESOTA TIMBERWOLVES",-4,116,108,8,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
"438",2017-01-02,"CLEVELAND CAVALIERS","NEW ORLEANS PELICANS",-9,90,82,8,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"439",2017-01-23,"CLEVELAND CAVALIERS","NEW ORLEANS PELICANS",-10,122,124,-2,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
"440",2016-10-25,"CLEVELAND CAVALIERS","NEW YORK KNICKS",-9,117,88,29,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"441",2016-12-07,"CLEVELAND CAVALIERS","NEW YORK KNICKS",-8.5,126,94,32,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"442",2017-02-04,"CLEVELAND CAVALIERS","NEW YORK KNICKS",-4.5,111,104,7,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"443",2017-02-23,"CLEVELAND CAVALIERS","NEW YORK KNICKS",-10.5,119,104,15,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"444",2017-01-29,"CLEVELAND CAVALIERS","OKLAHOMA CITY THUNDER",-7.5,107,91,16,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"445",2017-02-09,"CLEVELAND CAVALIERS","OKLAHOMA CITY THUNDER",1.5,109,118,-9,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
"446",2016-10-29,"CLEVELAND CAVALIERS","ORLANDO MAGIC",-11,105,99,6,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"447",2017-03-11,"CLEVELAND CAVALIERS","ORLANDO MAGIC",-8.5,116,104,12,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"448",2017-04-04,"CLEVELAND CAVALIERS","ORLANDO MAGIC",-11,122,102,20,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"449",2016-11-05,"CLEVELAND CAVALIERS","PHILADELPHIA 76ERS",-13,102,101,1,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"450",2016-11-27,"CLEVELAND CAVALIERS","PHILADELPHIA 76ERS",-11,112,108,4,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"451",2017-03-31,"CLEVELAND CAVALIERS","PHILADELPHIA 76ERS",-12,122,105,17,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"452",2017-01-08,"CLEVELAND CAVALIERS","PHOENIX SUNS",-8.5,120,116,4,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"453",2017-01-19,"CLEVELAND CAVALIERS","PHOENIX SUNS",-11.5,118,103,15,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"454",2016-11-23,"CLEVELAND CAVALIERS","PORTLAND TRAIL BLAZERS",-11.5,137,125,12,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"455",2017-01-11,"CLEVELAND CAVALIERS","PORTLAND TRAIL BLAZERS",-4.5,86,102,-16,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
"456",2017-01-13,"CLEVELAND CAVALIERS","SACRAMENTO KINGS",-6.5,120,108,12,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"457",2017-01-25,"CLEVELAND CAVALIERS","SACRAMENTO KINGS",-11,112,116,-4,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
"458",2017-01-21,"CLEVELAND CAVALIERS","SAN ANTONIO SPURS",-3.5,115,118,-3,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"459",2017-03-27,"CLEVELAND CAVALIERS","SAN ANTONIO SPURS",5,74,103,-29,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"460",2016-10-28,"CLEVELAND CAVALIERS","TORONTO RAPTORS",-2.5,94,91,3,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"461",2016-11-15,"CLEVELAND CAVALIERS","TORONTO RAPTORS",-6,121,117,4,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"462",2016-12-05,"CLEVELAND CAVALIERS","TORONTO RAPTORS",1.5,116,112,4,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"463",2017-04-12,"CLEVELAND CAVALIERS","TORONTO RAPTORS",1.5,83,98,-15,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"464",2017-05-01,"CLEVELAND CAVALIERS","TORONTO RAPTORS",-6.5,116,105,11,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"465",2017-05-03,"CLEVELAND CAVALIERS","TORONTO RAPTORS",-7,125,103,22,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"466",2017-05-05,"CLEVELAND CAVALIERS","TORONTO RAPTORS",-3.5,115,94,21,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"467",2017-05-07,"CLEVELAND CAVALIERS","TORONTO RAPTORS",-6.5,109,102,7,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
"468",2017-01-10,"CLEVELAND CAVALIERS","UTAH JAZZ",-2,92,100,-8,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"469",2017-03-16,"CLEVELAND CAVALIERS","UTAH JAZZ",-7.5,91,83,8,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
"470",2016-11-11,"CLEVELAND CAVALIERS","WASHINGTON WIZARDS",-7.5,105,94,11,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"471",2017-02-06,"CLEVELAND CAVALIERS","WASHINGTON WIZARDS",-1,140,135,5,"V",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"472",2017-03-25,"CLEVELAND CAVALIERS","WASHINGTON WIZARDS",-6,115,127,-12,"H",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
"473",2016-12-12,"DALLAS MAVERICKS","DENVER NUGGETS",2.5,112,92,20,"H",0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474",2016-12-19,"DALLAS MAVERICKS","DENVER NUGGETS",8.5,107,117,-10,"V",0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",2017-02-06,"DALLAS MAVERICKS","DENVER NUGGETS",3,87,110,-23,"V",0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",2017-04-11,"DALLAS MAVERICKS","DENVER NUGGETS",-2.5,91,109,-18,"H",0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
