"","Team","Player","GoneDate","BackDate"
"1","HORNETS","Frank Kaminsky",2016-06-29,2016-10-01
"2","GRIZZLIES","Marc Gasol",2016-10-15,2016-10-26
"3","HEAT","Luke Babbitt",2016-10-15,2016-10-26
"4","MAVERICKS","Jose Barea ",2016-10-24,2016-10-26
"5","PACERS","C.J. Miles",2016-10-24,2016-10-26
"6","PELICANS","Anthony Davis",2016-10-12,2016-10-26
"7","PISTONS","Aron Baynes",2016-10-19,2016-10-26
"8","SUNS","Brandon Knight",2016-10-12,2016-10-26
"9","CLIPPERS","Chris Paul",2016-10-16,2016-10-27
"10","WIZARDS","Jason Smith",2016-10-24,2016-10-27
"11","HORNETS","Brian Roberts",2016-10-26,2016-10-28
"12","JAZZ","Derrick Favors",2016-10-24,2016-10-28
"13","MAGIC","C.J. Watson",2016-07-08,2016-10-28
"14","MAGIC","Stephen Zimmerman Jr.",2016-10-26,2016-10-28
"15","MAVERICKS","A.J. Hammons",2016-10-26,2016-10-28
"16","PACERS","Georges Niang",2016-10-26,2016-10-28
"17","WARRIORS","Damian Jones",2016-10-25,2016-10-28
"18","BUCKS","Tony Snell",2016-10-26,2016-10-29
"19","CAVALIERS","Kay Felder",2016-10-25,2016-10-29
"20","GRIZZLIES","Jarell Martin",2016-10-24,2016-10-29
"21","HORNETS","Frank Kaminsky",2016-10-26,2016-10-29
"22","KNICKS","Maurice N'dour",2016-10-25,2016-10-29
"24","PACERS","Rakeem Christmas",2016-10-26,2016-10-29
"25","SPURS","Dejounte Murray",2016-10-25,2016-10-29
"26","GRIZZLIES","Tony Allen",2016-10-26,2016-10-30
"27","LAKERS","Jose Calderon",2016-10-26,2016-10-30
"28","SPURS"," Tony Parker",2016-10-29,2016-10-30
"29","SPURS","Manu Ginobili",2016-10-29,2016-10-30
"30","WARRIORS","James McAdoo ",2016-10-25,2016-10-30
"31","MAVERICKS","Dirk Nowitzki",2016-10-28,2016-10-30
"32","KINGS","Skal Labissiere",2016-10-26,2016-10-31
"33","SUNS","John Jenkins",2016-10-26,2016-10-31
"34","MAGIC","Stephen Zimmerman Jr.",2016-10-29,2016-11-01
"35","PACERS","Aaron Brooks",2016-10-28,2016-11-01
"36","SPURS","LaMarcus Aldridge",2016-10-30,2016-11-01
"37","TIMBERWOLVES","John Lucas III",2016-10-26,2016-11-01
"38","BULLS","Jerian Grant",2016-10-27,2016-11-02
"39","BULLS","R.J. Hunter",2016-10-29,2016-11-02
"40","CELTICS","Marcus Smart",2016-10-26,2016-11-02
"41","GRIZZLIES","Marc Gasol",2016-11-01,2016-11-02
"42","GRIZZLIES","Mike Conley Jr.",2016-11-01,2016-11-02
"43","HORNETS","Aaron Harrison",2016-10-28,2016-11-02
"44","KNICKS","Ron Baker",2016-10-29,2016-11-02
"45","LAKERS","Ivica Zubac",2016-10-26,2016-11-02
"46","LAKERS","Thomas Robinson",2016-10-30,2016-11-02
"47","MAVERICKS","Dirk Nowitzki",2016-10-30,2016-11-02
"48","RAPTORS","Lucas Nogueira",2016-10-26,2016-11-02
"49","SUNS","Devin Booker",2016-10-31,2016-11-02
"50","KINGS","Omri Casspi",2016-10-31,2016-11-03
"51","NUGGETS","Darrell Arthur",2016-10-26,2016-11-03
"52","ROCKETS","Chinanu Onuaku",2016-11-01,2016-11-03
"53","BULLS","Doug McDermott",2016-11-02,2016-11-04
"54","CLIPPERS","Paul Pierce",2016-10-27,2016-11-04
"55","HEAT","Josh Richardson",2016-09-08,2016-11-04
"56","KNICKS","Willy Hernangomez",2016-11-02,2016-11-04
"57","LAKERS","Timofey Mozgov",2016-11-02,2016-11-04
"58","MAVERICKS","A.J. Hammons",2016-10-30,2016-11-04
"59","NETS","Randy Foye",2016-10-26,2016-11-04
"60","SPURS","Davis Bertans",2016-11-01,2016-11-04
"61","BUCKS","Steve Novak",2016-11-01,2016-11-05
"62","CAVALIERS","Kay Felder",2016-11-01,2016-11-05
"63","KINGS","Giorgios Papagiannis ",2016-10-26,2016-11-05
"64","KINGS","Omri Casspi",2016-10-31,2016-11-05
"65","MAGIC","Stephen Zimmerman Jr.",2016-11-03,2016-11-05
"66","NUGGETS","Gary Harris",2016-10-26,2016-11-05
"67","WIZARDS","Danuel House",2016-10-30,2016-11-05
"68","BUCKS","Jason Terry",2016-11-05,2016-11-06
"69","GRIZZLIES","Chandler Parsons",2016-10-26,2016-11-06
"70","JAZZ","Gordon Hayward",2016-10-25,2016-11-06
"71","KINGS","Rudy Gay",2016-11-05,2016-11-06
"72","KNICKS","Lance Thomas",2016-11-04,2016-11-06
"73","LAKERS","Marcelo Huertas",2016-11-04,2016-11-06
"74","HORNETS","Christian Wood",2016-11-02,2016-11-07
"75","WARRIORS","Patrick McCaw",2016-10-30,2016-11-07
"76","WIZARDS","John Wall ",2016-11-05,2016-11-07
"77","PISTONS","Reggie Bullock",2016-10-26,2016-11-07
"78","GRIZZLIES","Chandler Parsons",2016-10-26,2016-11-08
"79","KINGS","Anthony Tolliver",2016-11-05,2016-11-08
"80","LAKERS","Ron Artest",2016-11-02,2016-11-08
"81","NUGGETS","Jarnell Stokes",2016-11-05,2016-11-08
"82","SUNS","John Jenkins",2016-11-02,2016-11-08
"83","BLAZERS","Tim Quarterman",2016-10-25,2016-11-09
"84","CELTICS","Kelly Olynyk",2016-10-26,2016-11-09
"85","KNICKS","Maurice N'dour",2016-11-06,2016-11-09
"86","MAGIC","Stephen Zimmerman Jr.",2016-11-03,2016-11-09
"87","SPURS","Danny Green",2016-10-25,2016-11-09
"88","NETS","Greivis Vasquez",2016-11-04,2016-11-09
"89","KINGS","Anthony Tolliver",2016-11-05,2016-11-10
"90","LAKERS","Larry Nance Jr.",2016-11-08,2016-11-10
"91","WARRIORS","Anderson Varejao",2016-11-07,2016-11-10
"92","HORNETS","Roy Hibbert",2016-10-29,2016-11-11
"93","KNICKS","Ron Baker",2016-11-09,2016-11-11
"94","RAPTORS","Jonas Valanciunas",2016-11-06,2016-11-11
"95","RAPTORS","Terrence Ross",2016-11-09,2016-11-11
"96","ROCKETS","Chinanu Onuaku",2016-11-09,2016-11-11
"97","SPURS"," Tony Parker",2016-11-04,2016-11-11
"98","SPURS","Bryn Forbes",2016-11-09,2016-11-11
"99","WIZARDS","Danuel House",2016-11-07,2016-11-11
"100","CLIPPERS","Diamond Stone",2016-11-04,2016-11-12
"101","HEAT","Josh McRoberts",2016-10-24,2016-11-12
"102","KNICKS","Maurice N'dour",2016-11-11,2016-11-12
"103","NUGGETS","Wilson Chandler",2016-11-08,2016-11-12
"104","PACERS","Rakeem Christmas",2016-11-01,2016-11-12
"105","SPURS","Danny Green",2016-11-11,2016-11-12
"106","TIMBERWOLVES","Ricky Rubio",2016-11-01,2016-11-12
"107","NETS","Isaiah Whitehead",2016-11-09,2016-11-12
"108","WIZARDS","Bradley Beal",2016-11-11,2016-11-12
"109","CAVALIERS","DeAndre Liggins",2016-11-05,2016-11-13
"110","HORNETS","Michael Kidd-Gilchrist",2016-11-11,2016-11-13
"111","LAKERS","Ivica Zubac",2016-11-10,2016-11-13
"112","MAGIC","Stephen Zimmerman Jr.",2016-11-11,2016-11-13
"113","TIMBERWOLVES","Brandon Rush",2016-11-12,2016-11-13
"114","JAZZ","Boris Diaw",2016-11-06,2016-11-14
"115","KNICKS","Ron Baker",2016-11-12,2016-11-14
"116","MAVERICKS","Andrew Bogut",2016-11-09,2016-11-14
"117","MAVERICKS","Jose Barea ",2016-11-09,2016-11-14
"118","MAVERICKS","Wes Matthews Jr.",2016-11-09,2016-11-14
"119","NETS","Chris McCullough",2016-11-12,2016-11-14
"120","PACERS","Paul George",2016-11-12,2016-11-14
"121","PISTONS","Henry Ellenson",2016-11-07,2016-11-14
"122","ROCKETS","Chinanu Onuaku",2016-11-13,2016-11-14
"123","SPURS","Dejounte Murray",2016-11-12,2016-11-14
"124","BULLS","R.J. Hunter",2016-11-04,2016-11-15
"125","LAKERS","Marcelo Huertas",2016-11-13,2016-11-15
"126","NETS","Isaiah Whitehead",2016-11-12,2016-11-15
"127","TIMBERWOLVES","Zach LaVine",2016-11-13,2016-11-15
"128","NUGGETS","Jarnell Stokes",2016-11-12,2016-11-15
"129","MAGIC","Stephen Zimmerman Jr.",2016-11-14,2016-11-16
"130","MAVERICKS","Deron Williams",2016-11-06,2016-11-16
"131","PELICANS","E'Twaun Moore",2016-11-14,2016-11-16
"132","PISTONS","Andre Drummond",2016-11-14,2016-11-16
"133","RAPTORS","DeMarre Carroll",2016-11-15,2016-11-16
"134","SPURS","Bryn Forbes",2016-11-14,2016-11-16
"135","WIZARDS","John Wall ",2016-11-12,2016-11-16
"136","HEAT","Goran Dragic",2016-11-11,2016-11-17
"137","JAZZ","Rodney Hood",2016-11-14,2016-11-17
"138","ROCKETS","Patrick Beverley",2016-10-26,2016-11-17
"139","WIZARDS","Bradley Beal",2016-11-12,2016-11-17
"140","CAVALIERS","J.R. Smith",2016-11-13,2016-11-18
"141","CAVALIERS","LeBron James",2016-11-16,2016-11-18
"142","GRIZZLIES","Tony Allen",2016-11-08,2016-11-18
"143","HAWKS","Dwight Howard",2016-11-16,2016-11-18
"144","LAKERS","Ron Artest",2016-11-10,2016-11-18
"145","PACERS","Rodney Stuckey",2016-10-29,2016-11-18
"146","PELICANS","Anthony Davis",2016-11-16,2016-11-18
"147","PISTONS","Reggie Bullock",2016-11-07,2016-11-18
"148","SPURS","Nicolas Laprovittola",2016-11-11,2016-11-18
"149","SUNS","John Jenkins",2016-11-16,2016-11-18
"150","WARRIORS","James McAdoo ",2016-11-10,2016-11-18
"151","HORNETS","Jeremy Lamb",2016-11-02,2016-11-18
"152","BUCKS","Steve Novak",2016-11-06,2016-11-19
"153","BULLS","Rajon Rondo",2016-11-15,2016-11-19
"154","CELTICS","Al Horford",2016-11-02,2016-11-19
"155","CELTICS","Jae Crowder",2016-11-03,2016-11-19
"156","GRIZZLIES","Troy Daniels",2016-11-18,2016-11-19
"157","SUNS","Derrick Jones Jr.",2016-10-26,2016-11-19
"158","TIMBERWOLVES","Shabazz Muhammad",2016-11-13,2016-11-19
"159","WARRIORS","Anderson Varejao",2016-11-18,2016-11-19
"160","LAKERS","D'Angelo Russell",2016-11-18,2016-11-20
"161","NUGGETS","Darrell Arthur",2016-11-08,2016-11-20
"162","NUGGETS","Will Barton",2016-11-03,2016-11-20
"163","RAPTORS","Delon Wright",2016-10-26,2016-11-20
"164","THUNDER","Josh Huestis",2016-10-26,2016-11-20
"165","KNICKS","Marshall Plumlee",2016-10-25,2016-11-20
"166","76ERS","Jerryd Bayless",2016-10-26,2016-11-21
"167","CLIPPERS","Wes Johnson",2016-11-12,2016-11-21
"168","HORNETS","Aaron Harrison",2016-11-13,2016-11-21
"169","PACERS","Kevin Seraphin",2016-11-20,2016-11-21
"170","ROCKETS","Montrezl Harrell",2016-11-19,2016-11-21
"171","TIMBERWOLVES","Brandon Rush",2016-11-19,2016-11-21
"172","WARRIORS","James McAdoo ",2016-11-19,2016-11-21
"173","HORNETS","Christian Wood",2016-11-18,2016-11-21
"174","PACERS","Rakeem Christmas",2016-11-14,2016-11-21
"175","SPURS","Bryn Forbes",2016-11-18,2016-11-21
"176","BULLS","Dwyane Wade",2016-11-20,2016-11-22
"177","HAWKS","Thabo Sefolosha",2016-11-16,2016-11-22
"178","LAKERS","Ron Artest",2016-11-20,2016-11-22
"179","THUNDER","Semaj Christon",2016-11-20,2016-11-22
"180","LAKERS","Ivica Zubac",2016-11-18,2016-11-22
"181","HORNETS","Christian Wood",2016-11-21,2016-11-23
"182","HORNETS","Jeremy Lamb",2016-11-18,2016-11-23
"183","HORNETS","Treveon Graham",2016-11-21,2016-11-23
"184","JAZZ","George Hill",2016-11-07,2016-11-23
"185","MAVERICKS","Andrew Bogut",2016-11-21,2016-11-23
"186","MAVERICKS","Dirk Nowitzki",2016-11-06,2016-11-23
"187","PACERS","Myles Turner",2016-11-21,2016-11-23
"188","PACERS","Paul George",2016-11-18,2016-11-23
"189","RAPTORS","DeMarre Carroll",2016-11-21,2016-11-23
"190","ROCKETS","Chinanu Onuaku",2016-11-16,2016-11-23
"191","SPURS","Nicolas Laprovittola",2016-11-21,2016-11-23
"192","WARRIORS","Anderson Varejao",2016-11-21,2016-11-23
"193","76ERS","Gerald Henderson Jr.",2016-11-23,2016-11-25
"194","76ERS","Richaun Holmes",2016-11-23,2016-11-25
"195","76ERS","Timothe Luwawu-Cabarrot",2016-11-21,2016-11-25
"196","BUCKS","Rashad Vaughn",2016-11-19,2016-11-25
"197","CAVALIERS","Kay Felder",2016-11-18,2016-11-25
"198","HAWKS","Kyle Korver",2016-11-23,2016-11-25
"199","HORNETS","Cody Zeller",2016-11-21,2016-11-25
"200","KNICKS","Joakim Noah",2016-11-20,2016-11-25
"201","MAGIC","Stephen Zimmerman Jr.",2016-11-23,2016-11-25
"202","MAVERICKS","Deron Williams",2016-11-18,2016-11-25
"203","PACERS","Joe Young",2016-11-23,2016-11-25
"204","PACERS","Kevin Seraphin",2016-11-23,2016-11-25
"205","PISTONS","Michael Gbinije",2016-11-07,2016-11-25
"206","WARRIORS","James McAdoo ",2016-11-23,2016-11-25
"207","NUGGETS","Gary Harris",2016-11-16,2016-11-25
"208","HORNETS","Christian Wood",2016-11-25,2016-11-26
"209","SPURS","Bryn Forbes",2016-11-23,2016-11-26
"210","WARRIORS","Anderson Varejao",2016-11-25,2016-11-26
"211","WIZARDS","Ian Mahinmi",2016-10-27,2016-11-26
"212","76ERS","Joel Embiid",2016-11-25,2016-11-27
"213","BUCKS","Steve Novak",2016-11-25,2016-11-27
"214","LAKERS","Nick Young",2016-11-25,2016-11-27
"215","PELICANS","Alex Ajinca",2016-11-17,2016-11-27
"216","ROCKETS","Chinanu Onuaku",2016-11-25,2016-11-27
"217","ROCKETS","Kyle Wiltjer",2016-11-17,2016-11-27
"218","NUGGETS","Will Barton",2016-11-25,2016-11-27
"219","CELTICS","Jordan Mickey",2016-11-19,2016-11-28
"220","HEAT","Goran Dragic",2016-11-25,2016-11-28
"221","HEAT","Wayne Ellington",2016-10-26,2016-11-28
"222","HORNETS","Aaron Harrison",2016-11-23,2016-11-28
"223","HORNETS","Nicolas Batum",2016-11-26,2016-11-28
"224","RAPTORS","Bruno Caboclo",2016-11-20,2016-11-28
"225","WARRIORS","Draymond Green",2016-11-26,2016-11-28
"226","WARRIORS","Ian Clark",2016-11-26,2016-11-28
"227","WIZARDS","Daniel Ochefu",2016-11-26,2016-11-28
"228","CAVALIERS","Iman Shumpert",2016-11-27,2016-11-29
"229","LAKERS","Julius Randle",2016-11-23,2016-11-29
"230","MAGIC","Jeff Green",2016-11-27,2016-11-29
"231","NETS","Rondae Hollis-Jefferson",2016-11-25,2016-11-29
"232","ROCKETS","Bobby Brown",2016-11-27,2016-11-29
"233","SPURS","Dewayne Dedmon",2016-11-16,2016-11-29
"234","SPURS","Manu Ginobili",2016-11-26,2016-11-29
"235","HAWKS"," Mike Scott",2016-10-27,2016-11-30
"236","HEAT","Tyler Johnson",2016-11-28,2016-11-30
"237","HEAT","Willie Reed",2016-11-20,2016-11-30
"238","KNICKS","Marshall Plumlee",2016-11-25,2016-11-30
"239","MAVERICKS","Devin Harris",2016-10-26,2016-11-30
"240","NUGGETS","Danilo Gallinari",2016-11-23,2016-11-30
"241","NUGGETS","Juan Hernangomez",2016-11-25,2016-11-30
"242","PACERS","Rakeem Christmas",2016-11-25,2016-11-30
"243","SPURS","Bryn Forbes",2016-11-29,2016-11-30
"244","SPURS","Nicolas Laprovittola",2016-11-29,2016-11-30
"245","SUNS","Jared Dudley",2016-11-27,2016-11-30
"246","TIMBERWOLVES","John Lucas III",2016-10-26,2016-11-30
"247","CLIPPERS","Blake Griffin",2016-11-29,2016-12-01
"248","ROCKETS","Kyle Wiltjer",2016-11-29,2016-12-01
"249","WARRIORS","James McAdoo ",2016-11-28,2016-12-01
"250","BUCKS","Rashad Vaughn",2016-11-27,2016-12-01
"251","76ERS","Joel Embiid",2016-11-28,2016-12-02
"252","KNICKS","Lance Thomas",2016-11-14,2016-12-02
"253","MAGIC","Jodie Meeks",2016-10-26,2016-12-02
"254","NUGGETS","Darrell Arthur",2016-11-30,2016-12-02
"255","NUGGETS","Will Barton",2016-11-27,2016-12-02
"256","PISTONS","Reggie Jackson ",2016-10-26,2016-12-02
"257","SPURS","Manu Ginobili",2016-11-30,2016-12-02
"258","SPURS","Pau Gasol",2016-11-30,2016-12-02
"259","BULLS","Paul Zipser",2016-11-20,2016-12-03
"260","HAWKS","DeAndre Bembry",2016-11-30,2016-12-03
"261","HEAT","Derrick Williams",2016-12-01,2016-12-03
"262","MAVERICKS","Andrew Bogut",2016-12-01,2016-12-03
"263","RAPTORS","DeMarre Carroll",2016-12-02,2016-12-03
"264","WARRIORS","Anderson Varejao",2016-12-01,2016-12-03
"265","JAZZ","Rodney Hood",2016-12-01,2016-12-03
"266","CLIPPERS","J.J. Redick",2016-12-02,2016-12-04
"267","KNICKS","Joakim Noah",2016-11-30,2016-12-04
"268","PACERS","C.J. Miles",2016-11-21,2016-12-04
"269","PACERS","Kevin Seraphin",2016-11-30,2016-12-04
"270","PACERS","Paul George",2016-11-25,2016-12-04
"271","PISTONS","Henry Ellenson",2016-12-02,2016-12-04
"272","PISTONS","Reggie Jackson ",2016-10-26,2016-12-04
"273","76ERS","Joel Embiid",2016-12-03,2016-12-05
"274","BLAZERS","Al-Farouq Aminu",2016-11-09,2016-12-05
"275","BULLS","Dwyane Wade",2016-12-03,2016-12-05
"276","CAVALIERS","Mike Dunleavy Jr.",2016-12-01,2016-12-05
"277","HAWKS","Paul Millsap",2016-12-03,2016-12-05
"278","NETS","Trevor Booker",2016-12-03,2016-12-05
"279","SPURS"," Tony Parker",2016-12-02,2016-12-05
"280","WARRIORS","James McAdoo ",2016-12-03,2016-12-05
"281","BULLS","Doug McDermott",2016-11-15,2016-12-05
"282","GRIZZLIES","Brandan Wright",2016-11-16,2016-12-05
"283","NETS","Caris LeVert",2016-10-26,2016-12-05
"284","CELTICS","Jordan Mickey",2016-12-02,2016-12-05
"285","LAKERS","Ivica Zubac",2016-11-18,2016-12-05
"286","KNICKS","Courtney Lee",2016-12-02,2016-12-06
"287","PISTONS","Henry Ellenson",2016-12-02,2016-12-06
"288","SPURS","Bryn Forbes",2016-12-02,2016-12-06
"289","TIMBERWOLVES","Brandon Rush",2016-11-30,2016-12-06
"290","CAVALIERS","Kay Felder",2016-12-05,2016-12-07
"291","CELTICS","Demetrius Jackson",2016-11-19,2016-12-07
"292","HAWKS","DeAndre Bembry",2016-12-05,2016-12-07
"293","HORNETS","Marvin Williams",2016-11-26,2016-12-07
"294","KNICKS","Maurice N'dour",2016-12-04,2016-12-07
"295","LAKERS","Larry Nance Jr.",2016-12-03,2016-12-07
"296","NETS","Caris LeVert",2016-12-05,2016-12-07
"297","NETS","Yogi Ferrell",2016-12-05,2016-12-07
"298","NUGGETS","Nikola Jokic",2016-12-02,2016-12-07
"299","76ERS","Joel Embiid",2016-12-06,2016-12-08
"300","76ERS","Robert Covington",2016-12-03,2016-12-08
"301","BLAZERS","Tim Quarterman",2016-12-05,2016-12-08
"302","BULLS","Doug McDermott",2016-11-15,2016-12-08
"303","NUGGETS","Malik Beasley",2016-12-07,2016-12-08
"304","SPURS"," Tony Parker",2016-12-06,2016-12-08
"305","WARRIORS","Anderson Varejao",2016-12-05,2016-12-08
"306","WARRIORS","Damian Jones",2016-10-25,2016-12-08
"307","CELTICS","James Young",2016-12-05,2016-12-09
"308","KNICKS","Marshall Plumlee",2016-12-06,2016-12-09
"309","MAVERICKS","Seth Curry",2016-12-01,2016-12-09
"310","TIMBERWOLVES","John Lucas III",2016-12-06,2016-12-09
"311","BLAZERS","Moe Harkless",2016-12-08,2016-12-10
"312","CAVALIERS","J.R. Smith",2016-12-07,2016-12-10
"313","HEAT","Josh Richardson",2016-11-30,2016-12-10
"314","JAZZ","Gordon Hayward",2016-12-08,2016-12-10
"315","KINGS","Matt Barnes",2016-12-09,2016-12-10
"316","NUGGETS","Emmanuel Mudiay",2016-12-08,2016-12-10
"317","WARRIORS","James McAdoo ",2016-12-08,2016-12-10
"318","WARRIORS","Shaun Livingston",2016-12-08,2016-12-10
"319","MAGIC","Stephen Zimmerman Jr.",2016-11-29,2016-12-10
"320","76ERS","Jahlil Okafor",2016-12-05,2016-12-11
"321","76ERS","Nerlens Noel",2016-10-26,2016-12-11
"322","KNICKS","Derrick Rose",2016-12-07,2016-12-11
"323","LAKERS","D'Angelo Russell",2016-11-22,2016-12-11
"324","LAKERS","Nick Young",2016-11-30,2016-12-11
"325","PELICANS","E'Twaun Moore",2016-12-05,2016-12-11
"326","PELICANS","Jrue Holiday",2016-12-05,2016-12-11
"327","PISTONS","Michael Gbinije",2016-12-06,2016-12-11
"328","WARRIORS","Andre Iguodala",2016-12-10,2016-12-11
"329","WARRIORS","Kevon Looney",2016-12-10,2016-12-11
"330","BLAZERS","Al-Farouq Aminu",2016-12-10,2016-12-12
"331","CLIPPERS","Blake Griffin",2016-12-10,2016-12-12
"332","HEAT","James Johnson",2016-12-05,2016-12-12
"333","NETS","Jeremy Lin",2016-11-04,2016-12-12
"334","NUGGETS","Wilson Chandler",2016-12-10,2016-12-12
"335","RAPTORS","DeMarre Carroll",2016-12-09,2016-12-12
"336","PACERS","Georges Niang",2016-12-04,2016-12-12
"337","BLAZERS","Tim Quarterman",2016-12-10,2016-12-13
"338","BULLS","R.J. Hunter",2016-12-08,2016-12-13
"339","GRIZZLIES","Vince Carter",2016-11-29,2016-12-13
"340","HAWKS","Kent Bazemore",2016-12-07,2016-12-13
"341","KNICKS","Kyle O'Quinn",2016-12-11,2016-12-13
"342","ROCKETS","Chinanu Onuaku",2016-12-02,2016-12-13
"343","TIMBERWOLVES","Nemanja Bjelica",2016-12-09,2016-12-13
"344","WARRIORS","Damian Jones",2016-12-11,2016-12-13
"345","76ERS","Joel Embiid",2016-12-10,2016-12-14
"346","76ERS","Sergio Rodriguez",2016-12-11,2016-12-14
"347","CELTICS","Jordan Mickey",2016-12-09,2016-12-14
"348","CLIPPERS","Austin Rivers",2016-12-11,2016-12-14
"349","GRIZZLIES","Marc Gasol",2016-12-13,2016-12-14
"350","HEAT","Justise Winslow",2016-11-15,2016-12-14
"351","HEAT","Luke Babbitt",2016-12-06,2016-12-14
"352","JAZZ","Derrick Favors",2016-11-17,2016-12-14
"353","JAZZ","Rodney Hood",2016-12-07,2016-12-14
"354","KINGS","Malachi Richardson",2016-11-08,2016-12-14
"355","KINGS","Matt Barnes",2016-12-12,2016-12-14
"356","KINGS","Skal Labissiere",2016-10-26,2016-12-14
"357","MAGIC","C.J. Wilcox",2016-12-13,2016-12-14
"358","NETS","Justin Hamilton ",2016-12-12,2016-12-14
"359","PISTONS","Kentavious Caldwell-Pope",2016-12-11,2016-12-14
"360","SPURS","Bryn Forbes",2016-12-08,2016-12-14
"361","BUCKS","Steve Novak",2016-12-01,2016-12-15
"362","BULLS","Rajon Rondo",2016-12-13,2016-12-15
"363","KNICKS","Marshall Plumlee",2016-12-13,2016-12-15
"364","KNICKS","Maurice N'dour",2016-12-09,2016-12-15
"365","NUGGETS","Gary Harris",2016-11-27,2016-12-15
"366","PELICANS","Tyreke Evans",2016-10-26,2016-12-15
"367","WARRIORS","James McAdoo ",2016-12-13,2016-12-15
"368","SUNS","Derrick Jones Jr.",2016-11-25,2016-12-15
"369","76ERS","Nerlens Noel",2016-12-14,2016-12-16
"370","CELTICS","Isaiah Thomas",2016-12-07,2016-12-16
"371","GRIZZLIES","Mike Conley Jr.",2016-12-06,2016-12-16
"372","KINGS","Ben McLemore",2016-12-14,2016-12-16
"373","LAKERS","Tarik Black",2016-12-11,2016-12-16
"374","MAGIC","Nikola Vucevic",2016-12-10,2016-12-16
"375","NETS","Jeremy Lin",2016-12-14,2016-12-16
"376","PELICANS","Tim Frazier",2016-12-15,2016-12-16
"377","RAPTORS","Lucas Nogueira",2016-12-14,2016-12-16
"378","ROCKETS","Chinanu Onuaku",2016-12-14,2016-12-16
"379","WIZARDS","Markieff Morris",2016-12-14,2016-12-16
"380","CAVALIERS","Kevin Love",2016-12-14,2016-12-17
"381","CAVALIERS","Kyrie Irving",2016-12-13,2016-12-17
"382","CAVALIERS","LeBron James",2016-12-14,2016-12-17
"383","HAWKS"," Mike Scott",2016-12-13,2016-12-17
"384","HORNETS","Kemba Walker",2016-05-09,2016-12-17
"385","KNICKS","Carmelo Anthony",2016-12-15,2016-12-17
"386","LAKERS","Ivica Zubac",2016-12-16,2016-12-17
"387","NUGGETS","Darrell Arthur",2016-12-12,2016-12-17
"388","SUNS","Alex Len",2016-12-15,2016-12-17
"389","SUNS","T.J. Warren",2016-11-23,2016-12-17
"390","WARRIORS","Zaza Pachulia",2016-12-11,2016-12-17
"391","PISTONS","Henry Ellenson",2016-12-14,2016-12-17
"392","76ERS","Hollis Thompson",2016-12-16,2016-12-18
"393","CELTICS","Gerald Green ",2016-12-14,2016-12-18
"394","CLIPPERS","Luc Mbah a Moute",2016-12-14,2016-12-18
"395","GRIZZLIES","James Ennis",2016-11-23,2016-12-18
"396","HEAT","Tyler Johnson",2016-12-16,2016-12-18
"397","KINGS","Omri Casspi",2016-12-16,2016-12-18
"398","NETS","Justin Hamilton ",2016-12-16,2016-12-18
"399","PELICANS","Dante Cunningham",2016-11-24,2016-12-18
"400","PELICANS","Tyreke Evans",2016-12-16,2016-12-18
"401","SPURS","LaMarcus Aldridge",2016-12-14,2016-12-18
"402","HAWKS","DeAndre Bembry",2016-12-17,2016-12-19
"403","MAVERICKS","Jose Barea ",2016-11-23,2016-12-19
"404","PISTONS","Jon Leuer",2016-12-17,2016-12-19
"405","THUNDER","Josh Huestis",2016-11-22,2016-12-19
"406","WIZARDS","Jason Smith",2016-12-18,2016-12-19
"407","WIZARDS","Kelly Oubre Jr.",2016-12-18,2016-12-19
"408","76ERS","Nik Stauskas",2016-12-18,2016-12-20
"409","CELTICS","Jordan Mickey",2016-12-18,2016-12-20
"410","KNICKS","Derrick Rose",2016-12-15,2016-12-20
"411","LAKERS","D'Angelo Russell",2016-12-17,2016-12-20
"412","NETS","Spencer Dinwiddie",2016-12-18,2016-12-20
"413","RAPTORS","Cory Joseph",2016-12-18,2016-12-20
"414","ROCKETS","Chinanu Onuaku",2016-12-14,2016-12-20
"415","WARRIORS","Anderson Varejao",2016-12-17,2016-12-20
"416","CLIPPERS","Diamond Stone",2016-11-21,2016-12-20
"417","BLAZERS","Al-Farouq Aminu",2016-12-13,2016-12-21
"418","GRIZZLIES","Chandler Parsons",2016-11-19,2016-12-21
"419","PELICANS","Tyreke Evans",2016-12-20,2016-12-21
"420","CELTICS","James Young",2016-12-20,2016-12-22
"421","MAGIC","Stephen Zimmerman Jr.",2016-12-16,2016-12-22
"422","NETS","Brook Lopez",2016-12-20,2016-12-22
"423","WARRIORS","James McAdoo ",2016-12-20,2016-12-22
"424","SPURS","Bryn Forbes",2016-12-18,2016-12-22
"425","SPURS","Dejounte Murray",2016-12-05,2016-12-22
"426","CAVALIERS","Kevin Love",2016-12-19,2016-12-23
"427","JAZZ","Rodney Hood",2016-12-21,2016-12-23
"428","KINGS","Omri Casspi",2016-12-20,2016-12-23
"429","LAKERS","Jose Calderon",2016-12-05,2016-12-23
"430","MAGIC","C.J. Wilcox",2016-12-16,2016-12-23
"431","MAGIC","Jodie Meeks",2016-10-26,2016-12-23
"432","MAVERICKS","Dirk Nowitzki",2016-11-30,2016-12-23
"433","NETS","Chris McCullough",2016-12-07,2016-12-23
"434","PELICANS","Reggie Williams",2016-12-21,2016-12-23
"435","SPURS","Nicolas Laprovittola",2016-12-22,2016-12-23
"436","BUCKS","Michael Beasley",2016-12-15,2016-12-23
