"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location"
"1559","2017-03-13","MINNESOTA TIMBERWOLVES","WASHINGTON WIZARDS",-2.5,119,104,15,"H"
"1560","2017-03-15","MINNESOTA TIMBERWOLVES","BOSTON CELTICS",5.5,104,117,-13,"V"
"1561","2017-03-17","MINNESOTA TIMBERWOLVES","MIAMI HEAT",4.5,105,123,-18,"V"
"1562","2017-03-19","MINNESOTA TIMBERWOLVES","NEW ORLEANS PELICANS",3.5,109,123,-14,"V"
"1563","2017-03-21","MINNESOTA TIMBERWOLVES","SAN ANTONIO SPURS",5,93,100,-7,"H"
"1564","2017-03-24","MINNESOTA TIMBERWOLVES","LOS ANGELES LAKERS",-7,119,130,-11,"V"
"1565","2017-03-25","MINNESOTA TIMBERWOLVES","PORTLAND TRAIL BLAZERS",6,100,112,-12,"V"
"1566","2017-03-28","MINNESOTA TIMBERWOLVES","INDIANA PACERS",4,115,114,1,"V"
"1567","2017-03-30","MINNESOTA TIMBERWOLVES","LOS ANGELES LAKERS",-11,119,104,15,"H"
"1568","2017-04-01","MINNESOTA TIMBERWOLVES","SACRAMENTO KINGS",-12,117,123,-6,"H"
"1569","2017-04-03","MINNESOTA TIMBERWOLVES","PORTLAND TRAIL BLAZERS",-1.5,110,109,1,"H"
"1570","2017-04-04","MINNESOTA TIMBERWOLVES","GOLDEN STATE WARRIORS",14.5,107,121,-14,"V"
"1571","2017-04-06","MINNESOTA TIMBERWOLVES","PORTLAND TRAIL BLAZERS",5.5,98,105,-7,"V"
"1572","2017-04-07","MINNESOTA TIMBERWOLVES","UTAH JAZZ",10.5,113,120,-7,"V"
"1573","2017-04-09","MINNESOTA TIMBERWOLVES","LOS ANGELES LAKERS",-5.5,109,110,-1,"V"
"1574","2017-04-11","MINNESOTA TIMBERWOLVES","OKLAHOMA CITY THUNDER",-8,98,100,-2,"H"
"1575","2017-04-12","MINNESOTA TIMBERWOLVES","HOUSTON ROCKETS",8,118,123,-5,"V"
"1576","2016-10-26","NEW ORLEANS PELICANS","DENVER NUGGETS",-1.5,102,107,-5,"H"
"1577","2016-10-28","NEW ORLEANS PELICANS","GOLDEN STATE WARRIORS",11.5,114,122,-8,"H"
"1578","2016-10-29","NEW ORLEANS PELICANS","SAN ANTONIO SPURS",14,79,98,-19,"V"
"1579","2016-11-01","NEW ORLEANS PELICANS","MILWAUKEE BUCKS",-3.5,113,117,-4,"H"
"1580","2016-11-02","NEW ORLEANS PELICANS","MEMPHIS GRIZZLIES",5.5,83,89,-6,"V"
"1581","2016-11-04","NEW ORLEANS PELICANS","PHOENIX SUNS",-3,111,112,-1,"H"
"1582","2016-11-07","NEW ORLEANS PELICANS","GOLDEN STATE WARRIORS",17,106,116,-10,"V"
"1583","2016-11-08","NEW ORLEANS PELICANS","SACRAMENTO KINGS",6,94,102,-8,"V"
"1584","2016-11-10","NEW ORLEANS PELICANS","MILWAUKEE BUCKS",5.5,112,106,6,"V"
"1585","2016-11-12","NEW ORLEANS PELICANS","LOS ANGELES LAKERS",-1,99,126,-27,"H"
"1586","2016-11-14","NEW ORLEANS PELICANS","BOSTON CELTICS",4.5,106,105,1,"H"
"1587","2016-11-16","NEW ORLEANS PELICANS","ORLANDO MAGIC",7,82,89,-7,"V"
"1588","2016-11-18","NEW ORLEANS PELICANS","PORTLAND TRAIL BLAZERS",0,113,101,12,"H"
"1589","2016-11-19","NEW ORLEANS PELICANS","CHARLOTTE HORNETS",2.5,121,116,5,"H"
"1590","2016-11-22","NEW ORLEANS PELICANS","ATLANTA HAWKS",8.5,112,94,18,"V"
"1591","2016-11-23","NEW ORLEANS PELICANS","MINNESOTA TIMBERWOLVES",2,117,96,21,"H"
"1592","2016-11-25","NEW ORLEANS PELICANS","PORTLAND TRAIL BLAZERS",4.5,104,119,-15,"V"
"1593","2016-11-27","NEW ORLEANS PELICANS","DALLAS MAVERICKS",-5.5,81,91,-10,"V"
"1594","2016-11-29","NEW ORLEANS PELICANS","LOS ANGELES LAKERS",-5.5,105,88,17,"H"
"1595","2016-12-02","NEW ORLEANS PELICANS","LOS ANGELES CLIPPERS",4.5,96,114,-18,"H"
"1596","2016-12-04","NEW ORLEANS PELICANS","OKLAHOMA CITY THUNDER",6,92,101,-9,"V"
"1597","2016-12-05","NEW ORLEANS PELICANS","MEMPHIS GRIZZLIES",-4.5,108,110,-2,"H"
"1598","2016-12-08","NEW ORLEANS PELICANS","PHILADELPHIA 76ERS",-7,88,99,-11,"H"
"1599","2016-12-10","NEW ORLEANS PELICANS","LOS ANGELES CLIPPERS",15,105,133,-28,"V"
"1600","2016-12-11","NEW ORLEANS PELICANS","PHOENIX SUNS",2.5,120,119,1,"V"
"1601","2016-12-13","NEW ORLEANS PELICANS","GOLDEN STATE WARRIORS",11,109,113,-4,"H"
"1602","2016-12-15","NEW ORLEANS PELICANS","INDIANA PACERS",-2.5,102,95,7,"H"
"1603","2016-12-16","NEW ORLEANS PELICANS","HOUSTON ROCKETS",12.5,100,122,-22,"V"
"1604","2016-12-18","NEW ORLEANS PELICANS","SAN ANTONIO SPURS",12,100,113,-13,"V"
"1605","2016-12-20","NEW ORLEANS PELICANS","PHILADELPHIA 76ERS",-3.5,108,93,15,"V"
"1606","2016-12-21","NEW ORLEANS PELICANS","OKLAHOMA CITY THUNDER",2,110,121,-11,"H"
"1607","2016-12-23","NEW ORLEANS PELICANS","MIAMI HEAT",-4.5,91,87,4,"H"
"1608","2016-12-26","NEW ORLEANS PELICANS","DALLAS MAVERICKS",-4.5,111,104,7,"H"
"1609","2016-12-28","NEW ORLEANS PELICANS","LOS ANGELES CLIPPERS",-1,102,98,4,"H"
"1610","2016-12-30","NEW ORLEANS PELICANS","NEW YORK KNICKS",-3,104,92,12,"H"
"1611","2017-01-02","NEW ORLEANS PELICANS","CLEVELAND CAVALIERS",9,82,90,-8,"V"
"1612","2017-01-05","NEW ORLEANS PELICANS","ATLANTA HAWKS",-2,94,99,-5,"H"
"1613","2017-01-07","NEW ORLEANS PELICANS","BOSTON CELTICS",7.5,108,117,-9,"V"
"1614","2017-01-09","NEW ORLEANS PELICANS","NEW YORK KNICKS",4,110,96,14,"V"
"1615","2017-01-12","NEW ORLEANS PELICANS","BROOKLYN NETS",2.5,104,95,9,"V"
"1616","2017-01-14","NEW ORLEANS PELICANS","CHICAGO BULLS",3.5,99,107,-8,"V"
"1617","2017-01-16","NEW ORLEANS PELICANS","INDIANA PACERS",5,95,98,-3,"V"
"1618","2017-01-18","NEW ORLEANS PELICANS","ORLANDO MAGIC",-5.5,118,98,20,"H"
"1619","2017-01-20","NEW ORLEANS PELICANS","BROOKLYN NETS",-10,114,143,-29,"H"
"1620","2017-01-23","NEW ORLEANS PELICANS","CLEVELAND CAVALIERS",10,124,122,2,"H"
"1621","2017-01-25","NEW ORLEANS PELICANS","OKLAHOMA CITY THUNDER",1.5,105,114,-9,"H"
"1622","2017-01-27","NEW ORLEANS PELICANS","SAN ANTONIO SPURS",6,119,103,16,"H"
"1623","2017-01-29","NEW ORLEANS PELICANS","WASHINGTON WIZARDS",-1,94,107,-13,"H"
"1624","2017-01-31","NEW ORLEANS PELICANS","TORONTO RAPTORS",7.5,106,108,-2,"V"
"1625","2017-02-01","NEW ORLEANS PELICANS","DETROIT PISTONS",7,98,118,-20,"V"
"1626","2017-02-04","NEW ORLEANS PELICANS","WASHINGTON WIZARDS",7,91,105,-14,"V"
"1627","2017-02-06","NEW ORLEANS PELICANS","PHOENIX SUNS",-5.5,111,106,5,"H"
"1628","2017-02-08","NEW ORLEANS PELICANS","UTAH JAZZ",3.5,94,127,-33,"H"
"1629","2017-02-10","NEW ORLEANS PELICANS","MINNESOTA TIMBERWOLVES",4.5,122,106,16,"V"
"1630","2017-02-12","NEW ORLEANS PELICANS","SACRAMENTO KINGS",3.5,99,105,-6,"V"
"1631","2017-02-13","NEW ORLEANS PELICANS","PHOENIX SUNS",3,110,108,2,"V"
"1632","2017-02-15","NEW ORLEANS PELICANS","MEMPHIS GRIZZLIES",8,95,91,4,"V"
"1633","2017-02-23","NEW ORLEANS PELICANS","HOUSTON ROCKETS",3.5,99,129,-30,"H"
"1634","2017-02-25","NEW ORLEANS PELICANS","DALLAS MAVERICKS",-2,83,96,-13,"V"
"1635","2017-02-26","NEW ORLEANS PELICANS","OKLAHOMA CITY THUNDER",6.5,110,118,-8,"V"
"1636","2017-03-01","NEW ORLEANS PELICANS","DETROIT PISTONS",-2.5,109,86,23,"H"
"1637","2017-03-03","NEW ORLEANS PELICANS","SAN ANTONIO SPURS",6.5,98,101,-3,"H"
"1638","2017-03-05","NEW ORLEANS PELICANS","LOS ANGELES LAKERS",-6,105,97,8,"V"
"1639","2017-03-06","NEW ORLEANS PELICANS","UTAH JAZZ",5,83,88,-5,"V"
"1640","2017-03-08","NEW ORLEANS PELICANS","TORONTO RAPTORS",-3,87,94,-7,"H"
"1641","2017-03-11","NEW ORLEANS PELICANS","CHARLOTTE HORNETS",3.5,125,122,3,"V"
"1642","2017-03-14","NEW ORLEANS PELICANS","PORTLAND TRAIL BLAZERS",-3.5,100,77,23,"H"
"1643","2017-03-15","NEW ORLEANS PELICANS","MIAMI HEAT",6.5,112,120,-8,"V"
"1644","2017-03-17","NEW ORLEANS PELICANS","HOUSTON ROCKETS",6.5,128,112,16,"H"
"1645","2017-03-19","NEW ORLEANS PELICANS","MINNESOTA TIMBERWOLVES",-3.5,123,109,14,"H"
"1646","2017-03-21","NEW ORLEANS PELICANS","MEMPHIS GRIZZLIES",-2.5,95,82,13,"H"
"1647","2017-03-24","NEW ORLEANS PELICANS","HOUSTON ROCKETS",8,107,117,-10,"V"
"1648","2017-03-26","NEW ORLEANS PELICANS","DENVER NUGGETS",7.5,115,90,25,"V"
"1649","2017-03-27","NEW ORLEANS PELICANS","UTAH JAZZ",6,100,108,-8,"V"
"1650","2017-03-29","NEW ORLEANS PELICANS","DALLAS MAVERICKS",-4.5,121,118,3,"H"
"1651","2017-03-31","NEW ORLEANS PELICANS","SACRAMENTO KINGS",-11.5,117,89,28,"H"
"1652","2017-04-02","NEW ORLEANS PELICANS","CHICAGO BULLS",-8.5,110,117,-7,"H"
"1653","2017-04-04","NEW ORLEANS PELICANS","DENVER NUGGETS",-3,131,134,-3,"H"
"1654","2017-04-07","NEW ORLEANS PELICANS","DENVER NUGGETS",6.5,106,122,-16,"V"
"1655","2017-04-08","NEW ORLEANS PELICANS","GOLDEN STATE WARRIORS",17,101,123,-22,"V"
"1656","2017-04-11","NEW ORLEANS PELICANS","LOS ANGELES LAKERS",2.5,96,108,-12,"V"
"1657","2017-04-12","NEW ORLEANS PELICANS","PORTLAND TRAIL BLAZERS",7,103,100,3,"V"
"1658","2016-10-25","NEW YORK KNICKS","CLEVELAND CAVALIERS",9.5,88,117,-29,"V"
"1659","2016-10-29","NEW YORK KNICKS","MEMPHIS GRIZZLIES",-2.5,111,104,7,"H"
"1660","2016-11-01","NEW YORK KNICKS","DETROIT PISTONS",4,89,102,-13,"V"
"1661","2016-11-02","NEW YORK KNICKS","HOUSTON ROCKETS",-1,99,118,-19,"H"
"1662","2016-11-04","NEW YORK KNICKS","CHICAGO BULLS",7.5,117,104,13,"V"
"1663","2016-11-06","NEW YORK KNICKS","UTAH JAZZ",2.5,109,114,-5,"H"
"1664","2016-11-09","NEW YORK KNICKS","BROOKLYN NETS",-8,110,96,14,"H"
"1665","2016-11-11","NEW YORK KNICKS","BOSTON CELTICS",5.5,87,115,-28,"V"
"1666","2016-11-12","NEW YORK KNICKS","TORONTO RAPTORS",7.5,107,118,-11,"V"
"1667","2016-11-14","NEW YORK KNICKS","DALLAS MAVERICKS",-4,93,77,16,"H"
"1668","2016-11-16","NEW YORK KNICKS","DETROIT PISTONS",-1.5,105,102,3,"H"
"1669","2016-11-17","NEW YORK KNICKS","WASHINGTON WIZARDS",5,112,119,-7,"V"
"1670","2016-11-20","NEW YORK KNICKS","ATLANTA HAWKS",4.5,104,94,10,"H"
"1671","2016-11-22","NEW YORK KNICKS","PORTLAND TRAIL BLAZERS",-1.5,107,103,4,"H"
"1672","2016-11-25","NEW YORK KNICKS","CHARLOTTE HORNETS",1.5,113,111,2,"H"
"1673","2016-11-26","NEW YORK KNICKS","CHARLOTTE HORNETS",6,102,107,-5,"V"
"1674","2016-11-28","NEW YORK KNICKS","OKLAHOMA CITY THUNDER",1,103,112,-9,"H"
"1675","2016-11-30","NEW YORK KNICKS","MINNESOTA TIMBERWOLVES",3.5,106,104,2,"V"
"1676","2016-12-02","NEW YORK KNICKS","MINNESOTA TIMBERWOLVES",2,118,114,4,"H"
"1677","2016-12-04","NEW YORK KNICKS","SACRAMENTO KINGS",-1.5,106,98,8,"H"
"1678","2016-12-06","NEW YORK KNICKS","MIAMI HEAT",2,114,103,11,"V"
"1679","2016-12-07","NEW YORK KNICKS","CLEVELAND CAVALIERS",8.5,94,126,-32,"H"
"1680","2016-12-09","NEW YORK KNICKS","SACRAMENTO KINGS",5,103,100,3,"V"
"1681","2016-12-11","NEW YORK KNICKS","LOS ANGELES LAKERS",-2.5,118,112,6,"V"
"1682","2016-12-13","NEW YORK KNICKS","PHOENIX SUNS",-2,111,113,-2,"V"
"1683","2016-12-15","NEW YORK KNICKS","GOLDEN STATE WARRIORS",17,90,103,-13,"V"
"1684","2016-12-17","NEW YORK KNICKS","DENVER NUGGETS",4,114,127,-13,"V"
"1685","2016-12-20","NEW YORK KNICKS","INDIANA PACERS",-4.5,118,111,7,"H"
"1686","2016-12-22","NEW YORK KNICKS","ORLANDO MAGIC",-4.5,106,95,11,"H"
"1687","2016-12-25","NEW YORK KNICKS","BOSTON CELTICS",2.5,114,119,-5,"H"
"1688","2016-12-28","NEW YORK KNICKS","ATLANTA HAWKS",5,98,102,-4,"V"
"1689","2016-12-30","NEW YORK KNICKS","NEW ORLEANS PELICANS",3,92,104,-12,"V"
"1690","2016-12-31","NEW YORK KNICKS","HOUSTON ROCKETS",12.5,122,129,-7,"V"
"1691","2017-01-02","NEW YORK KNICKS","ORLANDO MAGIC",-4,103,115,-12,"H"
"1692","2017-01-04","NEW YORK KNICKS","MILWAUKEE BUCKS",3.5,104,105,-1,"H"
"1693","2017-01-06","NEW YORK KNICKS","MILWAUKEE BUCKS",5.5,116,111,5,"V"
"1694","2017-01-07","NEW YORK KNICKS","INDIANA PACERS",7,109,123,-14,"V"
"1695","2017-01-09","NEW YORK KNICKS","NEW ORLEANS PELICANS",-4,96,110,-14,"H"
"1696","2017-01-11","NEW YORK KNICKS","PHILADELPHIA 76ERS",-2,97,98,-1,"V"
"1697","2017-01-12","NEW YORK KNICKS","CHICAGO BULLS",-3,104,89,15,"H"
"1698","2017-01-15","NEW YORK KNICKS","TORONTO RAPTORS",10,101,116,-15,"V"
"1699","2017-01-16","NEW YORK KNICKS","ATLANTA HAWKS",2.5,107,108,-1,"H"
"1700","2017-01-18","NEW YORK KNICKS","BOSTON CELTICS",9,117,106,11,"V"
"1701","2017-01-19","NEW YORK KNICKS","WASHINGTON WIZARDS",1.5,110,113,-3,"H"
"1702","2017-01-21","NEW YORK KNICKS","PHOENIX SUNS",-5,105,107,-2,"H"
"1703","2017-01-23","NEW YORK KNICKS","INDIANA PACERS",5.5,109,103,6,"V"
"1704","2017-01-25","NEW YORK KNICKS","DALLAS MAVERICKS",3,95,103,-8,"V"
"1705","2017-01-27","NEW YORK KNICKS","CHARLOTTE HORNETS",1.5,110,107,3,"H"
"1706","2017-01-29","NEW YORK KNICKS","ATLANTA HAWKS",6,139,142,-3,"V"
"1707","2017-01-31","NEW YORK KNICKS","WASHINGTON WIZARDS",8,101,117,-16,"V"
"1708","2017-02-01","NEW YORK KNICKS","BROOKLYN NETS",-2.5,95,90,5,"V"
"1709","2017-02-04","NEW YORK KNICKS","CLEVELAND CAVALIERS",4.5,104,111,-7,"H"
"1710","2017-02-06","NEW YORK KNICKS","LOS ANGELES LAKERS",-5,107,121,-14,"H"
"1711","2017-02-08","NEW YORK KNICKS","LOS ANGELES CLIPPERS",1.5,115,119,-4,"H"
"1712","2017-02-10","NEW YORK KNICKS","DENVER NUGGETS",-1.5,123,131,-8,"H"
"1713","2017-02-12","NEW YORK KNICKS","SAN ANTONIO SPURS",9,94,90,4,"H"
"1714","2017-02-15","NEW YORK KNICKS","OKLAHOMA CITY THUNDER",7.5,105,116,-11,"V"
"1715","2017-02-23","NEW YORK KNICKS","CLEVELAND CAVALIERS",10.5,104,119,-15,"V"
"1716","2017-02-25","NEW YORK KNICKS","PHILADELPHIA 76ERS",-5.5,110,109,1,"H"
"1717","2017-02-27","NEW YORK KNICKS","TORONTO RAPTORS",3.5,91,92,-1,"H"
"1718","2017-03-01","NEW YORK KNICKS","ORLANDO MAGIC",2,101,90,11,"V"
"1719","2017-03-03","NEW YORK KNICKS","PHILADELPHIA 76ERS",-1.5,102,105,-3,"V"
"1720","2017-03-05","NEW YORK KNICKS","GOLDEN STATE WARRIORS",10.5,105,112,-7,"H"
"1721","2017-03-06","NEW YORK KNICKS","ORLANDO MAGIC",3.5,113,105,8,"V"
"1722","2017-03-08","NEW YORK KNICKS","MILWAUKEE BUCKS",6.5,93,104,-11,"V"
"1723","2017-03-11","NEW YORK KNICKS","DETROIT PISTONS",6.5,92,112,-20,"V"
"1724","2017-03-12","NEW YORK KNICKS","BROOKLYN NETS",1,112,120,-8,"V"
"1725","2017-03-14","NEW YORK KNICKS","INDIANA PACERS",3.5,87,81,6,"H"
"1726","2017-03-16","NEW YORK KNICKS","BROOKLYN NETS",-4.5,110,121,-11,"H"
"1727","2017-03-20","NEW YORK KNICKS","LOS ANGELES CLIPPERS",10.5,105,114,-9,"V"
"1728","2017-03-22","NEW YORK KNICKS","UTAH JAZZ",12,101,108,-7,"V"
"1729","2017-03-23","NEW YORK KNICKS","PORTLAND TRAIL BLAZERS",13.5,95,110,-15,"V"
"1730","2017-03-25","NEW YORK KNICKS","SAN ANTONIO SPURS",15,98,106,-8,"V"
"1731","2017-03-27","NEW YORK KNICKS","DETROIT PISTONS",1.5,109,95,14,"H"
"1732","2017-03-29","NEW YORK KNICKS","MIAMI HEAT",3,88,105,-17,"H"
"1733","2017-03-31","NEW YORK KNICKS","MIAMI HEAT",10.5,98,94,4,"V"
"1734","2017-04-02","NEW YORK KNICKS","BOSTON CELTICS",7.5,94,110,-16,"H"
"1735","2017-04-04","NEW YORK KNICKS","CHICAGO BULLS",4.5,100,91,9,"H"
"1736","2017-04-06","NEW YORK KNICKS","WASHINGTON WIZARDS",6,103,106,-3,"H"
"1737","2017-04-07","NEW YORK KNICKS","MEMPHIS GRIZZLIES",13,88,101,-13,"V"
"1738","2017-04-09","NEW YORK KNICKS","TORONTO RAPTORS",9,97,110,-13,"H"
"1739","2017-04-12","NEW YORK KNICKS","PHILADELPHIA 76ERS",1.5,114,113,1,"H"
"1740","2016-10-26","OKLAHOMA CITY THUNDER","PHILADELPHIA 76ERS",-9,103,97,6,"V"
"1741","2016-10-28","OKLAHOMA CITY THUNDER","PHOENIX SUNS",-8.5,113,110,3,"H"
"1742","2016-10-30","OKLAHOMA CITY THUNDER","LOS ANGELES LAKERS",-8.5,113,96,17,"H"
"1743","2016-11-02","OKLAHOMA CITY THUNDER","LOS ANGELES CLIPPERS",7.5,85,83,2,"V"
"1744","2016-11-03","OKLAHOMA CITY THUNDER","GOLDEN STATE WARRIORS",11.5,96,122,-26,"V"
"1745","2016-11-05","OKLAHOMA CITY THUNDER","MINNESOTA TIMBERWOLVES",-5,112,92,20,"H"
"1746","2016-11-07","OKLAHOMA CITY THUNDER","MIAMI HEAT",-5.5,97,85,12,"H"
"1747","2016-11-09","OKLAHOMA CITY THUNDER","TORONTO RAPTORS",-3.5,102,112,-10,"H"
"1748","2016-11-11","OKLAHOMA CITY THUNDER","LOS ANGELES CLIPPERS",5,108,110,-2,"H"
"1749","2016-11-13","OKLAHOMA CITY THUNDER","ORLANDO MAGIC",-9.5,117,119,-2,"H"
"1750","2016-11-14","OKLAHOMA CITY THUNDER","DETROIT PISTONS",-1.5,88,104,-16,"V"
"1751","2016-11-16","OKLAHOMA CITY THUNDER","HOUSTON ROCKETS",-2.5,105,103,2,"H"
"1752","2016-11-18","OKLAHOMA CITY THUNDER","BROOKLYN NETS",-9.5,124,105,19,"H"
"1753","2016-11-20","OKLAHOMA CITY THUNDER","INDIANA PACERS",-9.5,111,115,-4,"H"
"1754","2016-11-22","OKLAHOMA CITY THUNDER","LOS ANGELES LAKERS",-2.5,109,111,-2,"V"
"1755","2016-11-23","OKLAHOMA CITY THUNDER","SACRAMENTO KINGS",2.5,101,116,-15,"V"
"1756","2016-11-25","OKLAHOMA CITY THUNDER","DENVER NUGGETS",-2.5,132,129,3,"V"
"1757","2016-11-26","OKLAHOMA CITY THUNDER","DETROIT PISTONS",-4.5,106,88,18,"H"
"1758","2016-11-28","OKLAHOMA CITY THUNDER","NEW YORK KNICKS",-1,112,103,9,"V"
"1759","2016-11-30","OKLAHOMA CITY THUNDER","WASHINGTON WIZARDS",-5.5,126,115,11,"H"
"1760","2016-12-04","OKLAHOMA CITY THUNDER","NEW ORLEANS PELICANS",-6,101,92,9,"H"
"1761","2016-12-05","OKLAHOMA CITY THUNDER","ATLANTA HAWKS",4,102,99,3,"V"
"1762","2016-12-09","OKLAHOMA CITY THUNDER","HOUSTON ROCKETS",1.5,99,102,-3,"H"
"1763","2016-12-11","OKLAHOMA CITY THUNDER","BOSTON CELTICS",-3.5,99,96,3,"H"
"1764","2016-12-13","OKLAHOMA CITY THUNDER","PORTLAND TRAIL BLAZERS",2,95,114,-19,"V"
"1765","2016-12-14","OKLAHOMA CITY THUNDER","UTAH JAZZ",7.5,89,109,-20,"V"
"1766","2016-12-17","OKLAHOMA CITY THUNDER","PHOENIX SUNS",-6.5,114,101,13,"H"
"1767","2016-12-19","OKLAHOMA CITY THUNDER","ATLANTA HAWKS",-2.5,108,110,-2,"H"
"1768","2016-12-21","OKLAHOMA CITY THUNDER","NEW ORLEANS PELICANS",-2,121,110,11,"V"
"1769","2016-12-23","OKLAHOMA CITY THUNDER","BOSTON CELTICS",5.5,117,112,5,"V"
"1770","2016-12-25","OKLAHOMA CITY THUNDER","MINNESOTA TIMBERWOLVES",-4.5,112,100,12,"H"
"1771","2016-12-27","OKLAHOMA CITY THUNDER","MIAMI HEAT",-5,106,94,12,"V"
"1772","2016-12-29","OKLAHOMA CITY THUNDER","MEMPHIS GRIZZLIES",2,80,114,-34,"V"
"1773","2016-12-31","OKLAHOMA CITY THUNDER","LOS ANGELES CLIPPERS",-8.5,114,88,26,"H"
"1774","2017-01-02","OKLAHOMA CITY THUNDER","MILWAUKEE BUCKS",1.5,94,98,-4,"V"
"1775","2017-01-04","OKLAHOMA CITY THUNDER","CHARLOTTE HORNETS",2,112,123,-11,"V"
"1776","2017-01-05","OKLAHOMA CITY THUNDER","HOUSTON ROCKETS",8.5,116,118,-2,"V"
"1777","2017-01-07","OKLAHOMA CITY THUNDER","DENVER NUGGETS",-7,121,106,15,"H"
"1778","2017-01-09","OKLAHOMA CITY THUNDER","CHICAGO BULLS",-1,109,94,15,"V"
"1779","2017-01-11","OKLAHOMA CITY THUNDER","MEMPHIS GRIZZLIES",-4.5,103,95,8,"H"
"1780","2017-01-13","OKLAHOMA CITY THUNDER","MINNESOTA TIMBERWOLVES",-2,86,96,-10,"V"
"1781","2017-01-15","OKLAHOMA CITY THUNDER","SACRAMENTO KINGS",-1.5,122,118,4,"V"
"1782","2017-01-16","OKLAHOMA CITY THUNDER","LOS ANGELES CLIPPERS",8.5,98,120,-22,"V"
"1783","2017-01-18","OKLAHOMA CITY THUNDER","GOLDEN STATE WARRIORS",14,100,121,-21,"V"
"1784","2017-01-23","OKLAHOMA CITY THUNDER","UTAH JAZZ",5.5,97,95,2,"V"
"1785","2017-01-25","OKLAHOMA CITY THUNDER","NEW ORLEANS PELICANS",-1.5,114,105,9,"V"
"1786","2017-01-26","OKLAHOMA CITY THUNDER","DALLAS MAVERICKS",-9.5,109,98,11,"H"
"1787","2017-01-29","OKLAHOMA CITY THUNDER","CLEVELAND CAVALIERS",7.5,91,107,-16,"V"
"1788","2017-01-31","OKLAHOMA CITY THUNDER","SAN ANTONIO SPURS",9.5,94,108,-14,"V"
"1789","2017-02-01","OKLAHOMA CITY THUNDER","CHICAGO BULLS",-3.5,100,128,-28,"H"
"1790","2017-02-03","OKLAHOMA CITY THUNDER","MEMPHIS GRIZZLIES",1,114,102,12,"H"
"1791","2017-02-05","OKLAHOMA CITY THUNDER","PORTLAND TRAIL BLAZERS",-4.5,105,99,6,"H"
"1792","2017-02-06","OKLAHOMA CITY THUNDER","INDIANA PACERS",4.5,90,93,-3,"V"
"1793","2017-02-09","OKLAHOMA CITY THUNDER","CLEVELAND CAVALIERS",-1.5,118,109,9,"H"
"1794","2017-02-11","OKLAHOMA CITY THUNDER","GOLDEN STATE WARRIORS",8,114,130,-16,"H"
"1795","2017-02-13","OKLAHOMA CITY THUNDER","WASHINGTON WIZARDS",5.5,98,120,-22,"V"
"1796","2017-02-15","OKLAHOMA CITY THUNDER","NEW YORK KNICKS",-7.5,116,105,11,"H"
"1797","2017-02-24","OKLAHOMA CITY THUNDER","LOS ANGELES LAKERS",-10.5,110,93,17,"H"
"1798","2017-02-26","OKLAHOMA CITY THUNDER","NEW ORLEANS PELICANS",-6.5,118,110,8,"H"
"1799","2017-02-28","OKLAHOMA CITY THUNDER","UTAH JAZZ",1.5,109,106,3,"H"
"1800","2017-03-02","OKLAHOMA CITY THUNDER","PORTLAND TRAIL BLAZERS",-1,109,114,-5,"V"
"1801","2017-03-03","OKLAHOMA CITY THUNDER","PHOENIX SUNS",-5,111,118,-7,"V"
"1802","2017-03-05","OKLAHOMA CITY THUNDER","DALLAS MAVERICKS",1,89,104,-15,"V"
"1803","2017-03-07","OKLAHOMA CITY THUNDER","PORTLAND TRAIL BLAZERS",-7,121,126,-5,"H"
"1804","2017-03-09","OKLAHOMA CITY THUNDER","SAN ANTONIO SPURS",3,102,92,10,"H"
"1805","2017-03-11","OKLAHOMA CITY THUNDER","UTAH JAZZ",-4.5,112,104,8,"H"
"1806","2017-03-14","OKLAHOMA CITY THUNDER","BROOKLYN NETS",-6.5,122,104,18,"V"
"1807","2017-03-16","OKLAHOMA CITY THUNDER","TORONTO RAPTORS",2.5,123,102,21,"V"
"1808","2017-03-18","OKLAHOMA CITY THUNDER","SACRAMENTO KINGS",-12.5,110,94,16,"H"
"1809","2017-03-20","OKLAHOMA CITY THUNDER","GOLDEN STATE WARRIORS",2,95,111,-16,"H"
"1810","2017-03-22","OKLAHOMA CITY THUNDER","PHILADELPHIA 76ERS",-11.5,122,97,25,"H"
"1811","2017-03-26","OKLAHOMA CITY THUNDER","HOUSTON ROCKETS",6,125,137,-12,"V"
"1812","2017-03-27","OKLAHOMA CITY THUNDER","DALLAS MAVERICKS",-2,92,91,1,"V"
"1813","2017-03-29","OKLAHOMA CITY THUNDER","ORLANDO MAGIC",-5.5,114,106,8,"V"
"1814","2017-03-31","OKLAHOMA CITY THUNDER","SAN ANTONIO SPURS",3,95,100,-5,"H"
"1815","2017-04-02","OKLAHOMA CITY THUNDER","CHARLOTTE HORNETS",-5,101,113,-12,"H"
"1816","2017-04-04","OKLAHOMA CITY THUNDER","MILWAUKEE BUCKS",-5,110,79,31,"H"
"1817","2017-04-05","OKLAHOMA CITY THUNDER","MEMPHIS GRIZZLIES",-2,103,100,3,"V"
"1818","2017-04-07","OKLAHOMA CITY THUNDER","PHOENIX SUNS",-9.5,99,120,-21,"V"
"1819","2017-04-09","OKLAHOMA CITY THUNDER","DENVER NUGGETS",4.5,106,105,1,"V"
