"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location"
"1293","2017-02-15","MEMPHIS GRIZZLIES","NEW ORLEANS PELICANS",-8,91,95,-4,"H"
"1294","2017-02-24","MEMPHIS GRIZZLIES","INDIANA PACERS",-1,92,102,-10,"V"
"1295","2017-02-26","MEMPHIS GRIZZLIES","DENVER NUGGETS",2,105,98,7,"V"
"1296","2017-02-28","MEMPHIS GRIZZLIES","PHOENIX SUNS",-9.5,130,112,18,"H"
"1297","2017-03-03","MEMPHIS GRIZZLIES","DALLAS MAVERICKS",-2.5,100,104,-4,"V"
"1298","2017-03-04","MEMPHIS GRIZZLIES","HOUSTON ROCKETS",8.5,108,123,-15,"V"
"1299","2017-03-06","MEMPHIS GRIZZLIES","BROOKLYN NETS",-10.5,109,122,-13,"H"
"1300","2017-03-09","MEMPHIS GRIZZLIES","LOS ANGELES CLIPPERS",-2.5,98,114,-16,"H"
"1301","2017-03-11","MEMPHIS GRIZZLIES","ATLANTA HAWKS",-6.5,90,107,-17,"H"
"1302","2017-03-13","MEMPHIS GRIZZLIES","MILWAUKEE BUCKS",-3.5,113,93,20,"H"
"1303","2017-03-15","MEMPHIS GRIZZLIES","CHICAGO BULLS",-2.5,98,91,7,"V"
"1304","2017-03-16","MEMPHIS GRIZZLIES","ATLANTA HAWKS",4,103,91,12,"V"
"1305","2017-03-18","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",3.5,104,96,8,"H"
"1306","2017-03-21","MEMPHIS GRIZZLIES","NEW ORLEANS PELICANS",2.5,82,95,-13,"V"
"1307","2017-03-23","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",8,90,97,-7,"V"
"1308","2017-03-26","MEMPHIS GRIZZLIES","GOLDEN STATE WARRIORS",11.5,94,106,-12,"V"
"1309","2017-03-27","MEMPHIS GRIZZLIES","SACRAMENTO KINGS",-7,90,91,-1,"V"
"1310","2017-03-29","MEMPHIS GRIZZLIES","INDIANA PACERS",-4.5,110,97,13,"H"
"1311","2017-03-31","MEMPHIS GRIZZLIES","DALLAS MAVERICKS",-3.5,99,90,9,"H"
"1312","2017-04-02","MEMPHIS GRIZZLIES","LOS ANGELES LAKERS",-7,103,108,-5,"V"
"1313","2017-04-04","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",9,89,95,-6,"V"
"1314","2017-04-05","MEMPHIS GRIZZLIES","OKLAHOMA CITY THUNDER",2,100,103,-3,"H"
"1315","2017-04-07","MEMPHIS GRIZZLIES","NEW YORK KNICKS",-13,101,88,13,"H"
"1316","2017-04-09","MEMPHIS GRIZZLIES","DETROIT PISTONS",-5.5,90,103,-13,"H"
"1317","2017-04-12","MEMPHIS GRIZZLIES","DALLAS MAVERICKS",-9,93,100,-7,"H"
"1318","2017-04-15","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",9,82,111,-29,"V"
"1319","2017-04-17","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",10.5,82,96,-14,"V"
"1320","2017-04-20","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",3.5,105,94,11,"H"
"1321","2017-04-22","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",5,110,108,2,"H"
"1322","2017-04-25","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",10,103,116,-13,"V"
"1323","2017-04-27","MEMPHIS GRIZZLIES","SAN ANTONIO SPURS",5,96,103,-7,"H"
"1324","2016-10-26","MIAMI HEAT","ORLANDO MAGIC",3,108,96,12,"V"
"1325","2016-10-28","MIAMI HEAT","CHARLOTTE HORNETS",1,91,97,-6,"H"
"1326","2016-10-30","MIAMI HEAT","SAN ANTONIO SPURS",6.5,99,106,-7,"H"
"1327","2016-11-01","MIAMI HEAT","SACRAMENTO KINGS",-4,108,96,12,"H"
"1328","2016-11-04","MIAMI HEAT","TORONTO RAPTORS",7.5,87,96,-9,"V"
"1329","2016-11-07","MIAMI HEAT","OKLAHOMA CITY THUNDER",5.5,85,97,-12,"V"
"1330","2016-11-10","MIAMI HEAT","CHICAGO BULLS",-1,95,98,-3,"H"
"1331","2016-11-12","MIAMI HEAT","UTAH JAZZ",1.5,91,102,-11,"H"
"1332","2016-11-14","MIAMI HEAT","SAN ANTONIO SPURS",11.5,90,94,-4,"V"
"1333","2016-11-15","MIAMI HEAT","ATLANTA HAWKS",6.5,90,93,-3,"H"
"1334","2016-11-17","MIAMI HEAT","MILWAUKEE BUCKS",-4,96,73,23,"H"
"1335","2016-11-19","MIAMI HEAT","WASHINGTON WIZARDS",4.5,114,111,3,"V"
"1336","2016-11-21","MIAMI HEAT","PHILADELPHIA 76ERS",-4.5,94,101,-7,"V"
"1337","2016-11-23","MIAMI HEAT","DETROIT PISTONS",4.5,84,107,-23,"V"
"1338","2016-11-25","MIAMI HEAT","MEMPHIS GRIZZLIES",5.5,90,81,9,"V"
"1339","2016-11-26","MIAMI HEAT","MEMPHIS GRIZZLIES",1.5,107,110,-3,"H"
"1340","2016-11-28","MIAMI HEAT","BOSTON CELTICS",5.5,104,112,-8,"H"
"1341","2016-11-30","MIAMI HEAT","DENVER NUGGETS",6.5,106,98,8,"V"
"1342","2016-12-01","MIAMI HEAT","UTAH JAZZ",7.5,111,110,1,"V"
"1343","2016-12-03","MIAMI HEAT","PORTLAND TRAIL BLAZERS",6.5,92,99,-7,"V"
"1344","2016-12-06","MIAMI HEAT","NEW YORK KNICKS",-2,103,114,-11,"H"
"1345","2016-12-07","MIAMI HEAT","ATLANTA HAWKS",9,95,103,-8,"V"
"1346","2016-12-09","MIAMI HEAT","CLEVELAND CAVALIERS",12,84,114,-30,"V"
"1347","2016-12-10","MIAMI HEAT","CHICAGO BULLS",9.5,100,105,-5,"V"
"1348","2016-12-12","MIAMI HEAT","WASHINGTON WIZARDS",1.5,112,101,11,"H"
"1349","2016-12-14","MIAMI HEAT","INDIANA PACERS",1,95,89,6,"H"
"1350","2016-12-16","MIAMI HEAT","LOS ANGELES CLIPPERS",7.5,98,102,-4,"H"
"1351","2016-12-18","MIAMI HEAT","BOSTON CELTICS",4.5,95,105,-10,"H"
"1352","2016-12-20","MIAMI HEAT","ORLANDO MAGIC",-3.5,130,136,-6,"H"
"1353","2016-12-22","MIAMI HEAT","LOS ANGELES LAKERS",-5,115,107,8,"H"
"1354","2016-12-23","MIAMI HEAT","NEW ORLEANS PELICANS",4.5,87,91,-4,"V"
"1355","2016-12-27","MIAMI HEAT","OKLAHOMA CITY THUNDER",5,94,106,-12,"H"
"1356","2016-12-29","MIAMI HEAT","CHARLOTTE HORNETS",6.5,82,91,-9,"V"
"1357","2016-12-30","MIAMI HEAT","BOSTON CELTICS",9.5,114,117,-3,"V"
"1358","2017-01-01","MIAMI HEAT","DETROIT PISTONS",6.5,98,107,-9,"H"
"1359","2017-01-03","MIAMI HEAT","PHOENIX SUNS",5.5,90,99,-9,"V"
"1360","2017-01-04","MIAMI HEAT","SACRAMENTO KINGS",7.5,107,102,5,"V"
"1361","2017-01-06","MIAMI HEAT","LOS ANGELES LAKERS",2.5,100,127,-27,"V"
"1362","2017-01-08","MIAMI HEAT","LOS ANGELES CLIPPERS",9,86,98,-12,"V"
"1363","2017-01-10","MIAMI HEAT","GOLDEN STATE WARRIORS",14.5,95,107,-12,"V"
"1364","2017-01-13","MIAMI HEAT","MILWAUKEE BUCKS",7.5,108,116,-8,"V"
"1365","2017-01-17","MIAMI HEAT","HOUSTON ROCKETS",7.5,109,103,6,"H"
"1366","2017-01-19","MIAMI HEAT","DALLAS MAVERICKS",-2,99,95,4,"H"
"1367","2017-01-21","MIAMI HEAT","MILWAUKEE BUCKS",2,109,97,12,"H"
"1368","2017-01-23","MIAMI HEAT","GOLDEN STATE WARRIORS",11.5,105,102,3,"H"
"1369","2017-01-25","MIAMI HEAT","BROOKLYN NETS",-3,109,106,3,"V"
"1370","2017-01-27","MIAMI HEAT","CHICAGO BULLS",7.5,100,88,12,"V"
"1371","2017-01-28","MIAMI HEAT","DETROIT PISTONS",3,116,103,13,"H"
"1372","2017-01-30","MIAMI HEAT","BROOKLYN NETS",-7.5,104,96,8,"H"
"1373","2017-02-01","MIAMI HEAT","ATLANTA HAWKS",-1.5,116,93,23,"H"
"1374","2017-02-04","MIAMI HEAT","PHILADELPHIA 76ERS",-9.5,125,102,23,"H"
"1375","2017-02-06","MIAMI HEAT","MINNESOTA TIMBERWOLVES",1.5,115,113,2,"V"
"1376","2017-02-08","MIAMI HEAT","MILWAUKEE BUCKS",4,106,88,18,"V"
"1377","2017-02-10","MIAMI HEAT","BROOKLYN NETS",-5.5,108,99,9,"V"
"1378","2017-02-11","MIAMI HEAT","PHILADELPHIA 76ERS",-3.5,109,117,-8,"V"
"1379","2017-02-13","MIAMI HEAT","ORLANDO MAGIC",-8,107,116,-9,"H"
"1380","2017-02-15","MIAMI HEAT","HOUSTON ROCKETS",10,117,109,8,"V"
"1381","2017-02-24","MIAMI HEAT","ATLANTA HAWKS",3,108,90,18,"V"
"1382","2017-02-25","MIAMI HEAT","INDIANA PACERS",-4.5,113,95,18,"H"
"1383","2017-02-27","MIAMI HEAT","DALLAS MAVERICKS",-1.5,89,96,-7,"V"
"1384","2017-03-01","MIAMI HEAT","PHILADELPHIA 76ERS",-9.5,125,98,27,"H"
"1385","2017-03-03","MIAMI HEAT","ORLANDO MAGIC",-4.5,99,110,-11,"V"
"1386","2017-03-04","MIAMI HEAT","CLEVELAND CAVALIERS",-8,120,92,28,"H"
"1387","2017-03-06","MIAMI HEAT","CLEVELAND CAVALIERS",9.5,106,98,8,"V"
"1388","2017-03-08","MIAMI HEAT","CHARLOTTE HORNETS",-4,108,101,7,"H"
"1389","2017-03-11","MIAMI HEAT","TORONTO RAPTORS",-5.5,104,89,15,"H"
"1390","2017-03-12","MIAMI HEAT","INDIANA PACERS",6,98,102,-4,"V"
"1391","2017-03-15","MIAMI HEAT","NEW ORLEANS PELICANS",-6.5,120,112,8,"H"
"1392","2017-03-17","MIAMI HEAT","MINNESOTA TIMBERWOLVES",-4.5,123,105,18,"H"
"1393","2017-03-19","MIAMI HEAT","PORTLAND TRAIL BLAZERS",-6,104,115,-11,"H"
"1394","2017-03-21","MIAMI HEAT","PHOENIX SUNS",-11.5,112,97,15,"H"
"1395","2017-03-23","MIAMI HEAT","TORONTO RAPTORS",-4,84,101,-17,"H"
"1396","2017-03-26","MIAMI HEAT","BOSTON CELTICS",6,108,112,-4,"V"
"1397","2017-03-28","MIAMI HEAT","DETROIT PISTONS",-3,97,96,1,"V"
"1398","2017-03-29","MIAMI HEAT","NEW YORK KNICKS",-3,105,88,17,"V"
"1399","2017-03-31","MIAMI HEAT","NEW YORK KNICKS",-10.5,94,98,-4,"H"
"1400","2017-04-02","MIAMI HEAT","DENVER NUGGETS",-3.5,113,116,-3,"H"
"1401","2017-04-05","MIAMI HEAT","CHARLOTTE HORNETS",2.5,112,99,13,"V"
"1402","2017-04-07","MIAMI HEAT","TORONTO RAPTORS",4.5,94,96,-2,"V"
"1403","2017-04-08","MIAMI HEAT","WASHINGTON WIZARDS",4,106,103,3,"V"
"1404","2017-04-10","MIAMI HEAT","CLEVELAND CAVALIERS",-10.5,124,121,3,"H"
"1405","2017-04-12","MIAMI HEAT","WASHINGTON WIZARDS",-11.5,110,102,8,"H"
"1406","2016-10-26","MILWAUKEE BUCKS","CHARLOTTE HORNETS",2,96,107,-11,"H"
"1407","2016-10-29","MILWAUKEE BUCKS","BROOKLYN NETS",-8,110,108,2,"H"
"1408","2016-10-30","MILWAUKEE BUCKS","DETROIT PISTONS",7.5,83,98,-15,"V"
"1409","2016-11-01","MILWAUKEE BUCKS","NEW ORLEANS PELICANS",3.5,117,113,4,"V"
"1410","2016-11-03","MILWAUKEE BUCKS","INDIANA PACERS",3,125,107,18,"H"
"1411","2016-11-05","MILWAUKEE BUCKS","SACRAMENTO KINGS",-3.5,117,91,26,"H"
"1412","2016-11-06","MILWAUKEE BUCKS","DALLAS MAVERICKS",2.5,75,86,-11,"V"
"1413","2016-11-10","MILWAUKEE BUCKS","NEW ORLEANS PELICANS",-5.5,106,112,-6,"H"
"1414","2016-11-12","MILWAUKEE BUCKS","MEMPHIS GRIZZLIES",-3,106,96,10,"H"
"1415","2016-11-16","MILWAUKEE BUCKS","ATLANTA HAWKS",5.5,100,107,-7,"V"
"1416","2016-11-17","MILWAUKEE BUCKS","MIAMI HEAT",4,73,96,-23,"V"
"1417","2016-11-19","MILWAUKEE BUCKS","GOLDEN STATE WARRIORS",8.5,121,124,-3,"H"
"1418","2016-11-21","MILWAUKEE BUCKS","ORLANDO MAGIC",-6.5,93,89,4,"H"
"1419","2016-11-25","MILWAUKEE BUCKS","TORONTO RAPTORS",3.5,99,105,-6,"H"
"1420","2016-11-27","MILWAUKEE BUCKS","ORLANDO MAGIC",1,104,96,8,"V"
"1421","2016-11-29","MILWAUKEE BUCKS","CLEVELAND CAVALIERS",7.5,118,101,17,"H"
"1422","2016-12-01","MILWAUKEE BUCKS","BROOKLYN NETS",-5.5,111,93,18,"V"
"1423","2016-12-03","MILWAUKEE BUCKS","BROOKLYN NETS",-9,112,103,9,"H"
"1424","2016-12-05","MILWAUKEE BUCKS","SAN ANTONIO SPURS",6.5,96,97,-1,"H"
"1425","2016-12-07","MILWAUKEE BUCKS","PORTLAND TRAIL BLAZERS",-1.5,115,107,8,"H"
"1426","2016-12-09","MILWAUKEE BUCKS","ATLANTA HAWKS",-3.5,110,114,-4,"H"
"1427","2016-12-10","MILWAUKEE BUCKS","WASHINGTON WIZARDS",4.5,105,110,-5,"V"
"1428","2016-12-12","MILWAUKEE BUCKS","TORONTO RAPTORS",8,100,122,-22,"V"
"1429","2016-12-15","MILWAUKEE BUCKS","CHICAGO BULLS",-1,108,97,11,"H"
"1430","2016-12-16","MILWAUKEE BUCKS","CHICAGO BULLS",5.5,95,69,26,"V"
"1431","2016-12-20","MILWAUKEE BUCKS","CLEVELAND CAVALIERS",3.5,108,114,-6,"H"
"1432","2016-12-21","MILWAUKEE BUCKS","CLEVELAND CAVALIERS",6.5,102,113,-11,"V"
"1433","2016-12-23","MILWAUKEE BUCKS","WASHINGTON WIZARDS",-3,123,96,27,"H"
"1434","2016-12-26","MILWAUKEE BUCKS","WASHINGTON WIZARDS",3.5,102,107,-5,"V"
"1435","2016-12-28","MILWAUKEE BUCKS","DETROIT PISTONS",3.5,119,94,25,"V"
"1436","2016-12-30","MILWAUKEE BUCKS","MINNESOTA TIMBERWOLVES",1.5,99,116,-17,"V"
"1437","2016-12-31","MILWAUKEE BUCKS","CHICAGO BULLS",2.5,116,96,20,"V"
"1438","2017-01-02","MILWAUKEE BUCKS","OKLAHOMA CITY THUNDER",-1.5,98,94,4,"H"
"1439","2017-01-04","MILWAUKEE BUCKS","NEW YORK KNICKS",-3.5,105,104,1,"V"
"1440","2017-01-06","MILWAUKEE BUCKS","NEW YORK KNICKS",-5.5,111,116,-5,"H"
"1441","2017-01-08","MILWAUKEE BUCKS","WASHINGTON WIZARDS",-1,101,107,-6,"H"
"1442","2017-01-10","MILWAUKEE BUCKS","SAN ANTONIO SPURS",9.5,109,107,2,"V"
"1443","2017-01-13","MILWAUKEE BUCKS","MIAMI HEAT",-7.5,116,108,8,"H"
"1444","2017-01-15","MILWAUKEE BUCKS","ATLANTA HAWKS",4,98,111,-13,"V"
"1445","2017-01-16","MILWAUKEE BUCKS","PHILADELPHIA 76ERS",-8.5,104,113,-9,"H"
"1446","2017-01-18","MILWAUKEE BUCKS","HOUSTON ROCKETS",6.5,92,111,-19,"V"
"1447","2017-01-20","MILWAUKEE BUCKS","ORLANDO MAGIC",-3.5,96,112,-16,"V"
"1448","2017-01-21","MILWAUKEE BUCKS","MIAMI HEAT",-2,97,109,-12,"V"
"1449","2017-01-23","MILWAUKEE BUCKS","HOUSTON ROCKETS",5,127,114,13,"H"
"1450","2017-01-25","MILWAUKEE BUCKS","PHILADELPHIA 76ERS",-10.5,109,114,-5,"H"
"1451","2017-01-27","MILWAUKEE BUCKS","TORONTO RAPTORS",6,86,102,-16,"V"
"1452","2017-01-28","MILWAUKEE BUCKS","BOSTON CELTICS",-2,108,112,-4,"H"
"1453","2017-02-01","MILWAUKEE BUCKS","UTAH JAZZ",7.5,88,104,-16,"V"
"1454","2017-02-03","MILWAUKEE BUCKS","DENVER NUGGETS",3.5,117,121,-4,"V"
"1455","2017-02-04","MILWAUKEE BUCKS","PHOENIX SUNS",-1.5,137,112,25,"V"
"1456","2017-02-08","MILWAUKEE BUCKS","MIAMI HEAT",-4,88,106,-18,"H"
"1457","2017-02-10","MILWAUKEE BUCKS","LOS ANGELES LAKERS",-5.5,114,122,-8,"H"
"1458","2017-02-11","MILWAUKEE BUCKS","INDIANA PACERS",6.5,116,100,16,"V"
"1459","2017-02-13","MILWAUKEE BUCKS","DETROIT PISTONS",-3,102,89,13,"H"
"1460","2017-02-15","MILWAUKEE BUCKS","BROOKLYN NETS",-5.5,129,125,4,"V"
"1461","2017-02-24","MILWAUKEE BUCKS","UTAH JAZZ",3,95,109,-14,"H"
"1462","2017-02-26","MILWAUKEE BUCKS","PHOENIX SUNS",-6,100,96,4,"H"
"1463","2017-02-27","MILWAUKEE BUCKS","CLEVELAND CAVALIERS",10,95,102,-7,"V"
"1464","2017-03-01","MILWAUKEE BUCKS","DENVER NUGGETS",-3.5,98,110,-12,"H"
"1465","2017-03-03","MILWAUKEE BUCKS","LOS ANGELES CLIPPERS",5.5,112,101,11,"H"
"1466","2017-03-04","MILWAUKEE BUCKS","TORONTO RAPTORS",1,101,94,7,"H"
"1467","2017-03-06","MILWAUKEE BUCKS","PHILADELPHIA 76ERS",-5.5,112,98,14,"V"
"1468","2017-03-08","MILWAUKEE BUCKS","NEW YORK KNICKS",-6.5,104,93,11,"H"
"1469","2017-03-10","MILWAUKEE BUCKS","INDIANA PACERS",-2.5,99,85,14,"H"
"1470","2017-03-11","MILWAUKEE BUCKS","MINNESOTA TIMBERWOLVES",-3,102,95,7,"H"
"1471","2017-03-13","MILWAUKEE BUCKS","MEMPHIS GRIZZLIES",3.5,93,113,-20,"V"
"1472","2017-03-15","MILWAUKEE BUCKS","LOS ANGELES CLIPPERS",7.5,97,96,1,"V"
"1473","2017-03-17","MILWAUKEE BUCKS","LOS ANGELES LAKERS",-7.5,107,103,4,"V"
"1474","2017-03-18","MILWAUKEE BUCKS","GOLDEN STATE WARRIORS",10.5,92,117,-25,"V"
"1475","2017-03-21","MILWAUKEE BUCKS","PORTLAND TRAIL BLAZERS",4.5,93,90,3,"V"
"1476","2017-03-22","MILWAUKEE BUCKS","SACRAMENTO KINGS",-5,116,98,18,"V"
"1477","2017-03-24","MILWAUKEE BUCKS","ATLANTA HAWKS",-6.5,100,97,3,"H"
"1478","2017-03-26","MILWAUKEE BUCKS","CHICAGO BULLS",-6.5,94,109,-15,"H"
"1479","2017-03-28","MILWAUKEE BUCKS","CHARLOTTE HORNETS",4,118,108,10,"V"
"1480","2017-03-29","MILWAUKEE BUCKS","BOSTON CELTICS",7.5,103,100,3,"V"
"1481","2017-03-31","MILWAUKEE BUCKS","DETROIT PISTONS",-7,108,105,3,"H"
"1482","2017-04-02","MILWAUKEE BUCKS","DALLAS MAVERICKS",-6.5,105,109,-4,"H"
"1483","2017-04-04","MILWAUKEE BUCKS","OKLAHOMA CITY THUNDER",5,79,110,-31,"V"
"1484","2017-04-06","MILWAUKEE BUCKS","INDIANA PACERS",4.5,89,104,-15,"V"
"1485","2017-04-08","MILWAUKEE BUCKS","PHILADELPHIA 76ERS",-7,90,82,8,"V"
"1486","2017-04-10","MILWAUKEE BUCKS","CHARLOTTE HORNETS",-6.5,89,79,10,"H"
"1487","2017-04-12","MILWAUKEE BUCKS","BOSTON CELTICS",14,94,112,-18,"V"
"1488","2017-04-15","MILWAUKEE BUCKS","TORONTO RAPTORS",7.5,97,83,14,"V"
"1489","2017-04-18","MILWAUKEE BUCKS","TORONTO RAPTORS",8,100,106,-6,"V"
"1490","2017-04-20","MILWAUKEE BUCKS","TORONTO RAPTORS",-2,104,77,27,"H"
"1491","2017-04-22","MILWAUKEE BUCKS","TORONTO RAPTORS",-2.5,76,87,-11,"H"
"1492","2017-04-24","MILWAUKEE BUCKS","TORONTO RAPTORS",6,93,118,-25,"V"
"1493","2017-04-27","MILWAUKEE BUCKS","TORONTO RAPTORS",-1.5,89,92,-3,"H"
"1494","2016-10-26","MINNESOTA TIMBERWOLVES","MEMPHIS GRIZZLIES",-1,98,102,-4,"V"
"1495","2016-10-29","MINNESOTA TIMBERWOLVES","SACRAMENTO KINGS",-1.5,103,106,-3,"V"
"1496","2016-11-01","MINNESOTA TIMBERWOLVES","MEMPHIS GRIZZLIES",-7,116,80,36,"H"
"1497","2016-11-03","MINNESOTA TIMBERWOLVES","DENVER NUGGETS",-3.5,99,102,-3,"H"
"1498","2016-11-05","MINNESOTA TIMBERWOLVES","OKLAHOMA CITY THUNDER",5,92,112,-20,"V"
"1499","2016-11-08","MINNESOTA TIMBERWOLVES","BROOKLYN NETS",-4,110,119,-9,"V"
"1500","2016-11-09","MINNESOTA TIMBERWOLVES","ORLANDO MAGIC",2.5,123,107,16,"V"
"1501","2016-11-12","MINNESOTA TIMBERWOLVES","LOS ANGELES CLIPPERS",5,105,119,-14,"H"
"1502","2016-11-13","MINNESOTA TIMBERWOLVES","LOS ANGELES LAKERS",-3,125,99,26,"H"
"1503","2016-11-15","MINNESOTA TIMBERWOLVES","CHARLOTTE HORNETS",-1,108,115,-7,"H"
"1504","2016-11-17","MINNESOTA TIMBERWOLVES","PHILADELPHIA 76ERS",-11.5,110,86,24,"H"
"1505","2016-11-19","MINNESOTA TIMBERWOLVES","MEMPHIS GRIZZLIES",-2.5,71,93,-22,"V"
"1506","2016-11-21","MINNESOTA TIMBERWOLVES","BOSTON CELTICS",1.5,93,99,-6,"H"
"1507","2016-11-23","MINNESOTA TIMBERWOLVES","NEW ORLEANS PELICANS",-2,96,117,-21,"V"
"1508","2016-11-25","MINNESOTA TIMBERWOLVES","PHOENIX SUNS",-1.5,98,85,13,"V"
"1509","2016-11-26","MINNESOTA TIMBERWOLVES","GOLDEN STATE WARRIORS",14,102,115,-13,"V"
"1510","2016-11-28","MINNESOTA TIMBERWOLVES","UTAH JAZZ",2.5,103,112,-9,"H"
"1511","2016-11-30","MINNESOTA TIMBERWOLVES","NEW YORK KNICKS",-3.5,104,106,-2,"H"
"1512","2016-12-02","MINNESOTA TIMBERWOLVES","NEW YORK KNICKS",-2,114,118,-4,"V"
"1513","2016-12-03","MINNESOTA TIMBERWOLVES","CHARLOTTE HORNETS",6.5,125,120,5,"V"
"1514","2016-12-06","MINNESOTA TIMBERWOLVES","SAN ANTONIO SPURS",4,91,105,-14,"H"
"1515","2016-12-08","MINNESOTA TIMBERWOLVES","TORONTO RAPTORS",9,110,124,-14,"V"
"1516","2016-12-09","MINNESOTA TIMBERWOLVES","DETROIT PISTONS",3.5,90,117,-27,"H"
"1517","2016-12-11","MINNESOTA TIMBERWOLVES","GOLDEN STATE WARRIORS",10.5,108,116,-8,"H"
"1518","2016-12-13","MINNESOTA TIMBERWOLVES","CHICAGO BULLS",6,99,94,5,"V"
"1519","2016-12-17","MINNESOTA TIMBERWOLVES","HOUSTON ROCKETS",3,109,111,-2,"H"
"1520","2016-12-19","MINNESOTA TIMBERWOLVES","PHOENIX SUNS",-5.5,115,108,7,"H"
"1521","2016-12-21","MINNESOTA TIMBERWOLVES","ATLANTA HAWKS",4.5,92,84,8,"V"
"1522","2016-12-23","MINNESOTA TIMBERWOLVES","SACRAMENTO KINGS",-4.5,105,109,-4,"H"
"1523","2016-12-25","MINNESOTA TIMBERWOLVES","OKLAHOMA CITY THUNDER",4.5,100,112,-12,"V"
"1524","2016-12-26","MINNESOTA TIMBERWOLVES","ATLANTA HAWKS",1.5,104,90,14,"H"
"1525","2016-12-28","MINNESOTA TIMBERWOLVES","DENVER NUGGETS",4.5,103,105,-2,"V"
"1526","2016-12-30","MINNESOTA TIMBERWOLVES","MILWAUKEE BUCKS",-1.5,116,99,17,"H"
"1527","2017-01-01","MINNESOTA TIMBERWOLVES","PORTLAND TRAIL BLAZERS",-5.5,89,95,-6,"H"
"1528","2017-01-03","MINNESOTA TIMBERWOLVES","PHILADELPHIA 76ERS",-4.5,91,93,-2,"V"
"1529","2017-01-06","MINNESOTA TIMBERWOLVES","WASHINGTON WIZARDS",4.5,105,112,-7,"V"
"1530","2017-01-07","MINNESOTA TIMBERWOLVES","UTAH JAZZ",3.5,92,94,-2,"H"
"1531","2017-01-09","MINNESOTA TIMBERWOLVES","DALLAS MAVERICKS",-4.5,101,92,9,"H"
"1532","2017-01-11","MINNESOTA TIMBERWOLVES","HOUSTON ROCKETS",3.5,119,105,14,"H"
"1533","2017-01-13","MINNESOTA TIMBERWOLVES","OKLAHOMA CITY THUNDER",2,96,86,10,"H"
"1534","2017-01-15","MINNESOTA TIMBERWOLVES","DALLAS MAVERICKS",1,87,98,-11,"V"
"1535","2017-01-17","MINNESOTA TIMBERWOLVES","SAN ANTONIO SPURS",12,114,122,-8,"V"
"1536","2017-01-19","MINNESOTA TIMBERWOLVES","LOS ANGELES CLIPPERS",-1,104,101,3,"V"
"1537","2017-01-22","MINNESOTA TIMBERWOLVES","DENVER NUGGETS",-3.5,111,108,3,"H"
"1538","2017-01-24","MINNESOTA TIMBERWOLVES","PHOENIX SUNS",-1.5,112,111,1,"V"
"1539","2017-01-26","MINNESOTA TIMBERWOLVES","INDIANA PACERS",-3,103,109,-6,"H"
"1540","2017-01-28","MINNESOTA TIMBERWOLVES","BROOKLYN NETS",-11,129,109,20,"H"
"1541","2017-01-30","MINNESOTA TIMBERWOLVES","ORLANDO MAGIC",-8,111,105,6,"H"
"1542","2017-02-01","MINNESOTA TIMBERWOLVES","CLEVELAND CAVALIERS",6.5,97,125,-28,"V"
"1543","2017-02-03","MINNESOTA TIMBERWOLVES","DETROIT PISTONS",4.5,108,116,-8,"V"
"1544","2017-02-04","MINNESOTA TIMBERWOLVES","MEMPHIS GRIZZLIES",-4.5,99,107,-8,"H"
"1545","2017-02-06","MINNESOTA TIMBERWOLVES","MIAMI HEAT",-1.5,113,115,-2,"H"
"1546","2017-02-08","MINNESOTA TIMBERWOLVES","TORONTO RAPTORS",3.5,112,109,3,"H"
"1547","2017-02-10","MINNESOTA TIMBERWOLVES","NEW ORLEANS PELICANS",-4.5,106,122,-16,"H"
"1548","2017-02-12","MINNESOTA TIMBERWOLVES","CHICAGO BULLS",-7,117,89,28,"H"
"1549","2017-02-14","MINNESOTA TIMBERWOLVES","CLEVELAND CAVALIERS",4,108,116,-8,"H"
"1550","2017-02-15","MINNESOTA TIMBERWOLVES","DENVER NUGGETS",6,112,99,13,"V"
"1551","2017-02-24","MINNESOTA TIMBERWOLVES","DALLAS MAVERICKS",-3.5,97,84,13,"H"
"1552","2017-02-25","MINNESOTA TIMBERWOLVES","HOUSTON ROCKETS",12.5,130,142,-12,"V"
"1553","2017-02-27","MINNESOTA TIMBERWOLVES","SACRAMENTO KINGS",-4.5,102,88,14,"V"
"1554","2017-03-01","MINNESOTA TIMBERWOLVES","UTAH JAZZ",6.5,107,80,27,"V"
"1555","2017-03-04","MINNESOTA TIMBERWOLVES","SAN ANTONIO SPURS",8,90,97,-7,"V"
"1556","2017-03-08","MINNESOTA TIMBERWOLVES","LOS ANGELES CLIPPERS",3.5,107,91,16,"H"
"1557","2017-03-10","MINNESOTA TIMBERWOLVES","GOLDEN STATE WARRIORS",5.5,103,102,1,"H"
"1558","2017-03-11","MINNESOTA TIMBERWOLVES","MILWAUKEE BUCKS",3,95,102,-7,"V"
