"","X.3","X.2","Rk","G","Date","X","Opp","W.L","Tm","Opp.1","TeamFG","TeamFGA","TeamFG.","Team3P","Team3PA","Team3P.","TeamFT","TeamFTA","TeamFT.","TeamORB","TeamTRB","TeamAST","TeamSTL","TeamBLK","TeamTOV","TeamPF","X.1","OppoFG","OppoFGA","OppoFG.","Oppo3P","Oppo3PA","Oppo3P.","OppoFT","OppoFTA","OppoFT.","OppoORB","OppoTRB","OppoAST","OppoSTL","OppoBLK","OppoTOV","OppoPF","Tm1","TPdiff","TRBdiff","FTdiff","ASTdiff","BLKdiff","TOVdiff"
"983",1290,1290,55,55,"2017-02-08","","PHOENIX SUNS","W",110,91,35,72,0.486,14,24,0.583,26,34,0.765,11,41,24,6,8,22,25,NA,29,87,0.333,5,23,0.217,28,34,0.824,18,46,13,12,5,15,27,"MEMPHIS GRIZZLIES",9,-5,-2,11,3,7
"984",1296,1296,61,61,"2017-02-28","","PHOENIX SUNS","W",130,112,48,86,0.558,12,25,0.48,22,29,0.759,12,39,24,6,3,10,19,NA,43,83,0.518,7,21,0.333,19,24,0.792,8,32,22,6,5,12,25,"MEMPHIS GRIZZLIES",5,7,3,2,-2,-2
"985",1242,1242,7,7,"2016-11-06","","PORTLAND TRAIL BLAZERS","L",94,100,31,81,0.383,6,26,0.231,26,32,0.813,12,44,15,9,5,13,20,NA,32,71,0.451,14,33,0.424,22,27,0.815,5,37,19,7,5,15,25,"MEMPHIS GRIZZLIES",-8,7,4,-4,0,-2
"986",1259,1259,24,24,"2016-12-08","","PORTLAND TRAIL BLAZERS","W",88,86,31,87,0.356,6,20,0.3,20,30,0.667,15,58,13,8,2,12,28,NA,25,82,0.305,7,28,0.25,29,40,0.725,13,52,13,6,3,12,23,"MEMPHIS GRIZZLIES",-1,6,-9,0,-1,0
"987",1283,1283,48,48,"2017-01-27","@","PORTLAND TRAIL BLAZERS","L",109,112,37,77,0.481,9,26,0.346,26,33,0.788,10,42,24,6,5,11,19,NA,38,81,0.469,16,35,0.457,20,21,0.952,8,33,24,2,3,12,26,"MEMPHIS GRIZZLIES",-7,9,6,0,2,-1
"988",1263,1263,28,28,"2016-12-16","","SACRAMENTO KINGS","L",92,96,29,77,0.377,5,25,0.2,29,36,0.806,13,47,19,7,8,13,31,NA,31,80,0.388,7,24,0.292,27,37,0.73,13,45,18,5,6,11,25,"MEMPHIS GRIZZLIES",-2,2,2,1,2,2
"989",1271,1271,36,36,"2016-12-31","@","SACRAMENTO KINGS","W",112,98,44,87,0.506,17,35,0.486,7,9,0.778,12,40,25,6,3,7,20,NA,31,72,0.431,11,28,0.393,25,28,0.893,11,39,17,6,3,12,12,"MEMPHIS GRIZZLIES",6,1,-18,8,0,-5
"990",1280,1280,45,45,"2017-01-20","","SACRAMENTO KINGS","W",107,91,38,83,0.458,11,28,0.393,20,25,0.8,15,58,21,6,4,15,24,NA,31,76,0.408,6,29,0.207,23,32,0.719,5,35,18,9,6,10,21,"MEMPHIS GRIZZLIES",5,23,-3,3,-2,5
"991",1309,1309,74,74,"2017-03-27","@","SACRAMENTO KINGS","L",90,91,31,90,0.344,5,26,0.192,23,29,0.793,19,45,15,4,2,7,18,NA,31,67,0.463,6,25,0.24,23,30,0.767,8,36,16,4,6,11,23,"MEMPHIS GRIZZLIES",-1,9,0,-1,-4,-4
"992",1289,1289,54,54,"2017-02-06","","SAN ANTONIO SPURS","W",89,74,32,81,0.395,4,19,0.211,21,25,0.84,15,50,18,8,11,13,17,NA,30,82,0.366,4,19,0.211,10,18,0.556,11,44,11,8,6,16,20,"MEMPHIS GRIZZLIES",0,6,11,7,5,-3
"993",1305,1305,70,70,"2017-03-18","","SAN ANTONIO SPURS","W",104,96,32,76,0.421,13,30,0.433,27,31,0.871,7,35,20,7,3,10,18,NA,33,75,0.44,9,28,0.321,21,22,0.955,9,42,18,2,5,15,25,"MEMPHIS GRIZZLIES",4,-7,6,2,-2,-5
"994",1307,1307,72,72,"2017-03-23","@","SAN ANTONIO SPURS","L",90,97,34,78,0.436,10,29,0.345,12,15,0.8,10,42,18,4,4,13,18,NA,37,77,0.481,8,26,0.308,15,23,0.652,6,35,26,6,5,6,19,"MEMPHIS GRIZZLIES",2,7,-3,-8,-1,7
"995",1313,1313,78,78,"2017-04-04","@","SAN ANTONIO SPURS","L",89,95,35,89,0.393,8,25,0.32,11,18,0.611,12,50,26,9,2,15,20,NA,35,80,0.438,11,21,0.524,14,18,0.778,8,46,22,8,6,15,20,"MEMPHIS GRIZZLIES",-3,4,-3,4,-4,0
"996",1318,1318,1,1,"2017-04-15","@","SAN ANTONIO SPURS","L",82,111,31,79,0.392,7,20,0.35,13,17,0.765,8,35,17,7,6,8,20,NA,41,76,0.539,10,19,0.526,19,25,0.76,8,42,16,4,11,9,20,"MEMPHIS GRIZZLIES",-3,-7,-6,1,-5,-1
"997",1319,1319,2,2,"2017-04-17","@","SAN ANTONIO SPURS","L",82,96,31,82,0.378,7,27,0.259,13,15,0.867,9,35,19,8,1,8,22,NA,28,61,0.459,9,23,0.391,31,32,0.969,5,39,14,4,4,14,13,"MEMPHIS GRIZZLIES",-2,-4,-18,5,-3,-6
"998",1320,1320,3,3,"2017-04-20","","SAN ANTONIO SPURS","W",105,94,39,77,0.506,9,22,0.409,18,20,0.9,6,33,21,2,3,5,24,NA,34,72,0.472,10,24,0.417,16,28,0.571,12,42,16,1,3,12,21,"MEMPHIS GRIZZLIES",-1,-9,2,5,0,-7
"999",1321,1321,4,4,"2017-04-22","","SAN ANTONIO SPURS","W",110,108,38,82,0.463,12,27,0.444,22,24,0.917,8,51,19,3,3,22,21,NA,41,97,0.423,9,30,0.3,17,17,1,8,37,16,11,3,9,24,"MEMPHIS GRIZZLIES",3,14,5,3,0,13
"1000",1322,1322,5,5,"2017-04-25","@","SAN ANTONIO SPURS","L",103,116,37,72,0.514,9,22,0.409,20,22,0.909,8,31,22,7,1,9,20,NA,42,80,0.525,14,28,0.5,18,22,0.818,10,34,23,7,2,7,17,"MEMPHIS GRIZZLIES",-5,-3,2,-1,-1,2
"1001",1323,1323,6,6,"2017-04-27","","SAN ANTONIO SPURS","L",96,103,32,71,0.451,12,27,0.444,20,24,0.833,7,28,15,4,1,11,26,NA,37,77,0.481,7,20,0.35,22,25,0.88,16,46,13,4,0,12,20,"MEMPHIS GRIZZLIES",5,-18,-2,2,1,-1
"1002",1254,1254,19,19,"2016-11-30","@","TORONTO RAPTORS","L",105,120,36,82,0.439,11,27,0.407,22,26,0.846,12,30,16,13,1,14,25,NA,38,69,0.551,16,32,0.5,28,33,0.848,10,43,23,7,4,18,25,"MEMPHIS GRIZZLIES",-5,-13,-6,-7,-3,-4
"1003",1282,1282,47,47,"2017-01-25","","TORONTO RAPTORS","W",101,99,36,78,0.462,10,22,0.455,19,25,0.76,9,45,18,3,7,9,17,NA,39,92,0.424,10,34,0.294,11,19,0.579,13,45,16,6,4,8,22,"MEMPHIS GRIZZLIES",0,0,8,2,3,1
"1004",1245,1245,10,10,"2016-11-14","@","UTAH JAZZ","W",102,96,36,76,0.474,8,21,0.381,22,26,0.846,14,44,13,4,2,16,26,NA,35,73,0.479,8,28,0.286,18,22,0.818,6,29,17,8,1,8,27,"MEMPHIS GRIZZLIES",0,15,4,-4,1,8
"1005",1264,1264,29,29,"2016-12-18","","UTAH JAZZ","L",73,82,28,93,0.301,2,23,0.087,15,18,0.833,19,48,12,8,1,8,28,NA,30,66,0.455,8,27,0.296,14,25,0.56,5,42,18,4,11,15,20,"MEMPHIS GRIZZLIES",-6,6,1,-6,-10,-7
"1006",1275,1275,40,40,"2017-01-08","","UTAH JAZZ","W",88,79,34,78,0.436,9,24,0.375,11,14,0.786,5,37,19,11,2,13,23,NA,28,72,0.389,9,23,0.391,14,23,0.609,11,43,14,8,3,17,19,"MEMPHIS GRIZZLIES",0,-6,-3,5,-1,-4
"1007",1284,1284,49,49,"2017-01-28","@","UTAH JAZZ","W",102,95,41,80,0.513,11,26,0.423,9,10,0.9,7,31,13,8,1,7,23,NA,29,62,0.468,10,25,0.4,27,29,0.931,4,31,19,3,4,13,18,"MEMPHIS GRIZZLIES",1,0,-18,-6,-3,-6
"1008",1238,1238,3,3,"2016-10-30","","WASHINGTON WIZARDS","W",112,103,39,88,0.443,15,31,0.484,19,26,0.731,11,47,24,9,2,14,26,NA,38,86,0.442,5,25,0.2,22,25,0.88,8,40,19,8,4,14,23,"MEMPHIS GRIZZLIES",10,7,-3,5,-2,0
"1009",1279,1279,44,44,"2017-01-18","@","WASHINGTON WIZARDS","L",101,104,33,83,0.398,8,25,0.32,27,34,0.794,17,45,20,8,1,12,20,NA,36,80,0.45,8,29,0.276,24,26,0.923,12,45,27,7,3,11,25,"MEMPHIS GRIZZLIES",0,0,3,-7,-2,1
"1010",1334,1334,11,11,"2016-11-17","","MILWAUKEE BUCKS","W",96,73,39,97,0.402,7,30,0.233,11,21,0.524,17,59,19,5,8,7,18,NA,28,85,0.329,7,23,0.304,10,13,0.769,12,48,20,4,8,13,20,"MIAMI HEAT",0,11,1,-1,0,-6
"1011",1364,1364,41,41,"2017-01-13","@","MILWAUKEE BUCKS","L",108,116,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21,NA,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18,"MIAMI HEAT",3,-19,-13,5,2,-3
"1012",1367,1367,44,44,"2017-01-21","","MILWAUKEE BUCKS","W",109,97,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24,NA,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18,"MIAMI HEAT",7,-2,-11,1,1,0
"1013",1376,1376,53,53,"2017-02-08","@","MILWAUKEE BUCKS","W",106,88,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21,NA,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18,"MIAMI HEAT",5,15,-3,5,1,3
"1014",1375,1375,52,52,"2017-02-06","@","MINNESOTA TIMBERWOLVES","W",115,113,45,86,0.523,15,28,0.536,10,14,0.714,13,38,27,5,5,17,21,NA,43,80,0.538,5,11,0.455,22,28,0.786,8,34,25,13,1,10,15,"MIAMI HEAT",10,4,-12,2,4,7
"1015",1392,1392,69,69,"2017-03-17","","MINNESOTA TIMBERWOLVES","W",123,105,50,85,0.588,8,26,0.308,15,19,0.789,10,40,29,6,9,15,16,NA,41,82,0.5,2,12,0.167,21,22,0.955,9,28,14,6,6,11,21,"MIAMI HEAT",6,12,-6,15,3,4
"1016",1354,1354,31,31,"2016-12-23","@","NEW ORLEANS PELICANS","L",87,91,36,87,0.414,8,20,0.4,7,13,0.538,11,59,19,4,4,14,20,NA,33,89,0.371,11,28,0.393,14,21,0.667,11,51,17,9,7,9,20,"MIAMI HEAT",-3,8,-7,2,-3,5
"1017",1391,1391,68,68,"2017-03-15","","NEW ORLEANS PELICANS","W",120,112,44,87,0.506,16,35,0.457,16,19,0.842,12,45,23,9,3,15,22,NA,42,88,0.477,9,22,0.409,19,28,0.679,8,38,21,9,5,13,13,"MIAMI HEAT",7,7,-3,2,-2,2
"1018",1344,1344,21,21,"2016-12-06","","NEW YORK KNICKS","L",103,114,38,89,0.427,11,25,0.44,16,27,0.593,16,46,21,8,4,10,16,NA,48,98,0.49,7,25,0.28,11,16,0.688,18,53,22,6,6,10,18,"MIAMI HEAT",4,-7,5,-1,-2,0
"1019",1398,1398,75,75,"2017-03-29","@","NEW YORK KNICKS","W",105,88,40,84,0.476,12,25,0.48,13,17,0.765,8,40,18,11,7,10,23,NA,33,89,0.371,5,25,0.2,17,21,0.81,17,52,19,2,6,14,16,"MIAMI HEAT",7,-12,-4,-1,1,-4
"1020",1399,1399,76,76,"2017-03-31","","NEW YORK KNICKS","L",94,98,34,83,0.41,8,33,0.242,18,25,0.72,11,41,17,5,4,13,17,NA,38,80,0.475,6,16,0.375,16,17,0.941,8,39,25,9,5,14,18,"MIAMI HEAT",2,2,2,-8,-1,-1
"1021",1329,1329,6,6,"2016-11-07","@","OKLAHOMA CITY THUNDER","L",85,97,31,84,0.369,4,17,0.235,19,22,0.864,12,41,12,8,7,12,16,NA,37,85,0.435,9,28,0.321,14,17,0.824,10,47,24,8,5,16,18,"MIAMI HEAT",-5,-6,5,-12,2,-4
"1022",1355,1355,32,32,"2016-12-27","","OKLAHOMA CITY THUNDER","L",94,106,36,82,0.439,7,22,0.318,15,21,0.714,9,32,14,10,4,12,23,NA,42,82,0.512,5,19,0.263,17,25,0.68,14,46,21,3,4,17,21,"MIAMI HEAT",2,-14,-2,-7,0,-5
"1023",1324,1324,1,1,"2016-10-26","@","ORLANDO MAGIC","W",108,96,47,97,0.485,4,16,0.25,10,16,0.625,16,52,27,5,7,10,22,NA,34,89,0.382,6,18,0.333,22,28,0.786,15,45,20,5,4,11,15,"MIAMI HEAT",-2,7,-12,7,3,-1
"1024",1352,1352,29,29,"2016-12-20","","ORLANDO MAGIC","L",130,136,50,108,0.463,12,30,0.4,18,26,0.692,9,48,22,4,6,10,30,NA,52,105,0.495,11,22,0.5,21,31,0.677,6,47,24,3,5,11,25,"MIAMI HEAT",1,1,-3,-2,1,-1
"1025",1379,1379,56,56,"2017-02-13","","ORLANDO MAGIC","L",107,116,39,83,0.47,6,22,0.273,23,27,0.852,6,37,14,7,7,14,25,NA,44,90,0.489,8,14,0.571,20,29,0.69,15,52,18,9,3,14,22,"MIAMI HEAT",-2,-15,3,-4,4,0
"1026",1385,1385,62,62,"2017-03-03","@","ORLANDO MAGIC","L",99,110,35,91,0.385,8,28,0.286,21,25,0.84,13,46,20,7,5,9,16,NA,45,90,0.5,5,17,0.294,15,19,0.789,8,47,27,7,6,9,13,"MIAMI HEAT",3,-1,6,-7,-1,0
"1027",1336,1336,13,13,"2016-11-21","@","PHILADELPHIA 76ERS","L",94,101,34,88,0.386,7,31,0.226,19,28,0.679,21,50,17,7,6,13,22,NA,37,78,0.474,11,26,0.423,16,20,0.8,7,40,21,8,5,14,25,"MIAMI HEAT",-4,10,3,-4,1,-1
"1028",1374,1374,51,51,"2017-02-04","","PHILADELPHIA 76ERS","W",125,102,48,82,0.585,12,22,0.545,17,23,0.739,10,49,28,6,5,21,24,NA,35,84,0.417,6,23,0.261,26,31,0.839,6,33,20,10,1,15,21,"MIAMI HEAT",6,16,-9,8,4,6
"1029",1378,1378,55,55,"2017-02-11","@","PHILADELPHIA 76ERS","L",109,117,39,85,0.459,7,24,0.292,24,28,0.857,11,49,15,4,4,19,27,NA,39,86,0.453,9,25,0.36,30,38,0.789,11,38,27,15,8,10,21,"MIAMI HEAT",-2,11,-6,-12,-4,9
"1030",1384,1384,61,61,"2017-03-01","","PHILADELPHIA 76ERS","W",125,98,49,90,0.544,13,30,0.433,14,21,0.667,8,42,24,9,12,13,18,NA,37,85,0.435,6,17,0.353,18,22,0.818,10,40,16,7,4,19,22,"MIAMI HEAT",7,2,-4,8,8,-6
"1031",1359,1359,36,36,"2017-01-03","@","PHOENIX SUNS","L",90,99,36,91,0.396,6,23,0.261,12,16,0.75,15,43,18,8,4,12,23,NA,36,77,0.468,9,23,0.391,18,22,0.818,13,49,21,7,7,18,23,"MIAMI HEAT",-3,-6,-6,-3,-3,-6
"1032",1394,1394,71,71,"2017-03-21","","PHOENIX SUNS","W",112,97,42,96,0.438,11,27,0.407,17,23,0.739,17,49,17,13,5,14,25,NA,36,82,0.439,4,16,0.25,21,29,0.724,10,41,14,5,5,24,23,"MIAMI HEAT",7,8,-4,3,0,-10
"1033",1343,1343,20,20,"2016-12-03","@","PORTLAND TRAIL BLAZERS","L",92,99,38,86,0.442,6,22,0.273,10,15,0.667,8,46,23,6,6,13,14,NA,36,89,0.404,9,24,0.375,18,24,0.75,12,47,19,6,9,8,17,"MIAMI HEAT",-3,-1,-8,4,-3,5
"1034",1393,1393,70,70,"2017-03-19","","PORTLAND TRAIL BLAZERS","L",104,115,41,88,0.466,9,30,0.3,13,20,0.65,13,39,18,8,8,9,22,NA,42,83,0.506,13,26,0.5,18,24,0.75,13,43,13,4,6,11,20,"MIAMI HEAT",-4,-4,-5,5,2,-2
"1035",1327,1327,4,4,"2016-11-01","","SACRAMENTO KINGS","W",108,96,37,86,0.43,13,29,0.448,21,29,0.724,6,45,24,10,9,15,21,NA,34,89,0.382,5,23,0.217,23,27,0.852,9,53,12,4,4,15,23,"MIAMI HEAT",8,-8,-2,12,5,0
"1036",1360,1360,37,37,"2017-01-04","@","SACRAMENTO KINGS","W",107,102,35,72,0.486,12,28,0.429,25,29,0.862,7,39,24,8,9,18,20,NA,40,78,0.513,8,20,0.4,14,17,0.824,4,26,26,8,3,16,28,"MIAMI HEAT",4,13,11,-2,6,2
"1037",1326,1326,3,3,"2016-10-30","","SAN ANTONIO SPURS","L",99,106,37,80,0.463,7,20,0.35,18,26,0.692,6,36,19,7,6,12,24,NA,37,82,0.451,10,18,0.556,22,26,0.846,14,44,20,4,5,15,26,"MIAMI HEAT",-3,-8,-4,-1,1,-3
"1038",1332,1332,9,9,"2016-11-14","@","SAN ANTONIO SPURS","L",90,94,37,84,0.44,4,15,0.267,12,21,0.571,10,41,22,14,8,13,23,NA,33,82,0.402,8,15,0.533,20,27,0.741,14,52,24,4,7,17,15,"MIAMI HEAT",-4,-11,-8,-2,1,-4
"1039",1328,1328,5,5,"2016-11-04","@","TORONTO RAPTORS","L",87,96,34,88,0.386,9,28,0.321,10,15,0.667,12,43,19,10,5,13,22,NA,37,84,0.44,6,25,0.24,16,18,0.889,13,50,14,7,5,15,16,"MIAMI HEAT",3,-7,-6,5,0,-2
"1040",1389,1389,66,66,"2017-03-11","","TORONTO RAPTORS","W",104,89,35,72,0.486,11,28,0.393,23,33,0.697,3,35,21,8,10,12,19,NA,33,88,0.375,2,15,0.133,21,25,0.84,16,48,7,6,5,12,20,"MIAMI HEAT",9,-13,2,14,5,0
"1041",1395,1395,72,72,"2017-03-23","","TORONTO RAPTORS","L",84,101,32,82,0.39,6,23,0.261,14,23,0.609,10,36,20,8,11,16,23,NA,35,79,0.443,6,23,0.261,25,32,0.781,11,51,10,9,3,17,21,"MIAMI HEAT",0,-15,-11,10,8,-1
"1042",1402,1402,79,79,"2017-04-07","@","TORONTO RAPTORS","L",94,96,33,83,0.398,8,23,0.348,20,29,0.69,14,44,16,10,5,19,21,NA,35,85,0.412,9,20,0.45,17,24,0.708,12,44,14,10,4,15,24,"MIAMI HEAT",-1,0,3,2,1,4
"1043",1331,1331,8,8,"2016-11-12","","UTAH JAZZ","L",91,102,38,81,0.469,5,17,0.294,10,19,0.526,4,39,21,5,4,8,17,NA,40,81,0.494,6,20,0.3,16,19,0.842,6,45,12,5,4,9,19,"MIAMI HEAT",-1,-6,-6,9,0,-1
"1044",1342,1342,19,19,"2016-12-01","@","UTAH JAZZ","W",111,110,44,86,0.512,8,19,0.421,15,19,0.789,13,40,16,7,2,6,15,NA,40,73,0.548,17,30,0.567,13,17,0.765,5,31,24,5,8,11,14,"MIAMI HEAT",-9,9,2,-8,-6,-5
"1045",1335,1335,12,12,"2016-11-19","@","WASHINGTON WIZARDS","W",114,111,43,85,0.506,13,27,0.481,15,26,0.577,17,47,21,6,7,16,21,NA,42,89,0.472,11,27,0.407,16,22,0.727,13,40,22,9,2,11,22,"MIAMI HEAT",2,7,-1,-1,5,5
"1046",1348,1348,25,25,"2016-12-12","","WASHINGTON WIZARDS","W",112,101,45,88,0.511,9,26,0.346,13,19,0.684,11,47,25,6,3,11,18,NA,39,84,0.464,5,23,0.217,18,22,0.818,10,37,17,8,1,14,22,"MIAMI HEAT",4,10,-5,8,2,-3
"1047",1403,1403,80,80,"2017-04-08","@","WASHINGTON WIZARDS","W",106,103,37,80,0.463,7,18,0.389,25,36,0.694,8,36,23,13,7,13,19,NA,39,81,0.481,8,22,0.364,17,22,0.773,12,44,21,7,6,19,24,"MIAMI HEAT",-1,-8,8,2,1,-6
"1048",1405,1405,82,82,"2017-04-12","","WASHINGTON WIZARDS","W",110,102,46,88,0.523,8,24,0.333,10,12,0.833,14,51,19,2,4,17,13,NA,42,87,0.483,7,26,0.269,11,14,0.786,8,34,18,9,0,10,13,"MIAMI HEAT",1,17,-1,1,4,7
"1049",1436,1436,31,31,"2016-12-30","@","MINNESOTA TIMBERWOLVES","L",99,116,40,74,0.541,8,18,0.444,11,17,0.647,7,29,22,4,4,14,19,NA,43,77,0.558,13,25,0.52,17,21,0.81,8,34,30,8,5,11,17,"MILWAUKEE BUCKS",-5,-5,-6,-8,-1,3
"1050",1470,1470,65,65,"2017-03-11","","MINNESOTA TIMBERWOLVES","W",102,95,37,80,0.463,8,20,0.4,20,23,0.87,11,40,19,5,6,9,23,NA,37,81,0.457,5,13,0.385,16,21,0.762,11,38,21,4,4,12,22,"MILWAUKEE BUCKS",3,2,4,-2,2,-3
"1051",1409,1409,4,4,"2016-11-01","@","NEW ORLEANS PELICANS","W",117,113,44,91,0.484,10,32,0.313,19,21,0.905,11,49,30,9,5,15,25,NA,36,82,0.439,9,26,0.346,32,41,0.78,9,42,23,13,5,13,17,"MILWAUKEE BUCKS",1,7,-13,7,0,2
"1052",1413,1413,8,8,"2016-11-10","","NEW ORLEANS PELICANS","L",106,112,40,91,0.44,6,18,0.333,20,25,0.8,11,48,23,4,5,11,20,NA,39,89,0.438,9,25,0.36,25,27,0.926,11,47,22,9,7,10,19,"MILWAUKEE BUCKS",-3,1,-5,1,-2,1
"1053",1439,1439,34,34,"2017-01-04","@","NEW YORK KNICKS","W",105,104,37,78,0.474,9,28,0.321,22,31,0.71,7,42,20,7,5,13,15,NA,42,94,0.447,13,28,0.464,7,12,0.583,15,46,26,9,3,13,19,"MILWAUKEE BUCKS",-4,-4,15,-6,2,0
"1054",1440,1440,35,35,"2017-01-06","","NEW YORK KNICKS","L",111,116,39,78,0.5,12,22,0.545,21,28,0.75,6,35,24,9,11,14,19,NA,41,83,0.494,13,23,0.565,21,27,0.778,11,40,29,5,6,14,21,"MILWAUKEE BUCKS",-1,-5,0,-5,5,0
"1055",1468,1468,63,63,"2017-03-08","","NEW YORK KNICKS","W",104,93,37,86,0.43,8,26,0.308,22,28,0.786,12,46,26,9,4,8,13,NA,39,84,0.464,7,21,0.333,8,12,0.667,10,43,22,4,6,15,20,"MILWAUKEE BUCKS",1,3,14,4,-2,-7
"1056",1438,1438,33,33,"2017-01-02","","OKLAHOMA CITY THUNDER","W",98,94,38,79,0.481,7,19,0.368,15,24,0.625,7,39,21,4,4,10,17,NA,36,78,0.462,9,27,0.333,13,19,0.684,8,40,20,7,5,10,20,"MILWAUKEE BUCKS",-2,-1,2,1,-1,0
"1057",1483,1483,78,78,"2017-04-04","@","OKLAHOMA CITY THUNDER","L",79,110,29,81,0.358,3,18,0.167,18,26,0.692,10,38,16,9,5,11,19,NA,40,84,0.476,9,28,0.321,21,25,0.84,11,53,29,9,7,13,20,"MILWAUKEE BUCKS",-6,-15,-3,-13,-2,-2
"1058",1418,1418,13,13,"2016-11-21","","ORLANDO MAGIC","W",93,89,35,86,0.407,8,29,0.276,15,21,0.714,7,37,25,16,9,13,22,NA,32,77,0.416,7,25,0.28,18,24,0.75,10,54,21,8,5,24,18,"MILWAUKEE BUCKS",1,-17,-3,4,4,-11
"1059",1420,1420,15,15,"2016-11-27","@","ORLANDO MAGIC","W",104,96,41,86,0.477,8,24,0.333,14,20,0.7,10,53,24,6,6,11,16,NA,38,92,0.413,7,28,0.25,13,17,0.765,10,46,24,6,5,7,17,"MILWAUKEE BUCKS",1,7,1,0,1,4
"1060",1447,1447,42,42,"2017-01-20","@","ORLANDO MAGIC","L",96,112,34,83,0.41,10,25,0.4,18,26,0.692,10,40,21,6,3,12,25,NA,40,87,0.46,8,28,0.286,24,31,0.774,14,53,25,9,6,9,24,"MILWAUKEE BUCKS",2,-13,-6,-4,-3,3
"1061",1445,1445,40,40,"2017-01-16","","PHILADELPHIA 76ERS","L",104,113,42,89,0.472,5,14,0.357,15,22,0.682,10,38,23,8,5,12,23,NA,35,78,0.449,14,37,0.378,29,36,0.806,13,51,25,8,9,18,23,"MILWAUKEE BUCKS",-9,-13,-14,-2,-4,-6
"1062",1450,1450,45,45,"2017-01-25","","PHILADELPHIA 76ERS","L",109,114,42,91,0.462,7,28,0.25,18,23,0.783,15,37,26,11,4,19,22,NA,40,75,0.533,12,26,0.462,22,25,0.88,9,43,32,9,4,21,21,"MILWAUKEE BUCKS",-5,-6,-4,-6,0,-2
"1063",1467,1467,62,62,"2017-03-06","@","PHILADELPHIA 76ERS","W",112,98,41,83,0.494,14,33,0.424,16,20,0.8,9,41,28,7,7,12,16,NA,39,89,0.438,8,30,0.267,12,19,0.632,14,42,30,5,3,12,20,"MILWAUKEE BUCKS",6,-1,4,-2,4,0
"1064",1485,1485,80,80,"2017-04-08","@","PHILADELPHIA 76ERS","W",90,82,35,79,0.443,6,27,0.222,14,20,0.7,6,43,18,10,4,15,21,NA,27,77,0.351,8,31,0.258,20,23,0.87,10,47,23,9,1,17,16,"MILWAUKEE BUCKS",-2,-4,-6,-5,3,-2
"1065",1455,1455,50,50,"2017-02-04","@","PHOENIX SUNS","W",137,112,52,82,0.634,7,17,0.412,26,35,0.743,9,44,29,9,11,16,25,NA,38,91,0.418,11,28,0.393,25,30,0.833,14,40,22,9,3,16,28,"MILWAUKEE BUCKS",-4,4,1,7,8,0
"1066",1462,1462,57,57,"2017-02-26","","PHOENIX SUNS","W",100,96,39,76,0.513,6,20,0.3,16,18,0.889,6,33,26,10,6,19,21,NA,40,83,0.482,5,14,0.357,11,16,0.688,12,42,26,12,5,20,22,"MILWAUKEE BUCKS",1,-9,5,0,1,-1
"1067",1425,1425,20,20,"2016-12-07","","PORTLAND TRAIL BLAZERS","W",115,107,40,77,0.519,10,24,0.417,25,37,0.676,5,41,19,8,7,10,13,NA,37,85,0.435,17,40,0.425,16,19,0.842,10,44,25,7,4,15,22,"MILWAUKEE BUCKS",-7,-3,9,-6,3,-5
"1068",1475,1475,70,70,"2017-03-21","@","PORTLAND TRAIL BLAZERS","W",93,90,38,90,0.422,7,16,0.438,10,12,0.833,13,49,16,8,8,13,22,NA,35,83,0.422,4,21,0.19,16,26,0.615,13,49,15,8,6,14,14,"MILWAUKEE BUCKS",3,0,-6,1,2,-1
"1069",1411,1411,6,6,"2016-11-05","","SACRAMENTO KINGS","W",117,91,41,82,0.5,14,33,0.424,21,25,0.84,17,53,28,12,10,15,22,NA,33,84,0.393,10,28,0.357,15,19,0.789,13,36,27,8,3,14,19,"MILWAUKEE BUCKS",4,17,6,1,7,1
"1070",1476,1476,71,71,"2017-03-22","@","SACRAMENTO KINGS","W",116,98,43,81,0.531,16,35,0.457,14,19,0.737,7,38,28,9,4,10,11,NA,41,84,0.488,10,26,0.385,6,10,0.6,8,37,19,6,6,12,15,"MILWAUKEE BUCKS",6,1,8,9,-2,-2
"1071",1424,1424,19,19,"2016-12-05","","SAN ANTONIO SPURS","L",96,97,30,73,0.411,6,24,0.25,30,34,0.882,7,43,16,4,7,14,16,NA,40,93,0.43,8,28,0.286,9,14,0.643,12,46,26,6,5,14,22,"MILWAUKEE BUCKS",-2,-3,21,-10,2,0
"1072",1442,1442,37,37,"2017-01-10","@","SAN ANTONIO SPURS","W",109,107,44,84,0.524,10,19,0.526,11,13,0.846,11,38,32,8,6,12,18,NA,42,88,0.477,12,30,0.4,11,14,0.786,13,41,22,5,7,14,10,"MILWAUKEE BUCKS",-2,-3,0,10,-1,-2
