,Rk,G,Date,X,Opp,W.L,Tm,Opp.1,TeamFG,TeamFGA,TeamFG.,Team3P,Team3PA,Team3P.,TeamFT,TeamFTA,TeamFT.,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,X.1,OppoFG,OppoFGA,OppoFG.,Oppo3P,Oppo3PA,Oppo3P.,OppoFT,OppoFTA,OppoFT.,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF,Tm1
1209,56,56,2017/2/10,@,MIL,W,122,114,39,75,0.52,15,31,0.484,29,35,0.829,6,33,25,9,3,17,24,NA,40,76,0.526,8,28,0.286,26,31,0.839,4,34,27,11,5,20,29,LAL
1210,57,57,2017/2/14,,SAC,L,96,97,38,83,0.458,12,29,0.414,8,15,0.533,13,43,22,10,3,17,21,NA,36,73,0.493,7,24,0.292,18,25,0.72,7,38,23,9,3,17,12,LAL
1211,58,58,2017/2/15,@,PHO,L,101,137,35,93,0.376,9,26,0.346,22,28,0.786,7,36,16,9,3,12,27,NA,49,88,0.557,10,24,0.417,29,34,0.853,12,59,32,7,10,15,20,LAL
1212,59,59,2017/2/24,@,OKC,L,93,110,40,101,0.396,7,35,0.2,6,14,0.429,15,51,23,15,8,13,19,NA,44,97,0.454,10,24,0.417,12,17,0.706,14,59,28,9,6,17,14,LAL
1213,60,60,2017/2/26,,SAS,L,98,119,40,87,0.46,7,22,0.318,11,18,0.611,13,44,16,8,2,18,18,NA,49,94,0.521,10,21,0.476,11,13,0.846,13,46,37,12,5,12,15,LAL
1214,61,61,2017/2/28,,CHO,L,104,109,41,84,0.488,12,32,0.375,10,13,0.769,6,39,22,9,5,14,23,NA,38,85,0.447,16,39,0.41,17,24,0.708,11,45,25,3,5,12,11,LAL
1215,62,62,2017/3/3,,BOS,L,95,115,37,87,0.425,6,24,0.25,15,20,0.75,6,34,23,11,7,14,21,NA,43,84,0.512,10,33,0.303,19,25,0.76,6,46,30,7,2,18,17,LAL
1216,63,63,2017/3/5,,NOP,L,97,105,38,83,0.458,10,28,0.357,11,15,0.733,11,49,22,7,5,25,24,NA,36,89,0.404,9,24,0.375,24,35,0.686,13,44,23,12,5,13,12,LAL
1217,64,64,2017/3/7,@,DAL,L,111,122,42,90,0.467,11,30,0.367,16,22,0.727,11,44,25,9,3,11,20,NA,45,83,0.542,17,31,0.548,15,19,0.789,6,41,25,5,5,14,17,LAL
1218,65,65,2017/3/9,@,PHO,W,122,110,47,98,0.48,12,27,0.444,16,24,0.667,14,42,21,11,7,9,20,NA,42,91,0.462,6,19,0.316,20,25,0.8,18,54,20,7,10,19,24,LAL
1219,66,66,2017/3/12,,PHI,L,116,118,44,88,0.5,4,20,0.2,24,28,0.857,7,40,24,10,10,15,21,NA,41,79,0.519,10,24,0.417,26,32,0.813,4,34,28,8,4,16,24,LAL
1220,67,67,2017/3/13,@,DEN,L,101,129,42,97,0.433,6,20,0.3,11,19,0.579,16,46,17,10,3,16,21,NA,45,84,0.536,17,38,0.447,22,25,0.88,6,42,36,9,7,15,18,LAL
1221,68,68,2017/3/15,@,HOU,L,100,139,42,91,0.462,3,25,0.12,13,18,0.722,9,38,16,10,0,22,25,NA,50,91,0.549,18,43,0.419,21,32,0.656,13,50,37,13,4,19,21,LAL
1222,69,69,2017/3/17,,MIL,L,103,107,38,84,0.452,11,29,0.379,16,26,0.615,11,40,24,7,4,14,20,NA,40,82,0.488,4,24,0.167,23,30,0.767,10,43,22,7,9,14,25,LAL
1223,70,70,2017/3/19,,CLE,L,120,125,47,91,0.516,11,27,0.407,15,19,0.789,10,40,23,5,1,5,25,NA,45,85,0.529,13,36,0.361,22,27,0.815,10,44,19,4,2,10,16,LAL
1224,71,71,2017/3/21,,LAC,L,109,133,43,92,0.467,6,20,0.3,17,27,0.63,14,41,23,8,3,8,22,NA,45,84,0.536,15,33,0.455,28,32,0.875,13,48,23,4,4,15,21,LAL
1225,72,72,2017/3/24,,MIN,W,130,119,46,88,0.523,14,23,0.609,24,28,0.857,9,42,26,6,2,20,23,NA,46,95,0.484,7,21,0.333,20,22,0.909,12,37,32,13,10,13,20,LAL
1226,73,73,2017/3/26,,POR,L,81,97,33,84,0.393,5,21,0.238,10,17,0.588,1,42,19,6,3,10,17,NA,36,89,0.404,12,28,0.429,13,18,0.722,12,61,24,8,4,13,16,LAL
1227,74,74,2017/3/28,,WAS,L,108,119,43,85,0.506,8,22,0.364,14,16,0.875,11,43,21,6,9,18,19,NA,48,94,0.511,6,23,0.261,17,25,0.68,13,41,24,12,3,12,20,LAL
1228,75,75,2017/3/30,@,MIN,L,104,119,40,84,0.476,9,27,0.333,15,16,0.938,14,42,20,4,5,16,22,NA,43,89,0.483,10,21,0.476,23,30,0.767,14,40,30,9,5,10,20,LAL
1229,76,76,2017/4/1,@,LAC,L,104,115,39,90,0.433,6,23,0.261,20,30,0.667,15,41,26,12,2,11,27,NA,38,69,0.551,11,25,0.44,28,34,0.824,4,39,24,8,5,17,19,LAL
1230,77,77,2017/4/2,,MEM,W,108,103,40,85,0.471,7,19,0.368,21,27,0.778,17,51,14,11,2,13,12,NA,40,80,0.5,13,30,0.433,10,14,0.714,5,33,29,8,5,14,19,LAL
1231,78,78,2017/4/5,@,SAS,W,102,95,42,86,0.488,7,14,0.5,11,14,0.786,8,47,23,8,5,16,13,NA,39,89,0.438,13,35,0.371,4,6,0.667,7,37,28,8,8,14,13,LAL
1232,79,79,2017/4/7,,SAC,W,98,94,38,86,0.442,4,24,0.167,18,25,0.72,16,41,20,12,1,14,15,NA,38,75,0.507,8,20,0.4,10,13,0.769,10,40,27,5,6,23,19,LAL
1233,80,80,2017/4/9,,MIN,W,110,109,42,86,0.488,10,27,0.37,16,20,0.8,12,40,26,10,8,16,23,NA,40,80,0.5,3,15,0.2,26,31,0.839,8,41,27,8,6,14,16,LAL
1234,81,81,2017/4/11,,NOP,W,108,96,42,88,0.477,8,22,0.364,16,23,0.696,8,47,24,15,3,11,18,NA,37,79,0.468,7,22,0.318,15,20,0.75,5,39,29,5,5,16,16,LAL
1235,82,82,2017/4/12,@,GSW,L,94,109,41,93,0.441,4,17,0.235,8,14,0.571,11,40,23,13,2,18,22,NA,41,90,0.456,12,36,0.333,15,22,0.682,14,54,26,14,8,20,17,LAL
1236,1,1,2016/10/26,,MIN,W,102,98,36,80,0.45,11,24,0.458,19,27,0.704,11,45,19,6,11,13,25,NA,36,86,0.419,6,18,0.333,20,29,0.69,15,45,20,6,5,10,23,MEM
1237,2,2,2016/10/29,@,NYK,L,104,111,37,86,0.43,9,25,0.36,21,26,0.808,11,40,19,3,2,12,30,NA,40,76,0.526,6,21,0.286,25,39,0.641,6,41,24,4,4,12,25,MEM
1238,3,3,2016/10/30,,WAS,W,112,103,39,88,0.443,15,31,0.484,19,26,0.731,11,47,24,9,2,14,26,NA,38,86,0.442,5,25,0.2,22,25,0.88,8,40,19,8,4,14,23,MEM
1239,4,4,2016/11/1,@,MIN,L,80,116,27,75,0.36,4,24,0.167,22,29,0.759,8,32,10,17,4,20,22,NA,43,78,0.551,12,20,0.6,18,23,0.783,10,50,29,10,5,21,22,MEM
1240,5,5,2016/11/2,,NOP,W,89,83,33,94,0.351,8,27,0.296,15,20,0.75,13,52,20,12,5,17,22,NA,30,81,0.37,11,34,0.324,12,16,0.75,5,43,17,8,9,21,26,MEM
1241,6,6,2016/11/4,,LAC,L,88,99,31,84,0.369,9,26,0.346,17,22,0.773,13,48,26,4,9,18,28,NA,32,85,0.376,8,27,0.296,27,33,0.818,11,47,19,17,6,11,23,MEM
1242,7,7,2016/11/6,,POR,L,94,100,31,81,0.383,6,26,0.231,26,32,0.813,12,44,15,9,5,13,20,NA,32,71,0.451,14,33,0.424,22,27,0.815,5,37,19,7,5,15,25,MEM
1243,8,8,2016/11/8,,DEN,W,108,107,44,86,0.512,7,24,0.292,13,19,0.684,8,32,29,14,5,14,30,NA,35,70,0.5,10,24,0.417,27,34,0.794,6,39,24,6,4,22,23,MEM
1244,9,9,2016/11/12,@,MIL,L,96,106,35,78,0.449,6,30,0.2,20,21,0.952,3,32,20,8,4,13,26,NA,36,68,0.529,7,18,0.389,27,36,0.75,5,35,20,9,5,12,20,MEM
1245,10,10,2016/11/14,@,UTA,W,102,96,36,76,0.474,8,21,0.381,22,26,0.846,14,44,13,4,2,16,26,NA,35,73,0.479,8,28,0.286,18,22,0.818,6,29,17,8,1,8,27,MEM
1246,11,11,2016/11/16,@,LAC,W,111,107,40,82,0.488,15,26,0.577,16,19,0.842,9,43,24,6,2,15,22,NA,37,81,0.457,9,25,0.36,24,34,0.706,8,35,15,13,7,8,19,MEM
1247,12,12,2016/11/18,@,DAL,W,80,64,31,77,0.403,9,25,0.36,9,12,0.75,7,48,16,7,3,12,25,NA,21,73,0.288,5,25,0.2,17,22,0.773,10,45,9,3,7,17,14,MEM
1248,13,13,2016/11/19,,MIN,W,93,71,29,76,0.382,2,18,0.111,33,38,0.868,13,46,15,8,7,9,19,NA,25,64,0.391,7,22,0.318,14,22,0.636,5,34,16,5,5,16,25,MEM
1249,14,14,2016/11/21,@,CHO,W,105,90,40,84,0.476,12,26,0.462,13,17,0.765,6,40,24,7,8,10,24,NA,30,73,0.411,9,31,0.29,21,33,0.636,8,39,20,6,9,10,13,MEM
1250,15,15,2016/11/23,@,PHI,W,104,99,38,99,0.384,10,29,0.345,18,24,0.75,9,46,24,13,9,15,28,NA,35,93,0.376,12,36,0.333,17,23,0.739,8,56,24,9,10,26,32,MEM
1251,16,16,2016/11/25,,MIA,L,81,90,29,82,0.354,4,19,0.211,19,23,0.826,16,51,14,3,14,17,16,NA,33,85,0.388,12,31,0.387,12,18,0.667,10,44,17,8,8,8,21,MEM
1252,17,17,2016/11/26,@,MIA,W,110,107,37,73,0.507,9,25,0.36,27,33,0.818,2,34,23,5,5,6,19,NA,40,81,0.494,11,31,0.355,16,24,0.667,8,39,18,3,6,9,21,MEM
1253,18,18,2016/11/28,,CHO,L,85,104,36,89,0.404,7,29,0.241,6,13,0.462,8,42,21,10,4,12,25,NA,36,82,0.439,9,26,0.346,23,31,0.742,9,47,24,3,4,13,14,MEM
1254,19,19,2016/11/30,@,TOR,L,105,120,36,82,0.439,11,27,0.407,22,26,0.846,12,30,16,13,1,14,25,NA,38,69,0.551,16,32,0.5,28,33,0.848,10,43,23,7,4,18,25,MEM
1255,20,20,2016/12/1,,ORL,W,95,94,33,79,0.418,7,18,0.389,22,28,0.786,8,39,18,9,9,10,25,NA,33,74,0.446,6,24,0.25,22,31,0.71,7,42,15,5,9,17,19,MEM
1256,21,21,2016/12/3,,LAL,W,103,100,41,88,0.466,10,30,0.333,11,15,0.733,14,43,32,13,7,11,19,NA,35,81,0.432,7,21,0.333,23,29,0.793,14,44,16,7,4,18,18,MEM
1257,22,22,2016/12/5,@,NOP,W,110,108,42,104,0.404,13,34,0.382,13,21,0.619,13,61,23,8,4,14,22,NA,39,99,0.394,10,32,0.313,20,21,0.952,6,54,21,7,7,11,15,MEM
1258,23,23,2016/12/6,,PHI,W,96,91,33,86,0.384,2,17,0.118,28,35,0.8,12,53,18,8,5,13,25,NA,32,82,0.39,14,41,0.341,13,26,0.5,9,45,21,5,7,16,27,MEM
1259,24,24,2016/12/8,,POR,W,88,86,31,87,0.356,6,20,0.3,20,30,0.667,15,58,13,8,2,12,28,NA,25,82,0.305,7,28,0.25,29,40,0.725,13,52,13,6,3,12,23,MEM
1260,25,25,2016/12/10,,GSW,W,110,89,38,87,0.437,8,26,0.308,26,29,0.897,11,47,23,10,5,10,19,NA,34,77,0.442,9,27,0.333,12,20,0.6,10,42,15,6,8,23,23,MEM
1261,26,26,2016/12/13,@,CLE,L,86,103,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23,NA,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16,MEM
1262,27,27,2016/12/14,,CLE,W,93,85,35,81,0.432,12,23,0.522,11,16,0.688,14,55,22,9,3,16,27,NA,28,75,0.373,9,25,0.36,20,31,0.645,7,39,10,10,2,11,16,MEM
1263,28,28,2016/12/16,,SAC,L,92,96,29,77,0.377,5,25,0.2,29,36,0.806,13,47,19,7,8,13,31,NA,31,80,0.388,7,24,0.292,27,37,0.73,13,45,18,5,6,11,25,MEM
1264,29,29,2016/12/18,,UTA,L,73,82,28,93,0.301,2,23,0.087,15,18,0.833,19,48,12,8,1,8,28,NA,30,66,0.455,8,27,0.296,14,25,0.56,5,42,18,4,11,15,20,MEM
1265,30,30,2016/12/20,,BOS,L,109,112,38,94,0.404,12,30,0.4,21,26,0.808,17,52,23,10,3,13,30,NA,33,81,0.407,12,37,0.324,34,38,0.895,8,41,22,7,5,11,22,MEM
1266,31,31,2016/12/21,@,DET,W,98,86,35,82,0.427,12,30,0.4,16,19,0.842,7,38,25,9,4,8,26,NA,26,72,0.361,6,23,0.261,28,37,0.757,10,46,17,2,3,17,18,MEM
1267,32,32,2016/12/23,,HOU,W,115,109,41,81,0.506,13,25,0.52,20,25,0.8,9,38,23,8,3,10,16,NA,38,89,0.427,20,52,0.385,13,15,0.867,10,40,27,5,3,13,22,MEM
1268,33,33,2016/12/26,@,ORL,L,102,112,35,76,0.461,10,25,0.4,22,28,0.786,3,35,17,7,4,6,19,NA,44,86,0.512,13,26,0.5,11,16,0.688,8,43,23,5,3,9,21,MEM
1269,34,34,2016/12/27,@,BOS,L,103,113,37,88,0.42,9,30,0.3,20,29,0.69,13,37,22,14,5,11,18,NA,41,85,0.482,12,31,0.387,19,21,0.905,14,47,30,6,7,17,24,MEM
1270,35,35,2016/12/29,,OKC,W,114,80,43,82,0.524,13,22,0.591,15,20,0.75,11,39,24,8,9,12,27,NA,25,74,0.338,4,22,0.182,26,38,0.684,14,39,9,5,7,18,18,MEM
1271,36,36,2016/12/31,@,SAC,W,112,98,44,87,0.506,17,35,0.486,7,9,0.778,12,40,25,6,3,7,20,NA,31,72,0.431,11,28,0.393,25,28,0.893,11,39,17,6,3,12,12,MEM
1272,37,37,2017/1/3,@,LAL,L,102,116,30,77,0.39,10,31,0.323,32,35,0.914,5,39,18,6,1,10,16,NA,42,82,0.512,17,33,0.515,15,28,0.536,9,43,34,5,2,9,23,MEM
1273,38,38,2017/1/4,@,LAC,L,106,115,38,88,0.432,11,28,0.393,19,25,0.76,12,43,30,6,5,9,31,NA,37,73,0.507,9,23,0.391,32,45,0.711,8,45,23,5,5,13,23,MEM
1274,39,39,2017/1/6,@,GSW,W,128,119,50,103,0.485,13,33,0.394,15,19,0.789,14,47,29,13,0,12,28,NA,41,83,0.494,8,30,0.267,29,39,0.744,7,44,23,7,5,16,21,MEM
1275,40,40,2017/1/8,,UTA,W,88,79,34,78,0.436,9,24,0.375,11,14,0.786,5,37,19,11,2,13,23,NA,28,72,0.389,9,23,0.391,14,23,0.609,11,43,14,8,3,17,19,MEM
1276,41,41,2017/1/11,@,OKC,L,95,103,38,92,0.413,7,24,0.292,12,21,0.571,13,39,18,11,5,10,26,NA,36,81,0.444,8,26,0.308,23,29,0.793,11,53,21,5,4,16,18,MEM
1277,42,42,2017/1/13,@,HOU,W,110,105,41,76,0.539,10,27,0.37,18,27,0.667,8,45,25,8,3,22,29,NA,33,82,0.402,10,41,0.244,29,36,0.806,10,31,19,9,2,12,20,MEM
1278,43,43,2017/1/15,,CHI,L,104,108,40,95,0.421,11,32,0.344,13,13,1,13,50,24,6,3,10,22,NA,40,78,0.513,4,17,0.235,24,35,0.686,6,47,18,8,5,12,14,MEM
1279,44,44,2017/1/18,@,WAS,L,101,104,33,83,0.398,8,25,0.32,27,34,0.794,17,45,20,8,1,12,20,NA,36,80,0.45,8,29,0.276,24,26,0.923,12,45,27,7,3,11,25,MEM
1280,45,45,2017/1/20,,SAC,W,107,91,38,83,0.458,11,28,0.393,20,25,0.8,15,58,21,6,4,15,24,NA,31,76,0.408,6,29,0.207,23,32,0.719,5,35,18,9,6,10,21,MEM
1281,46,46,2017/1/21,,HOU,L,95,119,33,89,0.371,9,34,0.265,20,28,0.714,14,41,19,10,4,12,17,NA,41,80,0.513,16,42,0.381,21,25,0.84,6,46,27,11,6,12,25,MEM
1282,47,47,2017/1/25,,TOR,W,101,99,36,78,0.462,10,22,0.455,19,25,0.76,9,45,18,3,7,9,17,NA,39,92,0.424,10,34,0.294,11,19,0.579,13,45,16,6,4,8,22,MEM
1283,48,48,2017/1/27,@,POR,L,109,112,37,77,0.481,9,26,0.346,26,33,0.788,10,42,24,6,5,11,19,NA,38,81,0.469,16,35,0.457,20,21,0.952,8,33,24,2,3,12,26,MEM
1284,49,49,2017/1/28,@,UTA,W,102,95,41,80,0.513,11,26,0.423,9,10,0.9,7,31,13,8,1,7,23,NA,29,62,0.468,10,25,0.4,27,29,0.931,4,31,19,3,4,13,18,MEM
1285,50,50,2017/1/30,@,PHO,W,115,96,39,80,0.488,16,28,0.571,21,24,0.875,10,44,25,13,2,17,27,NA,31,74,0.419,5,19,0.263,29,39,0.744,13,42,11,8,8,17,19,MEM
1286,51,51,2017/2/1,@,DEN,W,119,99,45,92,0.489,14,30,0.467,15,20,0.75,11,46,28,6,4,8,24,NA,32,80,0.4,9,25,0.36,26,35,0.743,11,45,25,7,2,17,17,MEM
1287,52,52,2017/2/3,@,OKC,L,102,114,40,83,0.482,3,19,0.158,19,22,0.864,8,29,21,10,5,12,28,NA,38,80,0.475,13,26,0.5,25,33,0.758,16,47,21,7,3,20,21,MEM
1288,53,53,2017/2/4,@,MIN,W,107,99,32,77,0.416,10,28,0.357,33,39,0.846,13,42,17,7,3,9,25,NA,35,84,0.417,10,26,0.385,19,24,0.792,16,45,22,4,3,12,27,MEM
1289,54,54,2017/2/6,,SAS,W,89,74,32,81,0.395,4,19,0.211,21,25,0.84,15,50,18,8,11,13,17,NA,30,82,0.366,4,19,0.211,10,18,0.556,11,44,11,8,6,16,20,MEM
1290,55,55,2017/2/8,,PHO,W,110,91,35,72,0.486,14,24,0.583,26,34,0.765,11,41,24,6,8,22,25,NA,29,87,0.333,5,23,0.217,28,34,0.824,18,46,13,12,5,15,27,MEM
1291,56,56,2017/2/10,,GSW,L,107,122,34,87,0.391,9,26,0.346,30,37,0.811,18,47,20,6,4,18,28,NA,39,77,0.506,15,33,0.455,29,38,0.763,5,34,31,14,13,12,26,MEM
1292,57,57,2017/2/13,@,BRK,W,112,103,39,77,0.506,9,22,0.409,25,27,0.926,5,41,25,7,1,12,16,NA,38,82,0.463,12,37,0.324,15,18,0.833,6,32,23,8,0,12,24,MEM
1293,58,58,2017/2/15,,NOP,L,91,95,33,89,0.371,6,33,0.182,19,25,0.76,13,48,22,8,3,15,19,NA,37,75,0.493,8,18,0.444,13,22,0.591,4,38,18,10,5,12,23,MEM
1294,59,59,2017/2/24,@,IND,L,92,102,35,84,0.417,9,27,0.333,13,23,0.565,12,39,20,11,5,11,15,NA,40,78,0.513,11,26,0.423,11,11,1,8,50,23,8,7,16,19,MEM
1295,60,60,2017/2/26,@,DEN,W,105,98,36,80,0.45,11,33,0.333,22,25,0.88,13,49,21,9,2,15,20,NA,37,84,0.44,11,34,0.324,13,17,0.765,10,39,26,9,3,12,23,MEM
1296,61,61,2017/2/28,,PHO,W,130,112,48,86,0.558,12,25,0.48,22,29,0.759,12,39,24,6,3,10,19,NA,43,83,0.518,7,21,0.333,19,24,0.792,8,32,22,6,5,12,25,MEM
1297,62,62,2017/3/3,@,DAL,L,100,104,38,82,0.463,9,28,0.321,15,22,0.682,7,39,16,4,0,10,23,NA,39,82,0.476,5,27,0.185,21,27,0.778,8,45,23,5,3,8,20,MEM
1298,63,63,2017/3/4,@,HOU,L,108,123,43,97,0.443,8,28,0.286,14,21,0.667,17,46,26,8,6,13,24,NA,39,78,0.5,18,42,0.429,27,36,0.75,10,43,25,10,4,14,20,MEM
1299,64,64,2017/3/6,,BRK,L,109,122,34,77,0.442,10,25,0.4,31,39,0.795,8,37,23,7,2,15,29,NA,39,73,0.534,14,30,0.467,30,38,0.789,7,41,16,12,5,16,27,MEM
1300,65,65,2017/3/9,,LAC,L,98,114,37,83,0.446,7,20,0.35,17,22,0.773,6,34,26,6,2,9,22,NA,40,78,0.513,11,30,0.367,23,28,0.821,7,47,24,2,4,14,18,MEM
1301,66,66,2017/3/11,,ATL,L,90,107,34,90,0.378,5,29,0.172,17,23,0.739,13,41,22,11,3,13,21,NA,36,72,0.5,15,30,0.5,20,26,0.769,6,46,22,9,6,18,23,MEM
1302,67,67,2017/3/13,,MIL,W,113,93,41,79,0.519,14,27,0.519,17,23,0.739,11,37,30,11,0,12,20,NA,31,67,0.463,14,26,0.538,17,20,0.85,8,32,21,6,5,16,21,MEM
1303,68,68,2017/3/15,@,CHI,W,98,91,36,85,0.424,11,31,0.355,15,18,0.833,14,52,26,2,3,11,19,NA,34,91,0.374,11,28,0.393,12,15,0.8,14,45,22,6,6,5,19,MEM
1304,69,69,2017/3/16,@,ATL,W,103,91,39,92,0.424,10,28,0.357,15,18,0.833,16,48,29,7,5,11,25,NA,29,71,0.408,8,27,0.296,25,34,0.735,8,38,19,6,9,17,17,MEM
1305,70,70,2017/3/18,,SAS,W,104,96,32,76,0.421,13,30,0.433,27,31,0.871,7,35,20,7,3,10,18,NA,33,75,0.44,9,28,0.321,21,22,0.955,9,42,18,2,5,15,25,MEM
1306,71,71,2017/3/21,@,NOP,L,82,95,32,79,0.405,9,35,0.257,9,13,0.692,4,41,17,7,3,15,20,NA,35,88,0.398,9,29,0.31,16,19,0.842,12,51,16,8,3,12,17,MEM
1307,72,72,2017/3/23,@,SAS,L,90,97,34,78,0.436,10,29,0.345,12,15,0.8,10,42,18,4,4,13,18,NA,37,77,0.481,8,26,0.308,15,23,0.652,6,35,26,6,5,6,19,MEM
1308,73,73,2017/3/26,@,GSW,L,94,106,38,85,0.447,8,29,0.276,10,15,0.667,13,37,21,11,0,13,13,NA,39,71,0.549,17,31,0.548,11,15,0.733,7,37,30,9,4,18,15,MEM
1309,74,74,2017/3/27,@,SAC,L,90,91,31,90,0.344,5,26,0.192,23,29,0.793,19,45,15,4,2,7,18,NA,31,67,0.463,6,25,0.24,23,30,0.767,8,36,16,4,6,11,23,MEM
1310,75,75,2017/3/29,,IND,W,110,97,41,88,0.466,12,32,0.375,16,18,0.889,9,43,22,8,3,8,19,NA,37,85,0.435,10,25,0.4,13,15,0.867,12,43,19,5,7,12,18,MEM
1311,76,76,2017/3/31,,DAL,W,99,90,35,75,0.467,11,27,0.407,18,20,0.9,8,47,23,4,4,13,22,NA,29,76,0.382,12,34,0.353,20,25,0.8,6,38,15,7,4,8,21,MEM
1312,77,77,2017/4/2,@,LAL,L,103,108,40,80,0.5,13,30,0.433,10,14,0.714,5,33,29,8,5,14,19,NA,40,85,0.471,7,19,0.368,21,27,0.778,17,51,14,11,2,13,12,MEM
1313,78,78,2017/4/4,@,SAS,L,89,95,35,89,0.393,8,25,0.32,11,18,0.611,12,50,26,9,2,15,20,NA,35,80,0.438,11,21,0.524,14,18,0.778,8,46,22,8,6,15,20,MEM
1314,79,79,2017/4/5,,OKC,L,100,103,37,78,0.474,9,26,0.346,17,21,0.81,7,38,21,7,5,13,18,NA,37,85,0.435,14,31,0.452,15,24,0.625,12,44,19,8,3,12,20,MEM
1315,80,80,2017/4/7,,NYK,W,101,88,38,75,0.507,15,27,0.556,10,12,0.833,7,38,20,3,9,12,14,NA,38,88,0.432,6,28,0.214,6,13,0.462,15,41,20,8,4,6,16,MEM
1316,81,81,2017/4/9,,DET,L,90,103,36,75,0.48,9,21,0.429,9,13,0.692,6,30,23,12,3,15,16,NA,39,82,0.476,14,28,0.5,11,16,0.688,15,46,21,8,2,18,12,MEM
1317,82,82,2017/4/12,,DAL,L,93,100,33,84,0.393,8,25,0.32,19,22,0.864,16,48,18,4,5,14,23,NA,33,75,0.44,9,34,0.265,25,31,0.806,8,37,21,9,5,12,19,MEM
1318,1,1,2017/4/15,@,SAS,L,82,111,31,79,0.392,7,20,0.35,13,17,0.765,8,35,17,7,6,8,20,NA,41,76,0.539,10,19,0.526,19,25,0.76,8,42,16,4,11,9,20,MEM
1319,2,2,2017/4/17,@,SAS,L,82,96,31,82,0.378,7,27,0.259,13,15,0.867,9,35,19,8,1,8,22,NA,28,61,0.459,9,23,0.391,31,32,0.969,5,39,14,4,4,14,13,MEM
1320,3,3,2017/4/20,,SAS,W,105,94,39,77,0.506,9,22,0.409,18,20,0.9,6,33,21,2,3,5,24,NA,34,72,0.472,10,24,0.417,16,28,0.571,12,42,16,1,3,12,21,MEM
1321,4,4,2017/4/22,,SAS,W,110,108,38,82,0.463,12,27,0.444,22,24,0.917,8,51,19,3,3,22,21,NA,41,97,0.423,9,30,0.3,17,17,1,8,37,16,11,3,9,24,MEM
1322,5,5,2017/4/25,@,SAS,L,103,116,37,72,0.514,9,22,0.409,20,22,0.909,8,31,22,7,1,9,20,NA,42,80,0.525,14,28,0.5,18,22,0.818,10,34,23,7,2,7,17,MEM
1323,6,6,2017/4/27,,SAS,L,96,103,32,71,0.451,12,27,0.444,20,24,0.833,7,28,15,4,1,11,26,NA,37,77,0.481,7,20,0.35,22,25,0.88,16,46,13,4,0,12,20,MEM
1324,1,1,2016/10/26,@,ORL,W,108,96,47,97,0.485,4,16,0.25,10,16,0.625,16,52,27,5,7,10,22,NA,34,89,0.382,6,18,0.333,22,28,0.786,15,45,20,5,4,11,15,MIA
1325,2,2,2016/10/28,,CHO,L,91,97,32,86,0.372,14,34,0.412,13,20,0.65,11,52,19,2,4,19,23,NA,35,92,0.38,7,22,0.318,20,24,0.833,13,49,20,10,9,8,20,MIA
1326,3,3,2016/10/30,,SAS,L,99,106,37,80,0.463,7,20,0.35,18,26,0.692,6,36,19,7,6,12,24,NA,37,82,0.451,10,18,0.556,22,26,0.846,14,44,20,4,5,15,26,MIA
1327,4,4,2016/11/1,,SAC,W,108,96,37,86,0.43,13,29,0.448,21,29,0.724,6,45,24,10,9,15,21,NA,34,89,0.382,5,23,0.217,23,27,0.852,9,53,12,4,4,15,23,MIA
1328,5,5,2016/11/4,@,TOR,L,87,96,34,88,0.386,9,28,0.321,10,15,0.667,12,43,19,10,5,13,22,NA,37,84,0.44,6,25,0.24,16,18,0.889,13,50,14,7,5,15,16,MIA
1329,6,6,2016/11/7,@,OKC,L,85,97,31,84,0.369,4,17,0.235,19,22,0.864,12,41,12,8,7,12,16,NA,37,85,0.435,9,28,0.321,14,17,0.824,10,47,24,8,5,16,18,MIA
1330,7,7,2016/11/10,,CHI,L,95,98,36,88,0.409,13,29,0.448,10,15,0.667,14,46,22,8,5,13,19,NA,37,89,0.416,6,16,0.375,18,20,0.9,12,48,18,7,2,10,12,MIA
1331,8,8,2016/11/12,,UTA,L,91,102,38,81,0.469,5,17,0.294,10,19,0.526,4,39,21,5,4,8,17,NA,40,81,0.494,6,20,0.3,16,19,0.842,6,45,12,5,4,9,19,MIA
1332,9,9,2016/11/14,@,SAS,L,90,94,37,84,0.44,4,15,0.267,12,21,0.571,10,41,22,14,8,13,23,NA,33,82,0.402,8,15,0.533,20,27,0.741,14,52,24,4,7,17,15,MIA
1333,10,10,2016/11/15,,ATL,L,90,93,36,89,0.404,7,23,0.304,11,14,0.786,17,48,13,11,7,23,23,NA,37,80,0.463,6,17,0.353,13,19,0.684,6,35,18,14,4,19,13,MIA
1334,11,11,2016/11/17,,MIL,W,96,73,39,97,0.402,7,30,0.233,11,21,0.524,17,59,19,5,8,7,18,NA,28,85,0.329,7,23,0.304,10,13,0.769,12,48,20,4,8,13,20,MIA
