,Rk,G,Date,X,Opp,W.L,Tm,Opp.1,TeamFG,TeamFGA,TeamFG.,Team3P,Team3PA,Team3P.,TeamFT,TeamFTA,TeamFT.,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,X.1,OppoFG,OppoFGA,OppoFG.,Oppo3P,Oppo3PA,Oppo3P.,OppoFT,OppoFTA,OppoFT.,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF,Tm1
443,3,3,2016/10/29,,ORL,W,105,99,36,88,0.409,11,37,0.297,22,30,0.733,13,40,17,8,6,9,27,NA,38,84,0.452,8,28,0.286,15,26,0.577,13,50,21,6,5,20,23,CLE
444,4,4,2016/11/1,,HOU,W,128,120,43,83,0.518,16,32,0.5,26,31,0.839,12,46,22,4,2,11,21,NA,43,90,0.478,17,44,0.386,17,25,0.68,11,32,30,5,2,7,25,CLE
445,5,5,2016/11/3,,BOS,W,128,122,41,84,0.488,14,34,0.412,32,37,0.865,7,42,24,6,6,8,19,NA,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28,CLE
446,6,6,2016/11/5,@,PHI,W,102,101,37,91,0.407,14,38,0.368,14,18,0.778,11,49,23,10,5,16,15,NA,40,87,0.46,14,38,0.368,7,12,0.583,5,45,21,9,9,17,23,CLE
447,7,7,2016/11/8,,ATL,L,106,110,37,99,0.374,11,42,0.262,21,25,0.84,13,39,21,12,1,6,20,NA,41,81,0.506,11,29,0.379,17,24,0.708,11,50,22,1,4,19,21,CLE
448,8,8,2016/11/11,@,WAS,W,105,94,36,86,0.419,14,33,0.424,19,26,0.731,13,47,16,9,6,15,21,NA,38,87,0.437,3,15,0.2,15,19,0.789,10,46,16,7,5,15,21,CLE
449,9,9,2016/11/13,,CHO,W,100,93,39,92,0.424,14,38,0.368,8,15,0.533,12,53,25,3,8,9,13,NA,36,95,0.379,11,29,0.379,10,12,0.833,10,45,23,7,3,5,19,CLE
450,10,10,2016/11/15,,TOR,W,121,117,44,83,0.53,13,33,0.394,20,28,0.714,10,46,26,4,7,17,18,NA,46,96,0.479,13,29,0.448,12,18,0.667,12,40,24,11,5,8,25,CLE
451,11,11,2016/11/16,@,IND,L,93,103,35,86,0.407,11,30,0.367,12,20,0.6,11,51,19,3,5,18,16,NA,43,86,0.5,10,28,0.357,7,11,0.636,5,40,22,8,12,10,16,CLE
452,12,12,2016/11/18,,DET,W,104,81,40,83,0.482,11,25,0.44,13,14,0.929,5,52,26,4,8,13,14,NA,29,93,0.312,6,19,0.316,17,20,0.85,11,44,23,5,4,7,15,CLE
453,13,13,2016/11/23,,POR,W,137,125,48,90,0.533,21,36,0.583,20,27,0.741,9,41,30,6,3,10,15,NA,47,90,0.522,13,29,0.448,18,19,0.947,9,38,27,6,6,9,23,CLE
454,14,14,2016/11/25,,DAL,W,128,90,43,85,0.506,20,43,0.465,22,24,0.917,9,47,30,9,3,14,16,NA,37,91,0.407,8,35,0.229,8,12,0.667,11,39,29,5,4,13,21,CLE
455,15,15,2016/11/27,@,PHI,W,112,108,38,92,0.413,12,40,0.3,24,28,0.857,14,46,19,5,3,9,14,NA,43,92,0.467,15,34,0.441,7,10,0.7,13,50,29,5,5,16,24,CLE
456,16,16,2016/11/29,@,MIL,L,101,118,32,75,0.427,14,39,0.359,23,31,0.742,7,35,17,7,6,19,19,NA,46,86,0.535,7,19,0.368,19,23,0.826,10,43,27,15,6,17,22,CLE
457,17,17,2016/12/1,,LAC,L,94,113,28,69,0.406,9,24,0.375,29,39,0.744,6,36,12,5,3,18,24,NA,42,89,0.472,13,31,0.419,16,24,0.667,14,47,33,7,3,11,32,CLE
458,18,18,2016/12/2,@,CHI,L,105,111,45,83,0.542,10,26,0.385,5,10,0.5,6,33,30,5,1,18,15,NA,47,96,0.49,3,18,0.167,14,17,0.824,16,49,31,11,4,12,16,CLE
459,19,19,2016/12/5,@,TOR,W,116,112,40,84,0.476,14,32,0.438,22,27,0.815,13,48,21,4,3,14,21,NA,38,88,0.432,13,32,0.406,23,27,0.852,10,33,22,8,5,7,22,CLE
460,20,20,2016/12/7,@,NYK,W,126,94,39,80,0.488,22,40,0.55,26,31,0.839,10,46,23,11,4,12,18,NA,35,87,0.402,11,31,0.355,13,15,0.867,13,43,22,6,3,16,22,CLE
461,21,21,2016/12/9,,MIA,W,114,84,46,83,0.554,9,24,0.375,13,19,0.684,11,47,23,7,9,11,16,NA,31,90,0.344,6,27,0.222,16,21,0.762,23,46,18,6,3,13,18,CLE
462,22,22,2016/12/10,,CHO,W,116,105,42,73,0.575,13,31,0.419,19,28,0.679,7,40,25,8,2,17,24,NA,39,86,0.453,10,27,0.37,17,24,0.708,12,39,24,5,0,14,24,CLE
463,23,23,2016/12/13,,MEM,W,103,86,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16,NA,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23,CLE
464,24,24,2016/12/14,@,MEM,L,85,93,28,75,0.373,9,25,0.36,20,31,0.645,7,39,10,10,2,11,16,NA,35,81,0.432,12,23,0.522,11,16,0.688,14,55,22,9,3,16,27,CLE
465,25,25,2016/12/17,,LAL,W,119,108,46,89,0.517,15,33,0.455,12,18,0.667,11,44,30,8,3,8,12,NA,41,86,0.477,16,37,0.432,10,13,0.769,10,41,30,3,2,11,16,CLE
466,26,26,2016/12/20,@,MIL,W,114,108,37,91,0.407,17,40,0.425,23,27,0.852,9,43,19,5,2,10,21,NA,40,87,0.46,7,27,0.259,21,29,0.724,11,51,22,6,6,14,21,CLE
467,27,27,2016/12/21,,MIL,W,113,102,43,87,0.494,15,27,0.556,12,19,0.632,9,42,30,3,7,11,20,NA,36,77,0.468,9,22,0.409,21,29,0.724,6,39,24,7,8,8,21,CLE
468,28,28,2016/12/23,,BRK,W,119,99,45,99,0.455,8,35,0.229,21,24,0.875,11,51,28,12,4,11,20,NA,38,85,0.447,8,30,0.267,15,18,0.833,7,44,22,6,7,19,22,CLE
469,29,29,2016/12/25,,GSW,W,109,108,37,95,0.389,12,35,0.343,23,32,0.719,18,44,20,14,2,12,19,NA,37,77,0.481,9,30,0.3,25,29,0.862,5,42,25,8,4,19,24,CLE
470,30,30,2016/12/26,@,DET,L,90,106,30,79,0.38,11,28,0.393,19,23,0.826,10,47,19,8,3,21,23,NA,41,92,0.446,16,28,0.571,8,15,0.533,10,45,25,12,4,12,19,CLE
471,31,31,2016/12/29,,BOS,W,124,118,43,83,0.518,14,38,0.368,24,33,0.727,13,46,29,7,3,18,16,NA,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23,CLE
472,32,32,2016/12/31,@,CHO,W,121,109,43,85,0.506,14,31,0.452,21,25,0.84,8,35,17,6,1,6,17,NA,40,78,0.513,9,24,0.375,20,23,0.87,10,39,24,3,7,11,19,CLE
473,33,33,2017/1/2,,NOP,W,90,82,34,90,0.378,6,31,0.194,16,22,0.727,11,56,16,9,4,11,13,NA,32,88,0.364,11,26,0.423,7,10,0.7,8,45,26,6,6,13,18,CLE
474,34,34,2017/1/4,,CHI,L,94,106,34,83,0.41,8,25,0.32,18,24,0.75,16,44,13,6,2,15,16,NA,41,85,0.482,13,30,0.433,11,15,0.733,12,43,23,8,3,12,18,CLE
475,35,35,2017/1/6,@,BRK,W,116,108,38,88,0.432,9,33,0.273,31,43,0.721,5,46,19,14,3,12,16,NA,41,91,0.451,9,30,0.3,17,19,0.895,10,52,21,6,1,19,34,CLE
476,36,36,2017/1/8,@,PHO,W,120,116,44,82,0.537,15,34,0.441,17,19,0.895,13,38,15,8,5,20,12,NA,46,87,0.529,9,27,0.333,15,19,0.789,13,36,23,12,7,14,19,CLE
477,37,37,2017/1/10,@,UTA,L,92,100,31,85,0.365,9,31,0.29,21,25,0.84,13,42,15,6,2,16,19,NA,38,79,0.481,13,34,0.382,11,19,0.579,11,46,22,8,4,18,21,CLE
478,38,38,2017/1/11,@,POR,L,86,102,28,82,0.341,9,30,0.3,21,28,0.75,13,48,14,5,4,15,20,NA,40,93,0.43,10,30,0.333,12,16,0.75,13,51,29,6,9,9,17,CLE
479,39,39,2017/1/13,@,SAC,W,120,108,44,87,0.506,15,37,0.405,17,22,0.773,10,39,27,11,3,12,20,NA,42,80,0.525,9,25,0.36,15,19,0.789,11,42,23,7,5,21,22,CLE
480,40,40,2017/1/16,@,GSW,L,91,126,31,88,0.352,9,34,0.265,20,27,0.741,7,35,11,7,4,15,21,NA,46,91,0.505,15,34,0.441,19,24,0.792,11,58,37,10,11,16,22,CLE
481,41,41,2017/1/19,,PHO,W,118,103,43,85,0.506,19,42,0.452,13,19,0.684,4,36,29,7,6,12,24,NA,37,85,0.435,4,19,0.211,25,31,0.806,15,46,23,10,4,14,22,CLE
482,42,42,2017/1/21,,SAS,L,115,118,45,91,0.495,13,34,0.382,12,22,0.545,11,47,25,7,1,18,16,NA,48,96,0.5,10,26,0.385,12,14,0.857,10,46,32,6,6,13,22,CLE
483,43,43,2017/1/23,@,NOP,L,122,124,43,93,0.462,15,37,0.405,21,25,0.84,11,45,24,6,3,11,20,NA,43,87,0.494,16,39,0.41,22,30,0.733,7,42,26,8,11,8,22,CLE
484,44,44,2017/1/25,,SAC,L,112,116,40,82,0.488,15,38,0.395,17,34,0.5,13,47,29,9,6,18,21,NA,43,95,0.453,11,31,0.355,19,22,0.864,11,47,29,13,3,11,28,CLE
485,45,45,2017/1/27,,BRK,W,124,116,49,92,0.533,13,36,0.361,13,20,0.65,9,47,26,4,5,14,14,NA,43,87,0.494,16,33,0.485,14,16,0.875,4,37,23,9,2,10,15,CLE
486,46,46,2017/1/29,,OKC,W,107,91,41,92,0.446,8,29,0.276,17,22,0.773,8,51,22,9,6,10,16,NA,37,100,0.37,6,26,0.231,11,16,0.688,13,55,20,5,4,16,19,CLE
487,47,47,2017/1/30,@,DAL,L,97,104,35,75,0.467,12,32,0.375,15,21,0.714,6,42,17,6,3,17,17,NA,39,86,0.453,9,32,0.281,17,18,0.944,9,40,19,11,2,9,17,CLE
488,48,48,2017/2/1,,MIN,W,125,97,48,89,0.539,15,37,0.405,14,22,0.636,12,48,37,10,10,10,13,NA,41,94,0.436,7,21,0.333,8,10,0.8,12,38,26,7,3,13,19,CLE
489,49,49,2017/2/4,@,NYK,W,111,104,41,84,0.488,16,40,0.4,13,18,0.722,12,49,20,3,0,15,19,NA,39,86,0.453,12,31,0.387,14,28,0.5,13,42,23,9,7,10,20,CLE
490,50,50,2017/2/6,@,WAS,W,140,135,49,92,0.533,19,38,0.5,23,28,0.821,12,46,31,7,2,20,26,NA,50,99,0.505,12,29,0.414,23,26,0.885,11,43,29,9,5,12,25,CLE
491,51,51,2017/2/8,@,IND,W,132,117,46,84,0.548,16,36,0.444,24,26,0.923,5,39,24,7,5,9,16,NA,41,82,0.5,13,25,0.52,22,26,0.846,7,38,24,7,2,12,18,CLE
492,52,52,2017/2/9,@,OKC,L,109,118,38,79,0.481,10,21,0.476,23,30,0.767,5,35,14,9,6,16,14,NA,50,106,0.472,8,27,0.296,10,13,0.769,17,51,24,10,5,13,23,CLE
493,53,53,2017/2/11,,DEN,W,125,109,46,84,0.548,15,30,0.5,18,22,0.818,8,45,30,9,3,15,16,NA,39,97,0.402,12,37,0.324,19,22,0.864,17,45,23,8,4,12,22,CLE
494,54,54,2017/2/14,@,MIN,W,116,108,44,86,0.512,13,39,0.333,15,22,0.682,9,43,27,3,4,10,18,NA,42,86,0.488,9,23,0.391,15,19,0.789,8,41,27,6,2,9,18,CLE
495,55,55,2017/2/15,,IND,W,113,104,39,82,0.476,18,39,0.462,17,19,0.895,9,40,23,6,2,8,19,NA,40,86,0.465,12,24,0.5,12,14,0.857,13,43,30,2,1,11,17,CLE
496,56,56,2017/2/23,,NYK,W,119,104,46,87,0.529,15,38,0.395,12,15,0.8,8,44,29,5,10,12,16,NA,42,101,0.416,8,26,0.308,12,17,0.706,16,50,24,4,7,12,19,CLE
497,57,57,2017/2/25,,CHI,L,99,117,37,80,0.463,14,37,0.378,11,15,0.733,4,40,24,5,3,12,17,NA,46,93,0.495,15,30,0.5,10,16,0.625,10,47,34,6,0,7,13,CLE
498,58,58,2017/2/27,,MIL,W,102,95,35,70,0.5,10,28,0.357,22,26,0.846,4,45,20,4,2,16,11,NA,37,83,0.446,11,30,0.367,10,16,0.625,5,33,27,3,5,8,23,CLE
499,59,59,2017/3/1,@,BOS,L,99,103,37,91,0.407,10,33,0.303,15,22,0.682,12,41,20,3,5,10,21,NA,36,78,0.462,13,31,0.419,18,23,0.783,8,47,28,4,6,12,21,CLE
500,60,60,2017/3/3,@,ATL,W,135,130,47,86,0.547,25,46,0.543,16,20,0.8,5,33,31,7,5,14,24,NA,49,91,0.538,10,26,0.385,22,30,0.733,11,43,30,7,4,12,15,CLE
501,61,61,2017/3/4,@,MIA,L,92,120,35,73,0.479,11,27,0.407,11,18,0.611,8,33,20,4,1,15,16,NA,46,88,0.523,18,34,0.529,10,12,0.833,15,48,20,6,4,10,19,CLE
502,62,62,2017/3/6,,MIA,L,98,106,35,78,0.449,9,27,0.333,19,29,0.655,11,52,15,3,6,17,15,NA,39,91,0.429,16,35,0.457,12,14,0.857,8,38,23,7,6,7,19,CLE
503,63,63,2017/3/9,@,DET,L,101,106,39,84,0.464,11,39,0.282,12,19,0.632,8,42,24,4,1,9,17,NA,41,88,0.466,9,26,0.346,15,19,0.789,11,45,22,6,1,7,15,CLE
504,64,64,2017/3/11,@,ORL,W,116,104,43,86,0.5,15,39,0.385,15,25,0.6,9,52,30,1,6,9,18,NA,38,96,0.396,4,21,0.19,24,28,0.857,14,52,17,6,1,5,21,CLE
505,65,65,2017/3/12,@,HOU,L,112,117,42,80,0.525,17,43,0.395,11,13,0.846,4,38,24,3,7,15,23,NA,41,96,0.427,16,45,0.356,19,28,0.679,20,52,25,10,4,6,17,CLE
506,66,66,2017/3/14,,DET,W,128,96,46,77,0.597,19,30,0.633,17,23,0.739,3,41,29,4,3,9,18,NA,37,99,0.374,4,19,0.211,18,19,0.947,16,45,20,6,1,8,19,CLE
507,67,67,2017/3/16,,UTA,W,91,83,36,86,0.419,9,33,0.273,10,19,0.526,11,52,14,6,2,10,12,NA,34,82,0.415,5,21,0.238,10,14,0.714,10,47,18,6,3,16,16,CLE
508,68,68,2017/3/18,@,LAC,L,78,108,32,83,0.386,5,27,0.185,9,13,0.692,4,40,15,5,0,12,24,NA,40,78,0.513,8,26,0.308,20,29,0.69,7,54,27,4,3,14,15,CLE
509,69,69,2017/3/19,@,LAL,W,125,120,45,85,0.529,13,36,0.361,22,27,0.815,10,44,19,4,2,10,16,NA,47,91,0.516,11,27,0.407,15,19,0.789,10,40,23,5,1,5,25,CLE
510,70,70,2017/3/22,@,DEN,L,113,126,43,85,0.506,15,37,0.405,12,14,0.857,7,38,22,4,4,10,12,NA,51,96,0.531,11,26,0.423,13,13,1,10,44,35,7,0,6,16,CLE
511,71,71,2017/3/24,@,CHO,W,112,105,41,74,0.554,9,25,0.36,21,24,0.875,3,38,26,6,5,12,22,NA,38,90,0.422,10,38,0.263,19,24,0.792,14,42,18,6,4,9,17,CLE
512,72,72,2017/3/25,,WAS,L,115,127,41,83,0.494,12,33,0.364,21,27,0.778,11,32,24,6,6,13,18,NA,49,82,0.598,8,18,0.444,21,26,0.808,11,40,24,10,4,11,23,CLE
513,73,73,2017/3/27,@,SAS,L,74,103,31,83,0.373,4,26,0.154,8,13,0.615,9,40,20,8,2,16,20,NA,41,86,0.477,7,26,0.269,14,17,0.824,10,52,24,11,7,12,18,CLE
514,74,74,2017/3/30,@,CHI,L,93,99,37,83,0.446,10,27,0.37,9,16,0.563,9,44,23,6,5,15,22,NA,38,90,0.422,12,25,0.48,11,18,0.611,15,51,26,11,3,12,15,CLE
515,75,75,2017/3/31,,PHI,W,122,105,50,95,0.526,13,29,0.448,9,16,0.563,13,49,30,8,4,8,16,NA,40,82,0.488,11,33,0.333,14,19,0.737,7,42,26,7,2,17,21,CLE
516,76,76,2017/4/2,,IND,W,135,130,47,95,0.495,18,43,0.419,23,33,0.697,15,56,29,7,4,13,19,NA,48,105,0.457,16,41,0.39,18,20,0.9,12,46,32,6,3,9,24,CLE
517,77,77,2017/4/4,,ORL,W,122,102,44,82,0.537,18,36,0.5,16,21,0.762,5,42,30,9,3,12,18,NA,33,86,0.384,11,33,0.333,25,26,0.962,11,43,23,8,3,14,21,CLE
518,78,78,2017/4/5,@,BOS,W,114,91,43,92,0.467,11,36,0.306,17,18,0.944,13,51,19,7,5,10,26,NA,33,81,0.407,7,33,0.212,18,29,0.621,8,38,21,6,4,12,18,CLE
519,79,79,2017/4/7,,ATL,L,100,114,39,81,0.481,9,36,0.25,13,17,0.765,3,38,23,5,3,13,10,NA,45,89,0.506,16,37,0.432,8,8,1,6,42,39,7,3,11,17,CLE
520,80,80,2017/4/9,@,ATL,L,125,126,45,98,0.459,19,46,0.413,16,20,0.8,13,53,28,4,3,14,27,NA,44,94,0.468,9,31,0.29,29,37,0.784,10,45,31,8,4,12,22,CLE
521,81,81,2017/4/10,@,MIA,L,121,124,44,89,0.494,14,35,0.4,19,22,0.864,7,47,19,7,4,21,25,NA,44,95,0.463,12,33,0.364,24,34,0.706,9,46,28,9,3,13,26,CLE
522,82,82,2017/4/12,,TOR,L,83,98,28,76,0.368,10,37,0.27,17,24,0.708,10,42,20,5,7,15,14,NA,40,86,0.465,8,26,0.308,10,16,0.625,12,48,20,8,2,8,20,CLE
523,1,1,2017/4/15,,IND,W,109,108,42,78,0.538,11,28,0.393,14,27,0.519,10,34,26,7,2,11,19,NA,40,81,0.494,11,24,0.458,17,20,0.85,12,41,21,6,1,13,25,CLE
524,2,2,2017/4/17,,IND,W,117,111,42,76,0.553,13,31,0.419,20,23,0.87,7,37,19,6,8,18,16,NA,43,84,0.512,8,20,0.4,17,23,0.739,9,33,23,14,3,13,21,CLE
525,3,3,2017/4/20,@,IND,W,119,114,39,87,0.448,21,44,0.477,20,30,0.667,8,40,23,6,7,8,23,NA,38,95,0.4,16,41,0.39,22,26,0.846,17,52,25,4,5,9,23,CLE
526,4,4,2017/4/23,@,IND,W,106,102,37,90,0.411,9,31,0.29,23,27,0.852,15,48,11,9,8,13,15,NA,41,88,0.466,10,30,0.333,10,17,0.588,9,42,21,8,6,14,22,CLE
527,5,5,2017/5/1,,TOR,W,116,105,39,85,0.459,14,34,0.412,24,29,0.828,7,46,26,8,4,12,18,NA,39,89,0.438,10,26,0.385,17,20,0.85,8,43,22,5,5,12,22,CLE
528,6,6,2017/5/3,,TOR,W,125,103,41,75,0.547,18,33,0.545,25,34,0.735,6,40,28,9,4,16,22,NA,42,90,0.467,5,17,0.294,14,19,0.737,8,37,21,8,4,13,21,CLE
529,7,7,2017/5/5,@,TOR,W,115,94,39,76,0.513,13,23,0.565,24,28,0.857,8,49,15,2,7,16,20,NA,38,87,0.437,2,18,0.111,16,17,0.941,1,25,17,9,4,4,21,CLE
530,8,8,2017/5/7,@,TOR,W,109,102,39,82,0.476,16,41,0.39,15,16,0.938,5,37,24,8,5,10,11,NA,40,85,0.471,10,29,0.345,12,15,0.8,8,37,28,7,3,11,18,CLE
531,9,9,2017/5/17,@,BOS,W,117,104,39,81,0.481,11,31,0.355,28,35,0.8,12,44,21,9,2,8,17,NA,41,88,0.466,12,38,0.316,10,18,0.556,13,40,33,4,1,14,26,CLE
532,10,10,2017/5/19,@,BOS,W,130,86,48,85,0.565,19,39,0.487,15,23,0.652,9,45,28,10,6,12,17,NA,32,86,0.372,8,27,0.296,14,15,0.933,10,39,23,7,4,20,19,CLE
533,11,11,2017/5/21,,BOS,L,108,111,32,70,0.457,16,39,0.41,28,36,0.778,11,46,21,5,4,15,11,NA,42,91,0.462,18,40,0.45,9,12,0.75,11,38,28,10,3,9,23,CLE
534,12,12,2017/5/23,,BOS,W,112,99,44,74,0.595,10,22,0.455,14,17,0.824,4,37,23,5,4,14,16,NA,35,79,0.443,10,31,0.323,19,20,0.95,7,29,26,7,2,12,15,CLE
535,13,13,2017/5/25,@,BOS,W,135,102,48,85,0.565,19,41,0.463,20,24,0.833,6,38,24,13,5,11,21,NA,37,86,0.43,11,30,0.367,17,23,0.739,12,39,20,7,5,18,23,CLE
536,14,14,2017/6/1,@,GSW,L,91,113,30,86,0.349,11,31,0.355,20,25,0.8,15,59,15,0,6,20,23,NA,45,106,0.425,12,33,0.364,11,16,0.688,14,50,31,12,3,4,24,CLE
537,15,15,2017/6/4,@,GSW,L,113,132,45,100,0.45,8,29,0.276,15,19,0.789,10,41,27,15,1,9,18,NA,46,89,0.517,18,43,0.419,22,24,0.917,10,53,34,5,7,20,19,CLE
538,16,16,2017/6/7,,GSW,L,113,118,40,90,0.444,12,44,0.273,21,25,0.84,10,37,17,9,3,12,25,NA,40,83,0.482,16,33,0.485,22,24,0.917,8,44,29,8,4,18,28,CLE
539,17,17,2017/6/9,,GSW,W,137,116,46,87,0.529,24,45,0.533,21,31,0.677,11,41,27,6,3,11,24,NA,39,87,0.448,11,39,0.282,27,36,0.75,16,40,26,5,6,12,27,CLE
540,18,18,2017/6/11,@,GSW,L,120,129,47,88,0.534,11,24,0.458,15,23,0.652,12,40,22,6,5,14,22,NA,46,90,0.511,14,38,0.368,23,28,0.821,13,42,27,8,2,13,24,CLE
541,1,1,2016/10/26,@,IND,L,121,130,45,104,0.433,18,48,0.375,13,18,0.722,10,49,26,8,8,15,27,NA,47,93,0.505,10,19,0.526,26,34,0.765,8,52,30,11,6,16,23,DAL
542,2,2,2016/10/28,,HOU,L,98,106,35,80,0.438,8,29,0.276,20,24,0.833,6,34,13,11,2,9,21,NA,33,70,0.471,15,32,0.469,25,31,0.806,5,41,21,6,1,18,22,DAL
543,3,3,2016/10/30,@,HOU,L,92,93,32,86,0.372,11,31,0.355,17,20,0.85,13,43,17,8,3,9,17,NA,34,81,0.42,11,31,0.355,14,21,0.667,9,47,16,5,4,17,21,DAL
544,4,4,2016/11/2,@,UTA,L,81,97,33,77,0.429,7,26,0.269,8,10,0.8,6,36,18,4,4,12,20,NA,35,77,0.455,12,25,0.48,15,26,0.577,7,41,18,6,3,12,21,DAL
545,5,5,2016/11/4,,POR,L,95,105,34,83,0.41,10,28,0.357,17,20,0.85,7,44,18,5,3,12,21,NA,36,80,0.45,12,31,0.387,21,26,0.808,7,42,21,9,3,14,20,DAL
546,6,6,2016/11/6,,MIL,W,86,75,33,88,0.375,9,38,0.237,11,12,0.917,10,46,14,12,2,15,20,NA,30,82,0.366,6,29,0.207,9,12,0.75,9,51,14,11,2,27,26,DAL
547,7,7,2016/11/8,@,LAL,W,109,97,43,82,0.524,10,23,0.435,13,15,0.867,8,37,24,11,4,11,12,NA,38,78,0.487,10,26,0.385,11,14,0.786,8,37,20,6,1,16,19,DAL
548,8,8,2016/11/9,@,GSW,L,95,116,34,86,0.395,6,28,0.214,21,28,0.75,13,42,20,10,2,7,20,NA,43,74,0.581,17,33,0.515,13,22,0.591,5,39,33,3,5,15,22,DAL
549,9,9,2016/11/14,@,NYK,L,77,93,32,84,0.381,5,27,0.185,8,11,0.727,11,40,15,8,7,11,16,NA,34,78,0.436,9,25,0.36,16,18,0.889,14,51,18,5,5,17,16,DAL
550,10,10,2016/11/16,@,BOS,L,83,90,34,83,0.41,8,23,0.348,7,10,0.7,5,32,16,9,3,9,19,NA,33,76,0.434,7,21,0.333,17,23,0.739,13,53,18,6,3,19,17,DAL
551,11,11,2016/11/18,,MEM,L,64,80,21,73,0.288,5,25,0.2,17,22,0.773,10,45,9,3,7,17,14,NA,31,77,0.403,9,25,0.36,9,12,0.75,7,48,16,7,3,12,25,DAL
552,12,12,2016/11/19,@,ORL,L,87,95,26,77,0.338,13,28,0.464,22,27,0.815,5,34,13,8,5,13,16,NA,34,78,0.436,8,21,0.381,19,22,0.864,10,50,17,6,8,19,21,DAL
553,13,13,2016/11/21,@,SAS,L,91,96,35,74,0.473,8,27,0.296,13,20,0.65,10,40,16,10,3,17,23,NA,35,75,0.467,8,20,0.4,18,25,0.72,8,39,24,9,1,13,18,DAL
554,14,14,2016/11/23,,LAC,L,104,124,38,84,0.452,11,24,0.458,17,18,0.944,10,44,23,7,3,16,24,NA,43,85,0.506,15,32,0.469,23,31,0.742,6,43,26,11,4,9,17,DAL
555,15,15,2016/11/25,@,CLE,L,90,128,37,91,0.407,8,35,0.229,8,12,0.667,11,39,29,5,4,13,21,NA,43,85,0.506,20,43,0.465,22,24,0.917,9,47,30,9,3,14,16,DAL
556,16,16,2016/11/27,,NOP,W,91,81,32,77,0.416,10,27,0.37,17,20,0.85,11,46,19,7,3,12,18,NA,30,77,0.39,5,20,0.25,16,18,0.889,10,42,17,8,3,13,19,DAL
557,17,17,2016/11/30,,SAS,L,87,94,33,77,0.429,10,30,0.333,11,14,0.786,8,37,16,5,3,11,18,NA,33,71,0.465,11,19,0.579,17,24,0.708,7,42,16,7,6,11,11,DAL
558,18,18,2016/12/1,@,CHO,L,87,97,32,86,0.372,9,31,0.29,14,18,0.778,9,41,18,6,2,11,25,NA,35,74,0.473,5,18,0.278,22,31,0.71,4,39,24,5,6,10,18,DAL
559,19,19,2016/12/3,,CHI,W,107,82,40,87,0.46,13,31,0.419,14,18,0.778,13,42,31,11,2,10,19,NA,32,71,0.451,3,13,0.231,15,21,0.714,11,43,9,4,5,20,22,DAL
560,20,20,2016/12/5,,CHO,L,101,109,37,89,0.416,13,36,0.361,14,18,0.778,9,35,23,4,2,7,19,NA,40,79,0.506,3,18,0.167,26,28,0.929,9,53,21,2,5,12,19,DAL
561,21,21,2016/12/7,,SAC,L,89,120,32,78,0.41,10,30,0.333,15,20,0.75,9,40,17,7,5,20,22,NA,47,84,0.56,10,22,0.455,16,21,0.762,6,40,28,10,3,14,23,DAL
562,22,22,2016/12/9,,IND,W,111,103,39,80,0.488,15,32,0.469,18,24,0.75,5,33,23,8,1,8,19,NA,32,69,0.464,14,25,0.56,25,26,0.962,4,38,21,5,4,13,18,DAL
563,23,23,2016/12/10,@,HOU,L,87,109,32,79,0.405,11,34,0.324,12,14,0.857,6,32,18,7,3,9,18,NA,37,74,0.5,19,37,0.514,16,22,0.727,10,48,31,4,1,15,16,DAL
564,24,24,2016/12/12,,DEN,W,112,92,45,77,0.584,12,26,0.462,10,12,0.833,8,34,22,9,7,9,15,NA,35,83,0.422,7,25,0.28,15,18,0.833,20,43,19,6,3,16,15,DAL
565,25,25,2016/12/14,,DET,L,85,95,32,78,0.41,8,25,0.32,13,16,0.813,6,30,19,13,3,11,22,NA,36,71,0.507,5,17,0.294,18,22,0.818,10,50,18,4,2,19,19,DAL
566,26,26,2016/12/16,@,UTA,L,100,103,35,77,0.455,12,28,0.429,18,21,0.857,7,27,18,9,0,6,24,NA,37,65,0.569,8,22,0.364,21,27,0.778,8,41,18,4,3,16,23,DAL
567,27,27,2016/12/18,,SAC,W,99,79,34,77,0.442,13,33,0.394,18,22,0.818,6,44,20,10,6,11,13,NA,30,76,0.395,8,31,0.258,11,17,0.647,6,42,16,7,4,15,21,DAL
568,28,28,2016/12/19,@,DEN,L,107,117,43,80,0.538,14,25,0.56,7,9,0.778,4,29,21,4,4,12,17,NA,45,80,0.563,13,25,0.52,14,18,0.778,7,41,32,7,0,11,13,DAL
569,29,29,2016/12/21,@,POR,W,96,95,35,83,0.422,7,31,0.226,19,23,0.826,10,38,14,12,5,10,20,NA,32,72,0.444,10,27,0.37,21,28,0.75,9,43,15,6,4,17,20,DAL
570,30,30,2016/12/23,@,LAC,W,90,88,37,87,0.425,7,29,0.241,9,15,0.6,14,42,21,13,4,12,14,NA,34,74,0.459,13,29,0.448,7,11,0.636,6,41,17,9,4,20,16,DAL
